question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
215,The sum of three consecutive even numbers is 54. What are the numbers?,"16, 18, 20","Let the numbers be x, x + 2, and x + 4
x + (x + 2) + (x + 4) = 54
3x + 6 = 54
3x = 48
x = 16
The numbers are 16, 18, and 20","Solve the following math problem: The sum of three consecutive even numbers is 54. What are the numbers?
Answer: Let's assume the first even number is x. Since the numbers are consecutive even numbers, the second even number will be x + 2, and the third even number will be x + 4.
According to the problem, the sum of these three numbers is 54, so we can write the equation as:
x + (x + 2) + (x + 4) = 54
Simplifying the equation, we get:
3x + 6 = 54
Subtracting 6 from both sides, we have:
3x = 48
Dividing both sides by 3, we find:
x = 16
So,",Algebraic Equations,Medium,0.018691588785046728,0.0
216,"If a person earns $12 per hour and works for 35 hours, how much will they earn?",$420,"Earnings = Hourly rate * Hours worked
Earnings = 12 * 35 = $420","Solve the following math problem: If a person earns $12 per hour and works for 35 hours, how much will they earn?
Answer: To find the total earnings, we need to multiply the hourly rate by the number of hours worked. 
$12/hour * 35 hours = $420 
Therefore, the person will earn $420.",Multiplication,Easy,0.03773584905660378,6.752107625974243e-232
217,A car travels 150 miles in 3 hours. What is the car's speed in miles per hour?,50 miles per hour,"Speed = Distance / Time
Speed = 150 / 3 = 50 miles per hour","Solve the following math problem: A car travels 150 miles in 3 hours. What is the car's speed in miles per hour?
Answer: To find the speed, we use the formula for speed: speed = distance / time.
Given that the car travels 150 miles in 3 hours, we can plug these values into the formula:
speed = 150 miles / 3 hours = 50 miles per hour.
Therefore, the car's speed is 50 miles per hour.
The answer is 50 miles per hour.",Distance-Rate-Time,Easy,0.09411764705882353,6.951541387040145e-79
218,"A box contains 60 marbles, and 40% of them are red. How many red marbles are in the box?",24 red marbles,Number of red marbles = 40% of 60 = 0.40 * 60 = 24,"Solve the following math problem: A box contains 60 marbles, and 40% of them are red. How many red marbles are in the box?
Answer: To find the number of red marbles in the box, we need to calculate 40% of 60.

Step 1: Convert 40% to a decimal by dividing it by 100.
40% = 40/100 = 0.4

Step 2: Multiply the decimal by the total number of marbles.
0.4 * 60 = 24

Therefore, there are 24 red marbles in the box.

The answer is 24.",Percentage Problems,Easy,0.06666666666666667,6.71040645338514e-79
219,"A man spends $200 on groceries, $150 on rent, and $50 on transportation. What percentage of his total expenses is spent on groceries?",50%,"Total expenses = 200 + 150 + 50 = $400
Percentage on groceries = (200 / 400) * 100 = 50%","Solve the following math problem: A man spends $200 on groceries, $150 on rent, and $50 on transportation. What percentage of his total expenses is spent on groceries?
Answer: To find the percentage of the man's expenses that is spent on groceries, we need to calculate the total expenses first. 

Total expenses = $200 (groceries) + $150 (rent) + $50 (transportation) = $400

Now, we can calculate the percentage of expenses spent on groceries by dividing the amount spent on groceries by the total expenses and multiplying by 100.

Percentage of expenses spent on groceries = ($200 / $400) * 100 = 50%

The answer is 50%.",Percentage Problems,Easy,0.019801980198019802,5.6645104083792066e-232
220,A person buys 3 pens at $2 each and 2 notebooks at $3 each. What is the total cost?,$12,"Cost of pens = 3 * 2 = $6
Cost of notebooks = 2 * 3 = $6
Total cost = 6 + 6 = $12","Solve the following math problem: A person buys 3 pens at $2 each and 2 notebooks at $3 each. What is the total cost?
Answer: To find the total cost, we need to calculate the cost of the pens and the cost of the notebooks separately, and then add them together.

Cost of pens: 3 pens * $2/pen = $6
Cost of notebooks: 2 notebooks * $3/notebook = $6

Total cost = Cost of pens + Cost of notebooks
Total cost = $6 + $6 = $12

Therefore, the total cost of 3 pens and 2 notebooks is $12.",Multiplication,Easy,0.02150537634408602,5.775632145762076e-232
221,A rectangle has a length of 9 meters and a width of 4 meters. What is its perimeter?,26 meters,"Perimeter of rectangle = 2 * (Length + Width)
Perimeter = 2 * (9 + 4) = 2 * 13 = 26 meters","Solve the following math problem: A rectangle has a length of 9 meters and a width of 4 meters. What is its perimeter?
Answer: To find the perimeter of a rectangle, we add up the lengths of all four sides. In this case, the length is 9 meters and the width is 4 meters. So, the perimeter is 2 times the length plus 2 times the width, or $2(9) + 2(4) = 18 + 8 = \boxed{26}$ meters.",Geometry,Easy,0.05063291139240507,6.130341565759569e-232
222,"If 7x - 5 = 16, what is the value of x?",3,"7x - 5 = 16
7x = 16 + 5 = 21
x = 21 / 7 = 3","Solve the following math problem: If 7x - 5 = 16, what is the value of x?
Answer: To solve for x, we need to isolate it on one side of the equation. First, we add 5 to both sides of the equation to get 7x = 21. Then, we divide both sides by 7 to get x = 3. Therefore, the value of x is 3.",Algebraic Equations,Easy,0.03125,0.0
223,A person invests $500 at a 4% annual interest rate. How much interest will they earn in 2 years?,$40,"Interest = Principal * Rate * Time
Interest = 500 * 0.04 * 2 = $40","Solve the following math problem: A person invests $500 at a 4% annual interest rate. How much interest will they earn in 2 years?
Answer: To calculate the interest earned in 2 years, we need to use the formula for simple interest:
Interest = (Principal x Rate x Time)
Here, the principal is $500, the rate is 4% and the time is 2 years.
So, the interest earned is:
Interest = (500 x 0.04 x 2) = $40
Therefore, the person will earn $40 in interest in 2 years.",Interest Problems,Medium,0.022727272727272724,5.931449291043158e-232
224,"If a box contains 48 apples and 1/3 of them are bad, how many bad apples are there?",16 bad apples,Number of bad apples = 1/3 of 48 = 48 / 3 = 16,"Solve the following math problem: If a box contains 48 apples and 1/3 of them are bad, how many bad apples are there?
Answer: To find the number of bad apples, we need to calculate 1/3 of 48. 

Step 1: Multiply 48 by 1/3: 48 * 1/3 = 16.

Therefore, there are 16 bad apples in the box.
The answer is 16.",Fraction Problems,Easy,0.08955223880597014,8.758015847889212e-79
225,A man bought a shirt for $40 and sold it for $50. What was his percentage profit?,25%,"Profit = Selling price - Cost price = 50 - 40 = $10
Percentage profit = (Profit / Cost price) * 100 = (10 / 40) * 100 = 25%","Solve the following math problem: A man bought a shirt for $40 and sold it for $50. What was his percentage profit?
Answer: The man's profit is the difference between the selling price and the cost price, which is $50 - $40 = $10. The profit percentage is calculated by dividing the profit by the cost price and multiplying by 100. So, the profit percentage is (10/40) x 100 = 25%. Therefore, the man's percentage profit is 25%.",Percentage Problems,Medium,0.02531645569620253,0.0
226,The sum of three consecutive odd numbers is 33. What are the numbers?,"9, 11, 13","Let the numbers be x, x + 2, and x + 4
x + (x + 2) + (x + 4) = 33
3x + 6 = 33
3x = 27
x = 9
The numbers are 9, 11, and 13","Solve the following math problem: The sum of three consecutive odd numbers is 33. What are the numbers?
Answer: Let's assume the first odd number is x. The second consecutive odd number would be x + 2, and the third consecutive odd number would be x + 4.

According to the problem, the sum of these three consecutive odd numbers is 33. So, we can write the equation as:

x + (x + 2) + (x + 4) = 33

Simplifying the equation, we get:

3x + 6 = 33

Subtracting 6 from both sides, we have:

3x = 27

Dividing both sides by 3, we find:

x =",Algebraic Equations,Medium,0.0,0.0
227,A man buys 6 pencils for $3. How much will 20 pencils cost at the same rate?,$10,"Cost per pencil = $3 / 6 = $0.50 per pencil
Cost of 20 pencils = 20 * 0.50 = $10","Solve the following math problem: A man buys 6 pencils for $3. How much will 20 pencils cost at the same rate?
Answer: To find the cost of 20 pencils, we need to determine the cost of one pencil and then multiply it by 20.

Given that 6 pencils cost $3, we can find the cost of one pencil by dividing $3 by 6:
Cost of one pencil = $3 ÷ 6 = $0.50

Now, we can calculate the cost of 20 pencils by multiplying the cost of one pencil by 20:
Cost of 20 pencils = $0.50 × 20 = $10

Therefore, 20 pencils will cost $",Ratio and Proportion,Easy,0.01923076923076923,5.65135233948518e-232
228,A triangle has an area of 24 square meters and a base of 6 meters. What is its height?,8 meters,"Area of triangle = 1/2 * Base * Height
24 = 1/2 * 6 * Height
24 = 3 * Height
Height = 24 / 3 = 8 meters","Solve the following math problem: A triangle has an area of 24 square meters and a base of 6 meters. What is its height?
Answer: We know that the formula for the area of a triangle is A = 1/2 * b * h, where A is the area, b is the base, and h is the height. We are given that the area is 24 square meters and the base is 6 meters, so we can plug these values into the formula and solve for the height. 

24 = 1/2 * 6 * h

Multiplying both sides by 2 gives:

48 = 6h

Dividing both sides by 6 gives:

h = 8

Therefore, the height of the triangle is 8 meters. The answer is 8 meters.",Geometry,Medium,0.032520325203252036,6.453790928096595e-232
229,"If 5y + 3 = 18, what is the value of y?",3,"5y + 3 = 18
5y = 18 - 3 = 15
y = 15 / 5 = 3","Solve the following math problem: If 5y + 3 = 18, what is the value of y?
Answer: To solve for y, we need to isolate it on one side of the equation. 

First, we subtract 3 from both sides:
5y = 15

Then, we divide both sides by 5:
y = 3

Therefore, the value of y is 3.",Algebraic Equations,Easy,0.03508771929824561,6.545917251136179e-232
230,A bus travels 90 miles in 1.5 hours. What is its speed in miles per hour?,60 miles per hour,"Speed = Distance / Time
Speed = 90 / 1.5 = 60 miles per hour","Solve the following math problem: A bus travels 90 miles in 1.5 hours. What is its speed in miles per hour?
Answer: To find the speed of the bus, we need to divide the distance it traveled by the time it took. Therefore, the speed of the bus is:

Speed = Distance/Time = 90 miles/1.5 hours = 60 miles per hour

So, the answer is 60 miles per hour.",Distance-Rate-Time,Easy,0.1081081081081081,0.03279507474073416
231,A rectangle has a perimeter of 64 meters and its width is 14 meters. What is its length?,18 meters,"Perimeter of rectangle = 2(Length + Width)
64 = 2(L + 14)
64 = 2L + 28
2L = 36
L = 36 / 2 = 18 meters","Solve the following math problem: A rectangle has a perimeter of 64 meters and its width is 14 meters. What is its length?
Answer: Let the length of the rectangle be L meters. Then, we know that:
Perimeter = 2(length + width)
64 = 2(L + 14)
32 = L + 14
L = 18
Therefore, the length of the rectangle is 18 meters. The answer is 18 meters.",Geometry,Medium,0.06060606060606061,7.517155770510923e-232
232,"The price of an item increased by 20%. If the original price was $150, what is the new price?",$180,"Increase = 20% of 150 = 0.20 * 150 = $30
New price = 150 + 30 = $180","Solve the following math problem: The price of an item increased by 20%. If the original price was $150, what is the new price?
Answer: To find the new price, we need to calculate 20% of the original price and then add it to the original price.

Step 1: Calculate 20% of $150.
20% of $150 = (20/100) * $150 = $30

Step 2: Add the calculated value to the original price.
New price = $150 + $30 = $180

The answer is $180.",Percentage Problems,Medium,0.024999999999999998,6.017810420952586e-232
233,"A man spends 1/4 of his salary on rent. If his salary is $2,000, how much does he spend on rent?",$500,Rent = 1/4 of 2000 = 2000 / 4 = $500,"Solve the following math problem: A man spends 1/4 of his salary on rent. If his salary is $2,000, how much does he spend on rent?
Answer: To find out how much the man spends on rent, we need to calculate 1/4 of his salary. 

First, we need to find 1/4 of $2,000. To do this, we divide $2,000 by 4:

$2,000 ÷ 4 = $500

Therefore, the man spends $500 on rent.

The answer is $500.",Fraction Problems,Easy,0.024096385542168676,6.150149066359227e-232
234,"If a man saves $50 every month, how much will he have saved after 8 months?",$400,Total savings = 50 * 8 = $400,"Solve the following math problem: If a man saves $50 every month, how much will he have saved after 8 months?
Answer: To find out how much the man will have saved after 8 months, we need to multiply the amount he saves each month by the number of months he saves. 
$50 x 8 = $400
Therefore, the man will have saved $400 after 8 months.",Multiplication,Easy,0.02985074626865672,6.367803053737255e-232
235,"The ratio of cats to dogs in a shelter is 3:4. If there are 21 cats, how many dogs are there?",28 dogs,"Let the number of dogs = 4x and cats = 3x
3x = 21
x = 7
Dogs = 4 * 7 = 28","Solve the following math problem: The ratio of cats to dogs in a shelter is 3:4. If there are 21 cats, how many dogs are there?
Answer: To solve this problem, we can set up a proportion using the given ratio. Let's call the number of dogs ""x"".

The ratio of cats to dogs is 3:4, which can be written as 3/4.

We can set up the proportion: 3/4 = 21/x.

To solve for x, we can cross-multiply and solve for x:

3x = 4 * 21
3x = 84
x = 84/3
x = 28

Therefore, there are 28 dogs in the shelter.

The answer is 28.",Ratio and Proportion,Medium,0.03571428571428572,1.7109126262148864e-155
236,"If 8x + 2 = 34, what is the value of x?",4,"8x + 2 = 34
8x = 34 - 2 = 32
x = 32 / 8 = 4","Solve the following math problem: If 8x + 2 = 34, what is the value of x?
Answer: To solve for x, we need to isolate it on one side of the equation. First, we can subtract 2 from both sides of the equation to get 8x = 32. Then, we can divide both sides by 8 to get x = 4. Therefore, the value of x is 4.",Algebraic Equations,Easy,0.030303030303030307,0.0
237,"A person spends $120 on groceries, $80 on entertainment, and $200 on rent. What percentage of their total expenses is spent on groceries?",30%,"Total expenses = 120 + 80 + 200 = $400
Percentage spent on groceries = (120 / 400) * 100 = 30%","Solve the following math problem: A person spends $120 on groceries, $80 on entertainment, and $200 on rent. What percentage of their total expenses is spent on groceries?
Answer: To find the percentage of expenses spent on groceries, we need to calculate the total expenses and then determine the proportion of the grocery expense.

Total expenses = $120 (groceries) + $80 (entertainment) + $200 (rent) = $400

The proportion of grocery expenses = $120 / $400 = 0.3

To convert this proportion to a percentage, we multiply by 100:

0.3 * 100 = 30%

Therefore, the person spent 30% of their total expenses on groceries.

The answer is 30",Percentage Problems,Easy,0.01941747572815534,5.6383456886193345e-232
238,The perimeter of a square is 36 meters. What is the length of each side?,9 meters,"Perimeter of square = 4 * side length
36 = 4 * side length
Side length = 36 / 4 = 9 meters","Solve the following math problem: The perimeter of a square is 36 meters. What is the length of each side?
Answer: Let $s$ be the length of each side of the square. We know that the perimeter of a square is given by $4s$, so we can write the equation $4s=36$. Solving for $s$, we have $s=9$. Therefore, the length of each side of the square is $\boxed{9}$ meters.",Geometry,Easy,0.05405405405405406,0.0
239,"A man invests $1,000 at an interest rate of 3% per year. How much interest will he earn in 4 years?",$120,"Interest = Principal * Rate * Time
Interest = 1000 * 0.03 * 4 = $120","Solve the following math problem: A man invests $1,000 at an interest rate of 3% per year. How much interest will he earn in 4 years?
Answer: To calculate the interest earned, we can use the formula: Interest = Principal x Rate x Time.

Given that the principal amount is $1,000 and the interest rate is 3%, we can substitute these values into the formula:

Interest = $1,000 x 0.03 x 4
Interest = $120

Therefore, the man will earn $120 in interest over 4 years.

The answer is $120.",Interest Problems,Medium,0.02173913043478261,5.9149039435907374e-232
240,A rectangle has an area of 48 square meters and a width of 6 meters. What is its length?,8 meters,"Area of rectangle = Length * Width
48 = Length * 6
Length = 48 / 6 = 8 meters","Solve the following math problem: A rectangle has an area of 48 square meters and a width of 6 meters. What is its length?
Answer: To solve this problem, we can use the formula for the area of a rectangle, which is A = lw, where A is the area, l is the length, and w is the width. We are given that the area is 48 square meters and the width is 6 meters, so we can plug in these values to get:

48 = l(6)

To solve for l, we can divide both sides by 6:

8 = l

Therefore, the length of the rectangle is 8 meters. The answer is 8 meters.",Geometry,Easy,0.034782608695652174,6.615937020930298e-232
241,A man buys 4 bags of rice for $60. What is the cost per bag?,$15 per bag,"Cost per bag = Total cost / Number of bags
Cost per bag = 60 / 4 = $15 per bag","Solve the following math problem: A man buys 4 bags of rice for $60. What is the cost per bag?
Answer: To find the cost per bag, we need to divide the total cost by the number of bags.
Cost per bag = Total cost / Number of bags
Cost per bag = $60 / 4
Cost per bag = $15
Therefore, the cost per bag of rice is $15.",Basic Arithmetic,Easy,0.08823529411764706,2.3548635457910922e-155
242,"If 3x + 4 = 13, what is the value of x?",3,"3x + 4 = 13
3x = 13 - 4 = 9
x = 9 / 3 = 3","Solve the following math problem: If 3x + 4 = 13, what is the value of x?
Answer: To solve for x, we need to isolate it on one side of the equation. First, we subtract 4 from both sides:
3x + 4 - 4 = 13 - 4
3x = 9
Next, we divide both sides by 3:
3x/3 = 9/3
x = 3
Therefore, the value of x is 3.",Algebraic Equations,Easy,0.030303030303030307,6.2542494559645334e-232
243,A car covers 100 miles in 2 hours. What is its speed in miles per hour?,50 miles per hour,"Speed = Distance / Time
Speed = 100 / 2 = 50 miles per hour","Solve the following math problem: A car covers 100 miles in 2 hours. What is its speed in miles per hour?
Answer: To find the speed, we need to divide the distance covered by the time taken.
Speed = Distance / Time
Speed = 100 miles / 2 hours
Speed = 50 miles per hour
The answer is 50 miles per hour.",Distance-Rate-Time,Easy,0.13114754098360656,0.03659077548575381
244,"The ratio of apples to oranges in a basket is 2:3. If there are 40 fruits in total, how many are apples?",16 apples,"Let the number of apples = 2x and oranges = 3x
Total = 2x + 3x = 40
5x = 40
x = 8
Number of apples = 2 * 8 = 16","Solve the following math problem: The ratio of apples to oranges in a basket is 2:3. If there are 40 fruits in total, how many are apples?
Answer: Let's call the number of apples in the basket ""a"" and the number of oranges ""o"". We know that a+o=40 and a:o=2:3. We can use algebra to solve for ""a"". First, we can write a as 2x and o as 3x, where x is a constant. Substituting these values into the first equation, we get 2x+3x=40. Simplifying, we get 5x=40, so x=8. Therefore, a=2x=16 and there are 16 apples in the basket.
The answer is 16.",Ratio and Proportion,Medium,0.033613445378151266,1.743661079133949e-155
245,"A shopkeeper sells a jacket for $120, making a 25% profit. What was the cost price of the jacket?",$96,"Selling price = Cost price * (1 + Profit %)
120 = Cost price * 1.25
Cost price = 120 / 1.25 = $96","Solve the following math problem: A shopkeeper sells a jacket for $120, making a 25% profit. What was the cost price of the jacket?
Answer: Let the cost price of the jacket be $x. Then, the shopkeeper's profit is 25% of the cost price, which is 0.25x. 
Selling price = cost price + profit
$120 = x + 0.25x
$120 = 1.25x
x = $96
Therefore, the cost price of the jacket was $96.",Profit and Loss,Medium,0.0273972602739726,6.211555838206664e-232
246,"If the sum of two consecutive even numbers is 58, what are the numbers?",28 and 30,"Let the numbers be x and x + 2
x + (x + 2) = 58
2x + 2 = 58
2x = 56
x = 28
The numbers are 28 and 30","Solve the following math problem: If the sum of two consecutive even numbers is 58, what are the numbers?
Answer: Let x be the first even number, then the second even number is x+2. We know that the sum of the two numbers is 58, so we can write an equation:
x + (x+2) = 58
Simplifying and solving for x, we get:
2x + 2 = 58
2x = 56
x = 28
Therefore, the first even number is 28 and the second even number is 30. The answer is 28 and 30.",Algebraic Equations,Medium,0.06451612903225806,1.8345392759940913e-155
247,"If 25% of a number is 50, what is the number?",200,"Let the number be x
25% of x = 50
0.25x = 50
x = 50 / 0.25 = 200","Solve the following math problem: If 25% of a number is 50, what is the number?
Answer: Let's call the number we're trying to find ""x"". We know that 25% of x is 50, so we can set up the equation:
0.25x = 50
To solve for x, we need to isolate it on one side of the equation. We can do this by dividing both sides by 0.25:
x = 200
Therefore, the number we're looking for is 200.",Percentage Problems,Easy,0.02380952380952381,6.091662401187491e-232
248,"A man invests $2,000 at an interest rate of 6% per year. How much interest will he earn in 3 years?",$360,"Interest = Principal * Rate * Time
Interest = 2000 * 0.06 * 3 = $360","Solve the following math problem: A man invests $2,000 at an interest rate of 6% per year. How much interest will he earn in 3 years?
Answer: To solve this problem, we need to use the formula for simple interest: I = P*r*t, where I is the interest, P is the principal (the amount invested), r is the interest rate, and t is the time in years. In this case, P = $2,000, r = 6%, and t = 3 years. Plugging these values into the formula, we get:
I = $2,000 * 0.06 * 3 = $360
Therefore, the man will earn $360 in interest over 3 years.
The answer is $360.",Interest Problems,Medium,0.01785714285714286,5.587772457628148e-232
249,"If a square has a perimeter of 48 meters, what is the length of each side?",12 meters,"Perimeter of square = 4 * side length
48 = 4 * side length
Side length = 48 / 4 = 12 meters","Solve the following math problem: If a square has a perimeter of 48 meters, what is the length of each side?
Answer: Let's start by recalling that the perimeter of a square is the sum of all its sides. In this case, we know that the perimeter is 48 meters, so we can set up an equation:
Perimeter = 4 x side length
48 = 4 x side length
To solve for the side length, we need to isolate it on one side of the equation. We can do this by dividing both sides by 4:
48/4 = side length
12 = side length
Therefore, each side of the square is 12 meters long.
The answer is 12 meters.",Geometry,Easy,0.033613445378151266,1.6295679424334407e-155
250,A bus covers 150 miles in 3 hours. What is its speed in miles per hour?,50 miles per hour,"Speed = Distance / Time
Speed = 150 / 3 = 50 miles per hour","Solve the following math problem: A bus covers 150 miles in 3 hours. What is its speed in miles per hour?
Answer: To find the speed, we can use the formula speed = distance/time. In this case, the distance is 150 miles and the time is 3 hours. So, the speed is:
speed = 150 miles / 3 hours = 50 miles per hour
The answer is 50 miles per hour.",Distance-Rate-Time,Easy,0.1111111111111111,0.03185108362980158
251,"If 7x - 2 = 19, what is the value of x?",3,"7x - 2 = 19
7x = 19 + 2 = 21
x = 21 / 7 = 3","Solve the following math problem: If 7x - 2 = 19, what is the value of x?
Answer: To solve for x, we need to isolate x on one side of the equation. First, we add 2 to both sides of the equation to get 7x = 21. Then, we divide both sides by 7 to get x = 3. Therefore, the value of x is 3.
The answer is 3.",Algebraic Equations,Easy,0.029411764705882353,0.0
252,"The length of a rectangle is 5 meters more than its width. If the perimeter is 30 meters, what are the dimensions?","Length = 10 meters, Width = 5 meters","Let width = w and length = w + 5
Perimeter = 2(w + (w + 5)) = 30
2(2w + 5) = 30
4w + 10 = 30
4w = 20
w = 5 meters
Length = 5 + 5 = 10 meters","Solve the following math problem: The length of a rectangle is 5 meters more than its width. If the perimeter is 30 meters, what are the dimensions?
Answer: Let's assume that the width of the rectangle is x meters. Then, the length of the rectangle is (x+5) meters. 
The perimeter of a rectangle is the sum of the lengths of all its sides. Therefore, we can write the following equation: 
2(x+5) + 2x = 30
Simplifying this equation, we get:
2x + 10 + 2x = 30
4x + 10 = 30
4x = 20
x = 5
So, the width of the rectangle is 5 meters and the length is (5+5) = 10 meters.",Geometry,Medium,0.08620689655172414,2.8713733751191858e-155
253,"A pen costs $3, and a notebook costs $5. If a person buys 2 pens and 3 notebooks, how much will they pay?",$21,Total cost = 2 * $3 + 3 * $5 = $6 + $15 = $21,"Solve the following math problem: A pen costs $3, and a notebook costs $5. If a person buys 2 pens and 3 notebooks, how much will they pay?
Answer: To find the total cost, we need to multiply the cost of each item by the quantity and then add them together. 

The cost of 2 pens is $3 x 2 = $6.
The cost of 3 notebooks is $5 x 3 = $15.

Adding the costs together, the total cost is $6 + $15 = $21.

Therefore, the person will pay $21.

The answer is $21.",Basic Arithmetic,Easy,0.02150537634408602,0.0
254,"If 40% of a number is 80, what is the number?",200,"Let the number be x
40% of x = 80
0.40x = 80
x = 80 / 0.40 = 200","Solve the following math problem: If 40% of a number is 80, what is the number?
Answer: To find the number, we need to determine what number is 40% of. We can set up an equation to represent this relationship.

Let's assume the number is represented by ""x"". According to the problem, 40% of x is equal to 80. Mathematically, we can write this as:

0.40x = 80

To solve for x, we need to isolate it on one side of the equation. We can do this by dividing both sides of the equation by 0.40:

x = 80 / 0.40

Using a calculator, we can simplify this expression:",Percentage Problems,Easy,0.0,0.0
255,"If a man spends $75 on groceries and this represents 25% of his income, what is his total income?",$300,"Let total income = x
25% of x = 75
0.25x = 75
x = 75 / 0.25 = $300","Solve the following math problem: If a man spends $75 on groceries and this represents 25% of his income, what is his total income?
Answer: Let x be the man's total income.
25% of x is equal to $75, so we can set up the proportion:
25/100 = 75/x
Simplifying the left side of the equation gives us:
1/4 = 75/x
Multiplying both sides by x gives us:
x/4 = 75
Multiplying both sides by 4 gives us:
x = 300
Therefore, the man's total income is $300.
The answer is $300.",Percentage Problems,Medium,0.020833333333333332,0.0
256,"The ratio of cats to dogs in a pet store is 2:3. If there are 30 dogs, how many cats are there?",20 cats,"Let the number of cats = 2x and dogs = 3x
3x = 30
x = 10
Number of cats = 2 * 10 = 20","Solve the following math problem: The ratio of cats to dogs in a pet store is 2:3. If there are 30 dogs, how many cats are there?
Answer: Let's use the ratio between cats and dogs to find the number of cats. If the ratio of cats to dogs is 2:3, then we can write it as 2x:3x, where x is a constant. We know that there are 30 dogs, so we can set up an equation:
3x = 30
Solving for x, we get x = 10. Therefore, the number of cats is:
2x = 2(10) = 20
The answer is 20 cats.",Ratio and Proportion,Medium,0.03738317757009346,6.784338172413661e-232
257,A man buys a bicycle for $120 and sells it for $150. What is his percentage profit?,25%,"Profit = Selling price - Cost price = 150 - 120 = $30
Percentage profit = (Profit / Cost price) * 100 = (30 / 120) * 100 = 25%","Solve the following math problem: A man buys a bicycle for $120 and sells it for $150. What is his percentage profit?
Answer: The profit made by the man is the difference between the selling price and the cost price, which is $150 - $120 = $30. The percentage profit can be calculated as (profit/cost price) x 100%. Thus, the percentage profit is (30/120) x 100% = 25%. Therefore, the man made a 25% profit on the bicycle.",Profit and Loss,Medium,0.025641025641025647,6.130341565759569e-232
258,"If 5x - 3 = 17, what is the value of x?",4,"5x - 3 = 17
5x = 17 + 3 = 20
x = 20 / 5 = 4","Solve the following math problem: If 5x - 3 = 17, what is the value of x?
Answer: To solve for x, we need to isolate it on one side of the equation. First, we will add 3 to both sides of the equation:
5x - 3 + 3 = 17 + 3
This simplifies to:
5x = 20
Next, we will divide both sides of the equation by 5 to solve for x:
5x/5 = 20/5
This simplifies to:
x = 4
Therefore, the value of x is 4.",Algebraic Equations,Easy,0.02380952380952381,5.9149039435907374e-232
259,A train travels at 60 miles per hour. How far will it travel in 5 hours?,300 miles,"Distance = Speed * Time
Distance = 60 miles/hour * 5 hours = 300 miles","Solve the following math problem: A train travels at 60 miles per hour. How far will it travel in 5 hours?
Answer: To find the distance traveled by the train, we need to multiply the speed of the train by the time it travels. 
Distance = Speed x Time
Distance = 60 miles/hour x 5 hours
Distance = 300 miles
Therefore, the train will travel 300 miles in 5 hours.",Distance-Rate-Time,Easy,0.05714285714285715,2.1278594182045564e-155
260,"The area of a triangle is 24 square meters, and its base is 8 meters. What is its height?",6 meters,"Area of triangle = 1/2 * base * height
24 = 1/2 * 8 * height
Height = 24 / 4 = 6 meters","Solve the following math problem: The area of a triangle is 24 square meters, and its base is 8 meters. What is its height?
Answer: To solve for the height of the triangle, we can use the formula for the area of a triangle: $A = \frac{1}{2}bh$, where $A$ is the area, $b$ is the base, and $h$ is the height. We can rearrange the formula to solve for $h$: $h = \frac{2A}{b}$. Substituting the given values, we have $h = \frac{2(24)}{8} = 6$. Therefore, the height of the triangle is 6 meters.",Geometry,Easy,0.04040404040404041,5.866614974264094e-232
261,"If a triangle has a base of 10 meters and a height of 5 meters, what is its area?",25 square meters,Area = 1/2 * base * height = 1/2 * 10 * 5 = 25 square meters,"Solve the following math problem: If a triangle has a base of 10 meters and a height of 5 meters, what is its area?
Answer: The area of a triangle is given by the formula $A = \frac{1}{2}bh$, where $b$ is the base and $h$ is the height. Substituting the given values, we get $A = \frac{1}{2}(10)(5) = 25$. Therefore, the area of the triangle is 25 square meters.",Geometry,Easy,0.07894736842105263,2.3719909544741387e-155
262,A rectangular pool has a length of 12 meters and a width of 5 meters. What is its area?,60 square meters,Area = Length * Width = 12 * 5 = 60 square meters,"Solve the following math problem: A rectangular pool has a length of 12 meters and a width of 5 meters. What is its area?
Answer: To find the area of a rectangle, we multiply its length by its width. So, the area of the rectangular pool is:
$12 \text{ meters} \cdot 5 \text{ meters} = 60 \text{ square meters}$
Therefore, the area of the rectangular pool is 60 square meters.",Geometry,Easy,0.08333333333333333,2.3548635457910922e-155
263,"If the sum of three consecutive integers is 48, what are the integers?","15, 16, and 17","Let the integers be x, x + 1, x + 2
x + (x + 1) + (x + 2) = 48
3x + 3 = 48
3x = 45
x = 15
The integers are 15, 16, and 17.","Solve the following math problem: If the sum of three consecutive integers is 48, what are the integers?
Answer: Let's represent the three consecutive integers as x, x+1, and x+2.
According to the problem, the sum of these three integers is 48:
x + (x+1) + (x+2) = 48
Combining like terms, we get:
3x + 3 = 48
Subtracting 3 from both sides, we have:
3x = 45
Dividing both sides by 3, we find:
x = 15
So the three consecutive integers are 15, 16, and 17.
The answer is 15, 16,",Algebraic Equations,Medium,0.08333333333333333,6.382991455585367e-79
