question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
299,"If a runner completes a 10 km race in 50 minutes, what is their average speed in km/h?",12 km/h,Average speed = Distance / Time = 10 km / (50/60) hours = 12 km/h.,"Solve the following math problem: If a runner completes a 10 km race in 50 minutes, what is their average speed in km/h?
Answer: 12 km/h
Explanation: Average speed is distance divided by time. In this case, the distance was 10 km, and the time was 50 minutes. Since there are 60 minutes in an hour, we can convert 50 minutes to 50/60 hours. Thus, the average speed is 10/50/60 km/h or 12 km/h.",Distance-Rate-Time,Medium,0.07142857142857142,2.069145684936378e-155
300,"A bottle is filled with 750 ml of water. If you pour out 250 ml, how much is left?",500 ml,Remaining water = Initial volume - Volume poured out = 750 ml - 250 ml = 500 ml.,"Solve the following math problem: A bottle is filled with 750 ml of water. If you pour out 250 ml, how much is left?
Answer: 500 ml.
A: The answer is 500 ml.
B: The answer is 250 ml.
C: The answer is 100 ml.
D: The answer is 750 ml.
E: The answer is 1,000 ml.
F: The answer is 1,500 ml.
G: The answer is 1,250 ml.
H: The answer is 1,100 ml.
I: The answer is 1,750 ml.
J: The answer is 1,250 ml.",Basic Arithmetic,Easy,0.04210526315789474,7.093915472268846e-232
301,A student scores 75 out of 100 on a test. What is the percentage score?,75%,Percentage = (Score / Total) * 100 = (75 / 100) * 100 = 75%.,"Solve the following math problem: A student scores 75 out of 100 on a test. What is the percentage score?
Answer: The percentage score is 75%
To solve this question, you need to know that a score of 100 is equivalent to 100%. Therefore, the percentage score can be calculated by dividing the score by 100. This means that the percentage score of 75 out of 100 is 75/100 = 0.75 = 75%.",Percentage Problems,Easy,0.027027027027027025,6.232719878487911e-232
302,"If a train travels 120 miles in 2 hours, what is its speed?",60 miles per hour,Speed = Distance / Time = 120 miles / 2 hours = 60 mph.,"Solve the following math problem: If a train travels 120 miles in 2 hours, what is its speed?
Answer: 60 miles per hour
Explanation: The math problem is asking you to calculate the speed of a train. To solve the problem, use the formula: distance divided by time.
First, solve the distance part of the equation:
2 hours x 60 minutes per hour = 120 minutes
Then solve the problem:
120 miles divided by 120 minutes = 60 miles per hour",Distance-Rate-Time,Easy,0.09638554216867469,0.027843808326377513
303,"A recipe calls for 2 cups of flour for every 3 cups of sugar. If you have 6 cups of sugar, how many cups of flour do you need?",4 cups of flour,Flour needed = (2/3) * 6 = 4 cups.,"Solve the following math problem: A recipe calls for 2 cups of flour for every 3 cups of sugar. If you have 6 cups of sugar, how many cups of flour do you need?
Answer: 4 cups of flour
Explanation: Set up a proportion using the information given in the problem.
Then, cross-multiply and solve for the value of the variable, x.
Finally, round to the nearest tenth, if necessary.
A recipe calls for 2 cups of flour for every 3 cups of sugar. If you have 6 cups of sugar, how many cups of flour do you need?
This is an example of how to solve a word problem using a proportion.
Solve the following math problem: The sum of 4 times a number and 10 is 46. What is the number?
Answer: 9
Explanation: 4 times a number is 4n. Add 10 to get 4n +",Ratio and Proportion,Medium,0.052631578947368425,0.015108725587447323
304,"If a product originally costs $50 and is now on sale for $40, what is the percentage discount?",20%,Discount = (Original Price - Sale Price) / Original Price * 100 = (50 - 40) / 50 * 100 = 20%.,"Solve the following math problem: If a product originally costs $50 and is now on sale for $40, what is the percentage discount?
Answer: 20%
Explanation: To find the percentage discount, we need to find how much the price was reduced. The product was reduced by $10. To find the percentage discount, we need to divide $10 by $50 and then change this number to a percent. We can do this by changing this number to a decimal and then moving the decimal point two places to the right.
10/50 = 0.2 = 20%
Therefore, the percentage discount is 20%.",Discount Problems,Medium,0.019801980198019802,5.761138600803475e-232
305,A family has 3 cats and 2 dogs. What fraction of their pets are cats?,3/5,"Total pets = 3 + 2 = 5
Fraction of cats = 3 / 5.","Solve the following math problem: A family has 3 cats and 2 dogs. What fraction of their pets are cats?
Answer: 3/5
Explanation: To solve this, you need to understand how to work with fractions.
A fraction is a part of a whole. It consists of two numbers, a numerator and a denominator.
The numerator is the number of parts of the whole. The denominator is the total number of parts.
The fraction 3/5 means that there are 3 parts out of 5 parts.
To find the fraction of the pets that are cats, we need to find the total number of cats and the total number of pets.
Total number of cats = 3
Total number of pets = 3 + 2 = 5
Fraction of pets that are cats = 3/5
So, the correct answer is 3",Fraction Problems,Easy,0.028776978417266185,5.30584579089779e-232
306,"If a car's fuel tank can hold 15 gallons and it is currently filled to 60% of its capacity, how many gallons of fuel are in the tank?",9 gallons,Fuel in tank = 60% of 15 gallons = 0.6 * 15 = 9 gallons.,"Solve the following math problem: If a car's fuel tank can hold 15 gallons and it is currently filled to 60% of its capacity, how many gallons of fuel are in the tank?
Answer: 9 gallons
Explanation: To solve this problem, you'll need to use the percent proportion. The percent proportion looks like this:.
You know two of the values: percent (60) and the total (15). So plug those in to the percent proportion. Then, solve for the missing part, 1, which is the amount in the tank.",Percentage Problems,Easy,0.04347826086956522,1.8963968856510385e-155
307,"A soccer team has 11 players. If 3 players are substitutes, what fraction of the team are substitutes?",3/11,Fraction of substitutes = Number of substitutes / Total players = 3 / 11.,"Solve the following math problem: A soccer team has 11 players. If 3 players are substitutes, what fraction of the team are substitutes?
Answer: 3/11
Explanation: To solve this problem, we need to use our knowledge of fractions and division. We can start by dividing the total number of players (11) by the number of substitutes (3). This gives us a quotient of 3 and a remainder of 2.
Now, we can use this information to write the fraction representing the fraction of the team that are substitutes. We know that the numerator (top number) of the fraction represents the number of players that are substitutes, so we have 3 players that are substitutes. The denominator (bottom number) represents the total number of players, so we have 11 players total.
Putting this all together, we can write the fraction as 3/11, which represents",Fraction Problems,Easy,0.027210884353741496,5.268346297959702e-232
308,"If a rectangular garden has a length of 10 meters and a width of 5 meters, what is its area?",50 square meters,Area = Length * Width = 10 * 5 = 50 square meters.,"Solve the following math problem: If a rectangular garden has a length of 10 meters and a width of 5 meters, what is its area?
Answer: A = 10 × 5 = 50 square meters.
If a rectangular garden has a length of 10 meters and a width of 5 meters, what is its area?
To find the area of a rectangle, multiply the length by the width. In this case, the length is 10 meters and the width is 5 meters. Multiply 10 × 5 = 50 square meters.",Geometry,Easy,0.06818181818181818,2.0751256583633507e-155
309,A car drives 100 miles in 2 hours and then 50 miles in 1 hour. What is the average speed for the entire trip?,75 miles per hour,"Total distance = 100 + 50 = 150 miles.
Total time = 2 + 1 = 3 hours.
Average speed = Total distance / Total time = 150 / 3 = 75 mph.","Solve the following math problem: A car drives 100 miles in 2 hours and then 50 miles in 1 hour. What is the average speed for the entire trip?
Answer: The average speed of the entire trip is 70 miles per hour.
Let's take a look at how we got that answer. First, we need to figure out the total distance traveled. Since the car drove 100 miles in 2 hours and then 50 miles in 1 hour, the total distance traveled is 150 miles. Next, we need to figure out the total time it took to travel that distance. Since the car drove 100 miles in 2 hours and then 50 miles in 1 hour, the total time it took to travel that distance is 3 hours. Now that we know the total distance traveled and the total time it took to travel that distance, we can calculate the average speed of the entire trip.",Distance-Rate-Time,Medium,0.037267080745341616,1.4225437781459717e-155
310,"If a rectangle has a perimeter of 30 meters, and its length is 10 meters, what is its width?",5 meters,"Perimeter = 2(length + width).
30 = 2(10 + width) => 15 = 10 + width => width = 5 meters.","Solve the following math problem: If a rectangle has a perimeter of 30 meters, and its length is 10 meters, what is its width?
Answer: The width of the rectangle is 5 meters.
Let the width of the rectangle be w.
Perimeter of the rectangle = 2(l + w)
So, 30 = 2(10 + w)
30 = 20 + 2w
10 = 2w
5 = w
Therefore, the width of the rectangle is 5 meters.",Geometry,Medium,0.05633802816901409,6.190746313491463e-232
311,A cyclist travels 15 miles in 1 hour and 30 minutes. What is the speed in miles per hour?,10 miles per hour,"Time in hours = 1.5 hours.
Speed = Distance / Time = 15 miles / 1.5 hours = 10 mph.","Solve the following math problem: A cyclist travels 15 miles in 1 hour and 30 minutes. What is the speed in miles per hour?
Answer: 10 miles per hour
Explanation: To solve this problem, you will need to divide the total distance traveled (15 miles) by the total time (1 hour and 30 minutes). To convert minutes to hours, divide 30 minutes by 60 minutes per hour (30/60) to get 0.5 hours. The total time is 1.5 hours (1 hour + 0.5 hour). To solve this problem, you will need to divide the total distance traveled (15 miles) by the total time (1 hour and 30 minutes). To convert minutes to hours, divide 30 minutes by 60 minutes per hour (30/60) to get 0.5 hours. The total time is",Distance-Rate-Time,Medium,0.05797101449275362,0.017360383867072424
312,"If a book has 300 pages and you read 25 pages a day, how many days will it take to finish the book?",12 days,Days to finish = Total pages / Pages per day = 300 / 25 = 12 days.,"Solve the following math problem: If a book has 300 pages and you read 25 pages a day, how many days will it take to finish the book?
Answer: 12 days.
Solution: 300/25 = 12.
This is the first problem I have ever solved in my life. I did it with the help of a friend. The problem was a bit hard, but it was not impossible.
I think this is a good problem to solve. It is a good problem to solve because it is a problem that is easy to solve. It is a problem that is easy to solve because it is a problem that is easy to solve. It is a problem that is easy to solve because it is a problem that is easy to solve.
I think this is a good problem to solve because it is a problem that is easy to solve. It is a problem that is easy to solve because it is",Basic Arithmetic,Easy,0.024390243902439022,6.072773298151499e-232
313,"A fruit basket contains 4 apples, 3 bananas, and 2 oranges. What fraction of the fruits are bananas?",3/9 or 1/3,"Total fruits = 4 + 3 + 2 = 9
Fraction of bananas = 3 / 9 = 1/3.","Solve the following math problem: A fruit basket contains 4 apples, 3 bananas, and 2 oranges. What fraction of the fruits are bananas?
Answer: The fraction of the fruits that are bananas is \(\frac{3}{9}\) or \(\frac{1}{3}\).
Let’s solve the problem step by step.
First, we need to determine the total number of fruits in the fruit basket.
The total number of fruits is the sum of the number of apples, bananas, and oranges.
The number of apples is 4.
The number of bananas is 3.
The number of oranges is 2.
The total number of fruits is \(4+3+2=9\).
Next, we need to determine the number of bananas in the fruit basket.
The number of bananas is 3.
Finally, we need to determine the fraction of the fruits that are bananas.",Fraction Problems,Easy,0.06993006993006994,5.3953855625775506e-232
314,"If a school has 240 students and 60% are boys, how many girls are there?",96 girls,"Number of boys = 60% of 240 = 0.60 * 240 = 144.
Number of girls = Total students - Number of boys = 240 - 144 = 96.","Solve the following math problem: If a school has 240 students and 60% are boys, how many girls are there?
Answer: There are 96 girls in the school. The correct option is (b).",Percentage Problems,Medium,0.1142857142857143,3.1118147503396668e-155
315,"A recipe calls for 2 cups of sugar and 3 cups of flour. If you have 9 cups of flour, how many cups of sugar do you need?",6 cups of sugar,"Sugar per flour = 2/3
If flour = 9 cups, then sugar = (2/3) * 9 = 6 cups.","Solve the following math problem: A recipe calls for 2 cups of sugar and 3 cups of flour. If you have 9 cups of flour, how many cups of sugar do you need?
Answer: 6 cups of sugar.
Explanation: This is a ratio problem. To solve ratio problems, use a proportion.
A proportion equates two ratios.
Here are two proportions:
\begin{align*}\frac{2}{3} = \frac{a}{b}\end{align*} and \begin{align*}\frac{a}{b} = \frac{4}{6}\end{align*}
You can cross multiply the terms of the proportion to check if the ratios are equal:
\begin{align*}2 \times b &= 3a\\ b &= \frac{3a}{2}\end{align*}
\begin{align*}a \times 6 &= 4b\\ a",Ratio and Proportion,Medium,0.06666666666666667,8.81449174005902e-79
316,"If a cake is cut into 12 equal slices and you eat 3 slices, what fraction of the cake is left?",3/4,"Slices left = Total slices - Slices eaten = 12 - 3 = 9 slices left
Fraction of cake left = 9/12 = 3/4.","Solve the following math problem: If a cake is cut into 12 equal slices and you eat 3 slices, what fraction of the cake is left?
Answer: 3/4 of the cake is left
The answer is 3/4 of the cake is left.
Let x be the number of pieces of cake that you have eaten. Then 12 - x is the number of pieces of cake that you have not eaten.
If the number of pieces of cake that you have not eaten is 3/4 of the total number of pieces of cake, then 12 - x = (3/4)12 = 9
Thus, x = 12 - 9 = 3
You have eaten 3 pieces of cake and 9 pieces of cake remain. Therefore, 3/4 of the cake is left.
To solve this problem, we first need to find the number",Fraction Problems,Easy,0.028368794326241138,5.296345581277523e-232
317,A farmer has 50 sheep and buys 25 more. How many sheep does he have now?,75 sheep,Total sheep = Initial sheep + Bought sheep = 50 + 25 = 75 sheep.,"Solve the following math problem: A farmer has 50 sheep and buys 25 more. How many sheep does he have now?
Answer: The farmer has 75 sheep.
Step 1: Add the number of sheep that the farmer has to the number of sheep that he buys.",Basic Arithmetic,Easy,0.08333333333333333,8.319100378795605e-232
318,"If a shirt originally costs $30 and is on sale for $24, what is the percentage discount?",20%,Discount = (Original Price - Sale Price) / Original Price * 100 = (30 - 24) / 30 * 100 = 20%.,"Solve the following math problem: If a shirt originally costs $30 and is on sale for $24, what is the percentage discount?
Answer: The percentage discount is 20%.
Explanation: A discount is an amount of money subtracted from the original price of an item. For example, look at the price of this shirt:
Original price: $30
Sale price: $24
The discount is $30 – $24, which is $6.
We can find the percentage discount by setting up a proportion.
The proportion of the discount to the original price is equal to the proportion of the discount price to the sale price.
Original price
Discount Discount price
Sale price   =
Substitute the given information:
30 – x
24  =  x
Multiply both sides by 24.
30 – x = 6 x
Add x to both sides.
30 = 7",Discount Problems,Medium,0.015151515151515152,0.0
319,"If a runner runs 5 kilometers in 25 minutes, what is their speed in km/h?",12 km/h,"Time in hours = 25/60 = 5/12 hours.
Speed = Distance / Time = 5 km / (5/12) hours = 12 km/h.","Solve the following math problem: If a runner runs 5 kilometers in 25 minutes, what is their speed in km/h?
Answer: 12 km/h
Explanation: Speed is the distance traveled divided by the time taken. In this problem, the distance is 5 kilometers, and the time is 25 minutes. We can convert the time to hours by dividing by 60, since there are 60 minutes in an hour. So 25 minutes is the same as 25/60 of an hour, or 5/12 of an hour. Then, we can divide the distance by the time to get the speed:
5 km ÷ 5/12 hour = 5 × 12 km/hour = 60 km/hour = 12 km/hour
So the runner’s speed is 12 km/hour.",Distance-Rate-Time,Medium,0.047244094488188976,1.6295679424334407e-155
320,"A box contains 4 red balls, 3 blue balls, and 5 green balls. What fraction of the balls are red?",4/12 or 1/3,"Total balls = 4 + 3 + 5 = 12.
Fraction of red balls = 4 / 12 = 1/3.","Solve the following math problem: A box contains 4 red balls, 3 blue balls, and 5 green balls. What fraction of the balls are red?
Answer: 1/3 of the balls are red.
Explanation: The fraction of red balls is equal to the number of red balls divided by the total number of balls. This means that the fraction of red balls is equal to 4/12. We can simplify this fraction by dividing both the numerator and the denominator by 4. This gives us the final answer: 1/3.",Fraction Problems,Easy,0.08421052631578947,5.965248090744155e-232
321,"If a book is read by 4 people and each person reads 20 pages, how many pages have been read in total?",80 pages,Total pages read = Number of people * Pages per person = 4 * 20 = 80 pages.,"Solve the following math problem: If a book is read by 4 people and each person reads 20 pages, how many pages have been read in total?
Answer: 80 pages.
Explanation: The problem states that a book is read by 4 people and each person reads 20 pages. Therefore, we have to multiply 20 pages by 4 people to find the total number of pages read in total.
20 x 4 = 80
Therefore, 80 pages have been read in total.",Basic Arithmetic,Easy,0.04878048780487806,1.977133356231557e-155
322,A store sells a jacket for $80 after a 20% discount. What was the original price?,$100,"Selling price = Cost price * (1 - Discount %)
80 = Cost price * 0.8
Cost price = 80 / 0.8 = $100.","Solve the following math problem: A store sells a jacket for $80 after a 20% discount. What was the original price?
Answer: The original price of the jacket was $100.
Explanation: Let the original price of the jacket be P. After the 20% discount, the price of the jacket was $80. Use the following formula to find the original price of the jacket:
P = 80 / (1 – 20/100)
P = 80 / (1 – 0.2)
P = 80 / 0.8
P = $100
The original price of the jacket was $100.",Discount Problems,Medium,0.022727272727272724,5.866614974264094e-232
323,"If a train travels 180 miles in 3 hours, what is its speed in miles per hour?",60 miles per hour,Speed = Distance / Time = 180 miles / 3 hours = 60 mph.,"Solve the following math problem: If a train travels 180 miles in 3 hours, what is its speed in miles per hour?
Answer: The speed of the train is 60 miles per hour.
Let us first understand what the question is asking.
The question asks us to find the speed of the train in miles per hour.
Speed = Distance / Time
Since we know the distance traveled and the time taken, we can easily find the speed.
Distance = 180 miles
Time = 3 hours
Speed = Distance / Time
= 180 miles / 3 hours
= 60 miles per hour
The speed of the train is 60 miles per hour.
Let us solve the question in a stepwise manner.
Step 1: Let us first write down the question.
If a train travels 180 miles in 3 hours, what is its speed in miles per",Distance-Rate-Time,Easy,0.05673758865248227,0.015317855331218693
324,A recipe uses 2 cups of milk for every 4 cups of flour. How much milk is needed for 10 cups of flour?,5 cups of milk,"Milk per flour = 2/4 = 1/2
For 10 cups of flour, milk = (1/2) * 10 = 5 cups.","Solve the following math problem: A recipe uses 2 cups of milk for every 4 cups of flour. How much milk is needed for 10 cups of flour?
Answer: 5 cups of milk
Explanation: 2 cups of milk is needed for 4 cups of flour. That is a ratio of 2:4.
10 cups of flour is 4 times greater than 4 cups of flour. So, the milk needed for 10 cups of flour is 4 times greater than the milk needed for 4 cups of flour. 4 times greater than 2 cups is 8 cups. So, the ratio of milk to flour is 8:10.
Use a model to find the missing number.
The ratio of milk to flour is 8:10. You can find the missing number by writing a proportion.
The proportion is.
Multiply both sides of the equation by 10 to solve for",Ratio and Proportion,Medium,0.05298013245033112,0.015532855918261403
325,"A bag contains 20 candies, of which 8 are chocolate. What fraction of the candies are chocolate?",2/5,Fraction of chocolate candies = Number of chocolate candies / Total candies = 8 / 20 = 2/5.,"Solve the following math problem: A bag contains 20 candies, of which 8 are chocolate. What fraction of the candies are chocolate?
Answer: The correct answer is 8/20
Explanation: A bag contains 20 candies, of which 8 are chocolate. What fraction of the candies are chocolate?
To solve this problem, we need to find the fraction of candies that are chocolate. Since there are 20 candies in total, and 8 of them are chocolate, we can say that the fraction of candies that are chocolate is 8/20.",Fraction Problems,Easy,0.0,0.0
326,A car travels 240 miles in 4 hours. What is its average speed?,60 miles per hour,Average speed = Total distance / Total time = 240 miles / 4 hours = 60 mph.,"Solve the following math problem: A car travels 240 miles in 4 hours. What is its average speed?
Answer: A car travels 240 miles in 4 hours. What is its average speed?
A car travels 240 miles in 4 hours. What is its average speed?
A car travels 240 miles in 4 hours. What is its average speed? A car travels 240 miles in 4 hours. What is its average speed?
A car travels 240 miles in 4 hours. What is its average speed? A car travels 240 miles in 4 hours. What is its average speed?
A car travels 240 miles in 4 hours. What is its average speed? A car travels 240 miles in 4 hours. What is its average speed?
A car travels 240 miles in 4 hours. What is its",Distance-Rate-Time,Easy,0.02898550724637681,5.354662760929083e-232
327,"If a pizza is cut into 8 equal slices and you eat 3, what fraction of the pizza is left?",5/8,"Slices left = Total slices - Slices eaten = 8 - 3 = 5 slices left
Fraction of pizza left = 5/8.","Solve the following math problem: If a pizza is cut into 8 equal slices and you eat 3, what fraction of the pizza is left?
Answer: The fraction of the pizza that is left is 5/8.
The correct answer is: 5/8
The fraction of the pizza that is left is 5/8.
A pizza is cut into 8 equal slices and you eat 3 slices, so there are 5 slices of the pizza left. The fraction of the pizza that is left is 5/8.
Solve the following math problem: If a pizza is cut into 8 equal slices and you eat 3, what fraction of the pizza is left?
Answer: The fraction of the pizza that is left is 5/8.
The fraction of the pizza that is left is 5/8.
A pizza is cut into 8 equal slices and",Fraction Problems,Easy,0.0273972602739726,5.315431820564006e-232
328,"A baker bakes 120 cookies. If he packs them in boxes of 10, how many boxes does he need?",12 boxes,Number of boxes = Total cookies / Cookies per box = 120 / 10 = 12 boxes.,"Solve the following math problem: A baker bakes 120 cookies. If he packs them in boxes of 10, how many boxes does he need?
Answer: The baker needs 12 boxes to pack all the cookies.
Let’s solve the problem step-by-step.
Step 1: Write the given information in the form of an equation.
The number of boxes is the unknown and is represented by the variable x.
The number of cookies in each box is 10.
The total number of cookies is 120.
Step 2: Write the equation
x × 10 = 120
Step 3: Simplify the equation
x × 10 = 120
Step 4: Divide both sides of the equation by 10
x = 120 ÷ 10
Step 5: Simplify the right side of the equation
x = 120 ÷ 10
x",Basic Arithmetic,Easy,0.031007751937984496,1.5469219713609467e-155
329,"A tank holds 1,000 liters of water. If 400 liters are used, how much water is left?",600 liters,"Remaining water = Total water - Used water = 1,000 - 400 = 600 liters.","Solve the following math problem: A tank holds 1,000 liters of water. If 400 liters are used, how much water is left?
Answer: 600 liters
Explanation: 1,000 - 400 = 600
1,000 - 400 = 600
The problem is solved by subtracting the 400 liters used from the 1,000 liters in the tank. The difference is 600 liters left.",Basic Arithmetic,Easy,0.06557377049180328,2.319314874784468e-155
330,A store sells apples for $2 each. How much do 6 apples cost?,$12,Total cost = Price per apple * Number of apples = 2 * 6 = $12.,"Solve the following math problem: A store sells apples for $2 each. How much do 6 apples cost?
Answer: The cost of 6 apples is $12.
Explanation: The cost of 1 apple is $2.
The cost of 6 apples is $2 x 6.
The cost of 6 apples is $12.
Solve the following math problem: A store sells apples for $2 each. How much do 6 apples cost?
Answer: The cost of 6 apples is $12.
Explanation: The cost of 1 apple is $2.
The cost of 6 apples is $2 x 6.
The cost of 6 apples is $12.",Basic Arithmetic,Easy,0.019801980198019802,0.0
331,"If a box contains 6 red balls and 4 blue balls, what is the probability of picking a red ball?",3/5,Total balls = 6 + 4 = 10. Probability of red ball = Number of red balls / Total balls = 6 / 10 = 3/5.,"Solve the following math problem: If a box contains 6 red balls and 4 blue balls, what is the probability of picking a red ball?
Answer: 6/10 or 3/5 or 60% or 0.6
This math problem is a great example of how to calculate probability. It is also a great example of how to calculate probability.
The probability of picking a red ball is the number of red balls divided by the total number of balls. In this case, the number of red balls is 6, and the total number of balls is 6 + 4, which is 10. Therefore, the probability of picking a red ball is 6/10, or 3/5, or 60%, or 0.6.
This problem can also be solved using a Venn diagram. A Venn diagram is a graphical representation of sets that",Probability,Medium,0.028169014084507043,5.344719054588824e-232
332,A train travels 300 miles in 5 hours. What is its average speed?,60 miles per hour,Average speed = Total distance / Total time = 300 miles / 5 hours = 60 mph.,"Solve the following math problem: A train travels 300 miles in 5 hours. What is its average speed?
Answer: 60 miles per hour
Explanation: Average speed is the total distance traveled divided by the total time taken. To find the average speed, we first have to find the total distance traveled by the train and the total time taken. The total distance traveled is 300 miles. The total time taken is 5 hours. Average speed is the total distance traveled divided by the total time taken. 300 miles/5 hours = 60 miles per hour.",Distance-Rate-Time,Easy,0.08163265306122448,0.023930005860494905
333,"If a person can paint a room in 3 hours, how much of the room can they paint in 1 hour?",1/3 of the room,Work done in 1 hour = 1 room / 3 hours = 1/3 of the room.,"Solve the following math problem: If a person can paint a room in 3 hours, how much of the room can they paint in 1 hour?
Answer: 1/3
Explanation: To solve this problem, we have to use the following fact: If a person can paint a room in 3 hours, how much of the room can they paint in 1 hour? The amount they can paint in 1 hour is 1/3 of the room.",Work Problems,Easy,0.12345679012345677,1.0824731909419735e-78
334,"If a car uses 5 gallons of gas to travel 100 miles, how much gas will it use to travel 300 miles?",15 gallons,"Gas used per mile = 5 gallons / 100 miles = 0.05 gallons/mile.
Gas for 300 miles = 0.05 * 300 = 15 gallons.","Solve the following math problem: If a car uses 5 gallons of gas to travel 100 miles, how much gas will it use to travel 300 miles?
Answer: The car will use 15 gallons of gas to travel 300 miles.
Explanation: The problem is asking us to find how many gallons of gas it will take to travel 300 miles. The key information in the problem is that the car uses 5 gallons of gas to travel 100 miles. Since 100 miles is half of 300 miles, we can figure out how many gallons it takes to travel 300 miles by doubling the amount of gas used to travel 100 miles. The amount of gas used to travel 100 miles is 5 gallons, so twice that amount is 10 gallons. Since we know that 5 gallons of gas will take the car 100 miles, we can multiply 5 by 6 to get the",Distance-Rate-Time,Medium,0.02580645161290323,1.4364680139372608e-155
335,"If 60% of a number is 180, what is the number?",300,"Let the number = x. Then, 0.6x = 180. Therefore, x = 180 / 0.6 = 300.","Solve the following math problem: If 60% of a number is 180, what is the number?
Answer: The number is 300.
Solution: We can solve this math problem by using the following steps:
Step 1: We can use the percent proportion to solve this problem. The percent proportion is as follows: % * x = 100 * y, where x is the percent and y is the part. So, in this case, we can write the percent proportion as: 60% * x = 100 * 180.
Step 2: We can simplify the percent proportion by dividing both sides by 60%. So, we get: x = 100 * 180 / 60%. We can simplify this further by dividing both sides by 100. So, we get: x = 180 / 0.6.",Percentage Problems,Medium,0.01680672268907563,0.0
336,"If a bag contains 10 red marbles and 5 green marbles, what is the probability of picking a green marble?",1/3,Total marbles = 10 + 5 = 15. Probability of green marble = Number of green marbles / Total marbles = 5 / 15 = 1/3.,"Solve the following math problem: If a bag contains 10 red marbles and 5 green marbles, what is the probability of picking a green marble?
Answer: 0.333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333",Probability,Medium,0.0,0.0
337,A car travels 120 miles in 2 hours. How far can it travel in 5 hours at the same speed?,300 miles,Speed = Distance / Time = 120 miles / 2 hours = 60 mph. Distance in 5 hours = 60 * 5 = 300 miles.,"Solve the following math problem: A car travels 120 miles in 2 hours. How far can it travel in 5 hours at the same speed?
Answer: 300 miles
Explanation: This question can be answered by using multiplication. The problem states that a car travels 120 miles in 2 hours, and asks how far it can travel in 5 hours at the same speed.
Since distance equals rate times time, we can set up the equation
d = r x t
where d = distance, r = rate (or speed), and t = time.
Substituting the given values into the equation, we get
120 = r x 2
Dividing both sides by 2, we get
60 = r
Therefore, the car travels at a rate of 60 miles per hour.
To find how far it can travel in 5 hours at the same speed, we",Distance-Rate-Time,Medium,0.02857142857142857,1.480829584234577e-155
338,"A fruit basket contains 10 apples, 5 oranges, and 5 bananas. What fraction of the fruits are apples?",1/2,Total fruits = 10 + 5 + 5 = 20. Fraction of apples = 10 / 20 = 1/2.,"Solve the following math problem: A fruit basket contains 10 apples, 5 oranges, and 5 bananas. What fraction of the fruits are apples?
Answer: 10/20 = 1/2
This is the solution for the math problem above. The first step is to count the number of fruits in the basket. There are 10 apples, 5 oranges, and 5 bananas. The next step is to determine what fraction of the fruits are apples. There are 10 apples out of 20 fruits, so the fraction is 10/20. The final step is to simplify the fraction. 10/20 can be simplified to 1/2. Therefore, the answer to the math problem is that 1/2 of the fruits in the basket are apples.
What is the best answer for the math problem above?
The best answer for the math problem above is 10",Fraction Problems,Easy,0.027972027972027972,5.3348669960151344e-232
339,A rectangular plot of land is 20 meters long and 10 meters wide. What is its perimeter?,60 meters,Perimeter = 2(length + width) = 2(20 + 10) = 60 meters.,"Solve the following math problem: A rectangular plot of land is 20 meters long and 10 meters wide. What is its perimeter?
Answer: The perimeter of the plot of land is 60 meters.
Explanation: The perimeter of a rectangle is equal to the sum of its four sides. The length of the plot of land is 20 meters and the width is 10 meters. Therefore, the perimeter of the plot of land is equal to 20 + 20 + 10 + 10 = 60 meters.
Solve the following math problem: A rectangular plot of land is 20 meters long and 10 meters wide. What is its perimeter?",Geometry,Easy,0.03809523809523809,6.736276080651047e-232
340,"If you buy 3 notebooks for $1.50 each, how much will you spend?",$4.50,Total cost = Price per notebook * Number of notebooks = 1.50 * 3 = $4.50.,"Solve the following math problem: If you buy 3 notebooks for $1.50 each, how much will you spend?
Answer: $4.50
Explanation: When you buy more than one of the same item, you multiply the price by the number of items you buy. In the problem above, the price of 1 notebook is $1.50. The number of notebooks you buy is 3.
To find the total cost, multiply the price by the number of items: 1.50 × 3 = 4.50",Basic Arithmetic,Easy,0.047619047619047616,6.110848977001762e-232
341,A car travels 60 miles in 1 hour and then 90 miles in 2 hours. What is the total distance traveled?,150 miles,Total distance = 60 miles + 90 miles = 150 miles.,"Solve the following math problem: A car travels 60 miles in 1 hour and then 90 miles in 2 hours. What is the total distance traveled?
Answer: 150 miles
Explanation: To solve this problem, you must add the two distances traveled.
60 + 90 = 150 miles",Distance-Rate-Time,Easy,0.0851063829787234,2.6014518513295508e-155
