question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
81,A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?,40 miles per hour,Average speed = Distance / Time = 60 miles / 1.5 hours = 40 miles/hour,"Solve the following math problem: A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?
Answer: 40 mph
Explanation: Average speed is a rate, which is the amount of something per unit of time. Speed is a rate of change of distance with respect to time.
The formula for average speed is: Average speed = total distance / total time
To solve this problem, you first need to determine the total distance traveled. The car traveled 60 miles. The total time it took to travel the 60 miles is 1.5 hours. To determine the total distance, multiply 60 miles by 1.5 hours.
The total distance is 90 miles.
To determine the average speed, divide 90 miles by 1.5 hours. The answer is 60 mph.
To check your answer, you can substitute",Distance-Rate-Time,Easy,4
82,"In a class of 30 students, 18 are boys. What fraction of the class are girls?",2/5,"Number of girls = 30 - 18 = 12
Fraction of girls = 12 / 30 = 2/5","Solve the following math problem: In a class of 30 students, 18 are boys. What fraction of the class are girls?
Answer: 12/30 = 2/5
Math Problem Solving: In a class of 30 students, 18 are boys. What fraction of the class are girls?
To solve this problem, we need to find the number of girls in the class. We know that the total number of students in the class is 30. We also know that 18 of the students are boys, so 30 - 18 = 12 are girls.
We can write this math problem as a fraction. The fraction represents the number of girls in the class compared to the total number of students in the class. To solve the problem, we need to find the value of the fraction.
To find the value of the fraction, we need to divide",Fractions,Easy,1
83,"If a train leaves the station traveling at 75 miles per hour, how far will it travel in 4 hours?",300 miles,Distance = Speed * Time = 75 miles/hour * 4 hours = 300 miles,"Solve the following math problem: If a train leaves the station traveling at 75 miles per hour, how far will it travel in 4 hours?
Answer: 300 miles.
Explanation: A train leaves the station traveling at 75 miles per hour. It takes 4 hours for the train to travel 300 miles.",Distance-Rate-Time,Easy,6
84,A product originally priced at $50 is marked down by $10. What is the new price?,$40,New price = $50 - $10 = $40,"Solve the following math problem: A product originally priced at $50 is marked down by $10. What is the new price?
Answer: $40
Explanation: Marked price = $50
Marked price after discount = $50 - $10 = $40",Simple Operations,Easy,3
85,A rectangular field has a length of 50 meters and a width of 30 meters. What is the area of the field?,"1,500 square meters","Area = Length * Width = 50 * 30 = 1,500 square meters","Solve the following math problem: A rectangular field has a length of 50 meters and a width of 30 meters. What is the area of the field?
Answer: The area of the field is 1,500 square meters.
The area of a rectangular field is the total number of square meters of the field. To find the area, multiply the length of the field by the width.
A rectangular field has a length of 50 meters and a width of 30 meters. The area of the field is the product of the length and the width.
The area of the field is 50 meters × 30 meters = 1,500 square meters.
The area of the field is 1,500 square meters.
1,500 square meters is the total number of square meters in the field.
The area of a rectangular field is the product of its length and its width.",Geometry,Easy,5
86,"Two numbers add up to 50. If one number is 10 more than the other, what are the numbers?",20 and 30,"Let the smaller number be x, larger number = x + 10
x + (x + 10) = 50
2x + 10 = 50, x = 20","Solve the following math problem: Two numbers add up to 50. If one number is 10 more than the other, what are the numbers?
Answer: 20, 30
Explanation: Let's take a look at some examples of the problem and how we can solve it. 20 + 30 = 50
The numbers add up to 50.
The first number is 20.
The second number is 30.
The first number is 20 more than the second number.
The second number is 10 less than the first number.
A sum is a word used to describe the sum of two or more numbers. The sum of two numbers is the total of both numbers. For example, the sum of 20 and 30 is 50. The sum of 20 and 30 is 50. The sum of 30 and 20 is 50. The sum",Linear Equations,Medium,3
87,"A bag contains 10 red, 6 blue, and 4 green marbles. If one marble is drawn at random, what is the probability it is not blue?",0.80,"Total marbles = 10 + 6 + 4 = 20
Non-blue marbles = 10 + 4 = 14
Probability = 14 / 20 = 0.80","Solve the following math problem: A bag contains 10 red, 6 blue, and 4 green marbles. If one marble is drawn at random, what is the probability it is not blue?
Answer: P (blue) = 6/20 = 3/10
The probability of drawing a marble that is not blue is 1 - P (blue). Thus, the answer is:
1 - 3/10 = 7/10
In a box there are 6 green balls, 5 red balls, and 4 blue balls. If one ball is picked at random, what is the probability that it is not red?
Answer: P (red) = 5/15 = 1/3
The probability of drawing a ball that is not red is 1 - P (red). Thus, the answer is:
1 - 1/3 = 2/3
In a box there are 6",Probability,Medium,1
88,A cyclist travels 24 miles in 2 hours. What is the average speed in miles per hour?,12 miles per hour,Average speed = Distance / Time = 24 miles / 2 hours = 12 miles/hour,"Solve the following math problem: A cyclist travels 24 miles in 2 hours. What is the average speed in miles per hour?
Answer: 12 miles per hour
Explanation: Average Speed
Average speed is the total distance traveled divided by the total time it takes to travel that distance. Average speed can be found by dividing the total distance traveled by the total time it takes to travel that distance. If you know the total distance traveled and the total time it takes to travel that distance, you can use the formula to find the average speed. Average speed is an algebraic expression. The formula for average speed is average speed = total distance traveled / total time. Average speed can be solved using the formula and the given information.
A cyclist travels 24 miles in 2 hours. What is the average speed in miles per hour?
First, find the total distance traveled. The cyclist traveled",Distance-Rate-Time,Easy,4
89,"A store sells notebooks for $3 each and pens for $2 each. If a student buys 5 notebooks and 4 pens, how much does the student spend?",$23,Total cost = (5 * 3) + (4 * 2) = 15 + 8 = $23,"Solve the following math problem: A store sells notebooks for $3 each and pens for $2 each. If a student buys 5 notebooks and 4 pens, how much does the student spend?
Answer: $22
Explanation: A store sells notebooks for $3 each and pens for $2 each. If a student buys 5 notebooks and 4 pens, how much does the student spend? The student spends $22. The number of pens is 4. The number of notebooks is 5. The student buys 5 notebooks and 4 pens. The student spends $22.",Simple Operations,Easy,1
90,"A box can hold 48 items. If each item takes up 3 cubic inches, what is the total volume of the box?",144 cubic inches,Total volume = 48 items * 3 cubic inches/item = 144 cubic inches,"Solve the following math problem: A box can hold 48 items. If each item takes up 3 cubic inches, what is the total volume of the box?
Answer: 144 cubic inches
Solve the following math problem: A box can hold 48 items. If each item takes up 3 cubic inches, what is the total volume of the box?
Answer: 144 cubic inches
What is the area of a square whose side length is 4 meters?
A square with a side length of 4 meters has an area of 16 square meters.",Volume Problems,Easy,7
91,"A car's fuel efficiency is 25 miles per gallon. If the car has a 15-gallon tank, how many miles can it travel on a full tank?",375 miles,Distance = Fuel efficiency * Gallons = 25 miles/gallon * 15 gallons = 375 miles,"Solve the following math problem: A car's fuel efficiency is 25 miles per gallon. If the car has a 15-gallon tank, how many miles can it travel on a full tank?
Answer: 625 miles
Explanation: If you have a 15-gallon tank, that means you have 15 gallons of fuel. The car's fuel efficiency is 25 miles per gallon, so the car can travel 25 miles on 1 gallon of fuel. Therefore, the car can travel 25 miles on 15 gallons of fuel, or 15 x 25 = 375 miles. The car can also travel 25 miles on 1 gallon of fuel, so it can travel 15 x 25 = 375 miles on 15 gallons of fuel. In either case, the car can travel 375 miles on a full tank.",Distance-Rate-Time,Medium,3
92,A recipe requires 4 cups of flour for 2 loaves of bread. How much flour is needed for 5 loaves?,10 cups of flour,"Flour per loaf = 4 cups / 2 loaves = 2 cups/loaf
Flour for 5 loaves = 2 cups/loaf * 5 = 10 cups","Solve the following math problem: A recipe requires 4 cups of flour for 2 loaves of bread. How much flour is needed for 5 loaves?
Answer: 10 cups of flour
To solve this problem, we must first understand the relationship between the given information and the amount of flour needed for 5 loaves of bread. The given information states that 4 cups of flour are needed for 2 loaves of bread, which means that each loaf requires 2 cups of flour. Therefore, if 5 loaves of bread are required, then the total amount of flour needed will be 5 times the amount of flour needed for one loaf.
To find the total amount of flour needed, we can multiply the amount of flour needed for one loaf by the number of loaves required. In this case, the amount of flour needed for one loaf is 2 cups, and the number of lo",Proportion Problems,Easy,4
93,"If a person earns $50,000 a year and receives a 10% raise, what will their new salary be?","$55,000","New salary = $50,000 * (1 + 0.10) = $55,000","Solve the following math problem: If a person earns $50,000 a year and receives a 10% raise, what will their new salary be?
Answer: $55,000
Explanation: To solve the problem, we first need to determine the original salary. The problem states that the person earns $50,000 a year. We can then multiply this number by 1.1, which is the amount of the raise. This gives us a new salary of $55,000.
The key to solving this problem is to remember that a raise is a percentage increase in salary. In this case, the raise is 10%, so we need to multiply the original salary by 1.1 to get the new salary.
It is important to be careful when working with percentages. It is easy to make a mistake when multiplying a number by a percentage, so it is a good idea to double-check",Percentage Problems,Easy,2
94,A triangle has two sides of lengths 5 and 12. What is the length of the third side if the perimeter is 30?,13,"Let third side = x, 5 + 12 + x = 30
x = 30 - 17 = 13","Solve the following math problem: A triangle has two sides of lengths 5 and 12. What is the length of the third side if the perimeter is 30?
Answer: 15
Explanation: The perimeter of a triangle is the sum of the lengths of its sides. The formula for perimeter is: perimeter = a + b + c
To solve a perimeter problem, find the sum of the lengths of the sides.",Geometry,Medium,1
95,"If 75% of a number is 60, what is the number?",80,"Let number = x, 0.75x = 60
x = 60 / 0.75 = 80","Solve the following math problem: If 75% of a number is 60, what is the number?
Answer: 80.
To solve this problem, we need to follow these steps:
1. Write down the problem: If 75% of a number is 60, what is the number?
2. Identify the key information: We know that 75% of the number is 60 and we need to find the number.
3. Use the formula for percent: We can use the formula for percent to solve this problem. The formula for percent is: percent = (number ÷ 100) × 100.
4. Substitute the given information into the formula: Now we can substitute the given information into the formula for percent. 75% = (number ÷ 100) × 100 60 = (number ÷ 100",Percentage Problems,Medium,1
96,"A boat can travel at 15 miles per hour in still water. If the current is 3 miles per hour, what is the boat's speed upstream?",12 miles per hour,Upstream speed = boat speed - current speed = 15 - 3 = 12 miles/hour,"Solve the following math problem: A boat can travel at 15 miles per hour in still water. If the current is 3 miles per hour, what is the boat's speed upstream?
Answer: 12 miles per hour
Explanation: The formula for working out the speed of an object in a current is: Speed = Distance / Time
In the question, the distance is the 15 miles that the boat can travel in still water, and the time is the 3 hours that it takes the boat to travel upstream.
Therefore, the speed of the boat upstream is:
Speed = Distance / Time
Speed = 15 / 3
Speed = 5 miles per hour
The boat's speed upstream is 5 miles per hour.
A boat can travel at 15 miles per hour in still water. If the current is 3 miles per hour, what is the boat's speed upstream?
A boat can travel at 15 miles",Current-Speed Problems,Medium,4
97,"A box contains 20 chocolates, 12 are dark chocolate. What fraction of the chocolates are not dark chocolate?",2/5,"Number of non-dark chocolates = 20 - 12 = 8
Fraction not dark = 8 / 20 = 2/5","Solve the following math problem: A box contains 20 chocolates, 12 are dark chocolate. What fraction of the chocolates are not dark chocolate?
Answer: 4/5
Explanation: A box contains 20 chocolates. 12 are dark chocolate. What fraction of the chocolates are not dark chocolate? Fraction of chocolates that are not dark chocolate = (Total chocolates - chocolates that are dark chocolate) / Total chocolates = (20 - 12) / 20 = 4 / 5 = 4/5",Fractions,Easy,1
98,A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?,750 miles,"Miles per gallon = 300 miles / 10 gallons = 30 miles/gallon
Distance = 30 miles/gallon * 25 gallons = 750 miles","Solve the following math problem: A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?
Answer: 300 x 25/10 = 750 miles
Solve the following math problem: A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?
Answer: 300 x 25/10 = 750 miles",Distance-Rate-Time,Medium,6
99,"A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?",$18,Tip = 15% of $120 = 0.15 * 120 = $18,"Solve the following math problem: A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?
Answer: $15
Explanation: The tip is 15% of the bill, or $15.",Percentage Problems,Easy,2
100,"A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?",2 pounds,Weight per part = 8 pounds / 4 = 2 pounds,"Solve the following math problem: A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?
Answer: 2 pounds
Explanation: Divide is the inverse of multiplication. Multiplication tells us how many groups of a certain size there are. Division tells us how many times the same size group can fit into a certain total size. To divide a number by another number, we tell how many times the same size group can fit into a certain total size. In this case, we want to know how many times the same size group of 8 pounds can fit into a certain total size of 32 pounds. We can think of the problem as asking how many 8 pound groups can fit into 32 pounds. Since 32 is a multiple of 8, we know that 4 8 pound groups will fit into 32 pounds. Since we",Division,Easy,2
