question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
165,A field is 40 meters long and 30 meters wide. What is its perimeter?,140 meters,Perimeter = 2(Length + Width) = 2(40 + 30) = 140 meters,"Solve the following math problem: A field is 40 meters long and 30 meters wide. What is its perimeter?
Answer:  meters

Solve the following math problem: What is the area of the rectangle?
Answer:  $m^2$

Solve the following math problem: What is 75% of 80?
Answer:  

Solve the following math problem: If a car travels 225 miles in 3 hours, how many miles will it travel in 7 hours?
Answer:  miles

 

 

Solve the following math problem: What is 15% of 180?
Answer:  

 

Solve the following math problem: What is the area of the trapezoid?
Answer:  $m^2$

Solve the following math problem: The radius of a",Geometry,Easy,0.018348623853211007,5.691293710187394e-232
166,A car travels 120 miles using 4 gallons of gas. How many miles can it travel using 10 gallons?,300 miles,"Miles per gallon = 120 / 4 = 30 miles/gallon
Distance = 30 * 10 = 300 miles","Solve the following math problem: A car travels 120 miles using 4 gallons of gas. How many miles can it travel using 10 gallons?
Answer:
The car will travel
miles using 10 gallons of gas.

The answer is:
45

The problem can be solved as follows:

120 miles = 4 gallons = 30 miles per gallon
30 miles per gallon * 10 gallons = 300 miles

The car will travel 300 miles using 10 gallons of gas.

A car travels 120 miles using 4 gallons of gas. How many miles can it travel using 10 gallons?
The car will travel
300
miles using 10 gallons of gas.",Distance-Rate-Time,Medium,0.03809523809523809,1.7189264877475474e-155
167,"If 8 people can complete a job in 6 days, how many people are needed to complete the job in 4 days?",12 people,"Work is inversely proportional to the number of people
People needed = (8 people * 6 days) / 4 days = 12 people","Solve the following math problem: If 8 people can complete a job in 6 days, how many people are needed to complete the job in 4 days?
Answer: The number of people needed is 12.

In order to solve this type of question, you first need to understand what the question is asking. In this case, the question is asking for the number of people needed to complete a job in a certain amount of time.

Next, you need to identify the given information in the question. In this case, we are given that 8 people can complete the job in 6 days.

Now, we need to figure out what the question is asking for. In this case, we are asked how many people are needed to complete the job in 4 days.

To find the answer, we can set up a proportion. A proportion is a mathematical statement that states that two ratios",Work Problems,Medium,0.025641025641025647,5.1716383031778185e-232
168,A store offers a 15% discount on an item priced at $200. What is the sale price?,$170,"Discount = 15% of 200 = 0.15 * 200 = $30
Sale price = 200 - 30 = $170","Solve the following math problem: A store offers a 15% discount on an item priced at $200. What is the sale price?
Answer: $170


Correct answer: $170.
Explanation:
To calculate the discount amount, multiply the original price by the discount percentage.
Discount = Original Price x Discount Percentage
Discount = $200 x 15%
Discount = $30
To calculate the sale price, subtract the discount amount from the original price.
Sale Price = Original Price - Discount
Sale Price = $200 - $30
Sale Price = $170
Therefore, the sale price is $170.",Percentage Problems,Easy,0.023529411764705882,5.882492291217442e-232
169,The sum of two consecutive even numbers is 56. What are the numbers?,28 and 30,"Let the first number = x, then the second number = x + 2
x + (x + 2) = 56
2x + 2 = 56
2x = 54
x = 27
The numbers are 28 and 30","Solve the following math problem: The sum of two consecutive even numbers is 56. What are the numbers?
Answer: The smaller number is

(5)
(6)
(4)

(7)

<b>Hint:</b>

In this question, we have to find the two consecutive even numbers whose sum is 56. Let us assume that the two consecutive numbers are $x$ and $x+2$. Now, we have to find the value of $x$ using the given information and then find the two numbers.

<b>Complete step-by-step answer:</b>

Let us consider the two consecutive even numbers to be $x$ and $x+2$. According to the question, we have to find the value of $x$. It is given that the sum of two consecutive numbers is 56. Hence,",Algebraic Equations,Medium,0.015748031496062992,5.551288858995946e-232
170,A rectangle has a length of 8 cm and a width of 6 cm. What is its area?,48 square cm,Area = Length * Width = 8 * 6 = 48 square cm,"Solve the following math problem: A rectangle has a length of 8 cm and a width of 6 cm. What is its area?
Answer: The area is .

Step-by-step explanation:
To find the area of a rectangle, we use the formula:

Area = length × width

In this case, the length is 8 cm and the width is 6 cm.

So, we can plug these values into the formula:

Area = 8 cm × 6 cm

Area = 48 cm²",Geometry,Easy,0.05063291139240506,7.244248269687037e-232
171,The price of an item increased from $120 to $150. What is the percentage increase?,25%,Percentage increase = (Change in price / Original price) * 100 = (150 - 120) / 120 * 100 = 30/120 * 100 = 25%,"Solve the following math problem: The price of an item increased from $120 to $150. What is the percentage increase?
Answer: %

Solve the following math problem: The price of an item decreased from $120 to $100. What is the percentage decrease?
Answer: %

Solve the following math problem: The price of an item increased from $120 to $160. What is the percentage increase?
Answer: %

Solve the following math problem: The price of an item decreased from $120 to $90. What is the percentage decrease?
Answer: %

Solve the following math problem: The price of an item increased from $120 to $130. What is the percentage increase?
Answer: %",Percentage Problems,Medium,0.0,0.0
172,"If the area of a square is 49 square meters, what is the length of one side?",7 meters,"Area of square = side^2
Let side length = s
s^2 = 49
s = √49 = 7 meters","Solve the following math problem: If the area of a square is 49 square meters, what is the length of one side?
Answer: The length of one side is meters.


A square has a perimeter of 46 centimeters. What is the area of the square?
Answer: The area of the square is .


A square has a perimeter of 20 meters. What is the area of the square?
Answer: The area of the square is .


A square with a perimeter of 40 centimeters has a diagonal length of meters.


A square with a perimeter of 40 centimeters has a diagonal length of meters.


A square with a perimeter of 20 meters has a diagonal length of meters.


A square with a perimeter of 20 meters has a diagonal length of meters.


A square with a perimeter of 12",Geometry,Easy,0.014388489208633093,5.30584579089779e-232
173,"If you spend $120 from a total of $500, what fraction of your money have you spent?",3/10,Fraction spent = 120 / 500 = 12/50 = 3/10,"Solve the following math problem: If you spend $120 from a total of $500, what fraction of your money have you spent?
Answer:
The fraction of money spent is 
1. Given the function $f\left(x\right)=x^2-2x+6$, $f\left(x-9\right)$ is equal to
2. Given the function $f\left(x\right)=x^2-2x+6$, $f\left(x-9\right)$ is equal to
3. Solve the following equation:
$\dfrac{8x-3}{6x+1}=\dfrac{2x+5}{5x-2}$
Answer:
The value of $x$ is:
4. Given the function $f\left(x\right)=x^2-2",Fractions,Easy,0.019417475728155338,0.0
174,A train travels 240 miles in 6 hours. How fast is the train moving in miles per hour?,40 miles per hour,Speed = Distance / Time = 240 miles / 6 hours = 40 miles per hour,"Solve the following math problem: A train travels 240 miles in 6 hours. How fast is the train moving in miles per hour?
Answer: ______ miles per hour

The sum of two numbers is 62. The larger number is 16 more than the smaller number. What are the two numbers?
Answer: The smaller number is ________, and the larger number is ________.

What is the area, in square centimeters, of a rectangle with a length of 6 cm and a width of 3 cm?
Answer: ________

A circle has a diameter of 10 inches. What is the area, in square inches, of the circle? (Use 3.14 for π.)
Answer: _________ square inches

The perimeter of a rectangle is 40 inches. If the length of the rectangle is 12 inches, what is the",Distance-Rate-Time,Easy,0.04580152671755725,5.304707717176948e-79
175,"A shirt originally costs $40. If a store applies a 20% discount, what is the discounted price?",$32,"Discount = 20% of 40 = 0.20 * 40 = $8
Discounted price = 40 - 8 = $32","Solve the following math problem: A shirt originally costs $40. If a store applies a 20% discount, what is the discounted price?
Answer: $32

How do you know?
I used the formula (100-Percent of discount)/100
Then plugged in the numbers:
(100-20)/100
= 80/100
= 0.80
Then:
40 x 0.80
= $32
The answer is correct but I do not understand how you found the correct formula.
Can you please explain how you found that?
Thank you.

<blockquote>The answer is correct but I do not understand how you found the correct formula.
Can you please explain how you found that?
Thank you.</blockquote>

It's really just the definition",Percentage Problems,Easy,0.017543859649122806,5.677823098089411e-232
176,"If a cube has a side length of 5 cm, what is its volume?",125 cubic cm,Volume of cube = side^3 = 5^3 = 125 cubic cm,"Solve the following math problem: If a cube has a side length of 5 cm, what is its volume?
Answer: The cube has a volume of cm3

Write the number that is 325 times greater than 1000:
Answer: The number is

Write the number that is 325 times greater than 1000:
Answer: The number is

Write the number that is 325 times greater than 1000:
Answer: The number is

Write the number that is 325 times greater than 1000:
Answer: The number is

Write the number that is 325 times greater than 1000:
Answer: The number is

Write the number that is 325 times greater than 100",Geometry,Medium,0.01818181818181818,0.0
177,The sum of three consecutive numbers is 33. What are the numbers?,"10, 11, 12","Let the first number = x
Then the numbers are x, x + 1, and x + 2
x + (x + 1) + (x + 2) = 33
3x + 3 = 33
3x = 30
x = 10
The numbers are 10, 11, and 12","Solve the following math problem: The sum of three consecutive numbers is 33. What are the numbers?
Answer: The numbers are
Note: If there are multiple answers, write them in order, separated by a comma.
Example: 12; 24; 36

If you don't understand the question, please comment.
Thank you very much!",Algebraic Equations,Medium,0.03636363636363637,0.0
178,"A rope is cut into 3 equal parts. If the total length of the rope is 21 meters, how long is each part?",7 meters,Length of each part = Total length / 3 = 21 / 3 = 7 meters,"Solve the following math problem: A rope is cut into 3 equal parts. If the total length of the rope is 21 meters, how long is each part?
Answer: ___________ meters
(Write your answer as a decimal in the simplest form)",Division,Easy,0.047619047619047616,7.199666163340923e-232
179,"A man invests $2,000 at an annual interest rate of 4%. How much interest does he earn after 2 years?",$160,"Interest = Principal * Rate * Time
Interest = 2000 * 0.04 * 2 = $160","Solve the following math problem: A man invests $2,000 at an annual interest rate of 4%. How much interest does he earn after 2 years?
Answer: The man earns an interest of $160 after 2 years.
(1 point)

A.
Find the equation of the line tangent to the graph of f(x) = 3x^2 - x at x = 1.
y = 5x - 2
(1 point)

B.
Find the equation of the line tangent to the graph of f(x) = x^3 + 2x - 1 at x = 1.
y = 4x + 1
(1 point)

C.
Find dy/dx of the following function.
f(x) = x^3 + 3x^2 - 8x",Interest Problems,Medium,0.01886792452830189,5.625487347946324e-232
180,A train is 400 meters long. It crosses a bridge in 40 seconds at a speed of 30 meters per second. What is the length of the bridge?,800 meters,"Total distance = Train length + Bridge length
Total distance = Speed * Time = 30 * 40 = 1200 meters
Bridge length = 1200 - 400 = 800 meters","Solve the following math problem: A train is 400 meters long. It crosses a bridge in 40 seconds at a speed of 30 meters per second. What is the length of the bridge?
Answer: The length of the bridge is 300 meters.

Explanation:
Let's start by understanding the given information:
The train is 400 meters long.
The train crosses the bridge in 40 seconds.
The speed of the train is 30 meters per second.

We need to find the length of the bridge.

To solve this problem, we can use the formula:
Distance = Speed x Time

In this case, the distance traveled by the train is equal to the sum of its length and the length of the bridge. Therefore, we can write:
(Length of the train + Length of the bridge) = Speed x Time

Substituting the given values, we get:",Distance-Rate-Time,Hard,0.013986013986013986,5.268346297959702e-232
181,A student scored 85% on a test with 200 total points. How many points did the student score?,170 points,Points scored = 85% of 200 = 0.85 * 200 = 170 points,"Solve the following math problem: A student scored 85% on a test with 200 total points. How many points did the student score?
Answer: The student scored ______ points.

In the picture, there is a circle, a square, and a triangle. Circle the correct answer: If the circle has a radius of 6 cm, the square has a side length of 12 cm, and the triangle has a base of 12 cm, which shape has the smallest area?

Answer: The _______ has the smallest area.

In the picture, there are three objects: an apple, an orange, and a banana. Circle the correct answer: If the apple has a mass of 75 grams, the orange has a mass of 100 grams, and the banana has a mass of 25 grams, which object has the smallest mass?

Answer",Percentage Problems,Medium,0.014705882352941176,5.3348669960151344e-232
182,"The perimeter of a rectangle is 40 cm. If the width is 8 cm, what is the length?",12 cm,"Perimeter = 2(Length + Width)
40 = 2(L + 8)
40 = 2L + 16
2L = 24
L = 12 cm","Solve the following math problem: The perimeter of a rectangle is 40 cm. If the width is 8 cm, what is the length?
Answer: 
The length of the rectangle is cm.

Solve the following math problem: The perimeter of a rectangle is 40 cm. If the width is 8 cm, what is the length?
Answer: 
The length of the rectangle is cm.

Complete the sentence:
The sum of two numbers is 30. Their difference is 2. The smaller number is 

<strong>A rectangle has a perimeter of 1000 mm. Its width is 300 mm. Its length is ... mm.</strong>

<strong>Complete the sentence:</strong>
The sum of two numbers is 30. Their difference is 2. The smaller number is 

<strong>A rectangle has a perimeter of",Geometry,Medium,0.015625,0.0
183,A bus travels at 60 miles per hour. How long will it take to travel 180 miles?,3 hours,Time = Distance / Speed = 180 / 60 = 3 hours,"Solve the following math problem: A bus travels at 60 miles per hour. How long will it take to travel 180 miles?
Answer: 3 hours

<b><i>We now have a new question.</i></b>

I have just returned from a trip to Australia. I am sure there are some interesting things you could tell me about your trip there.
Answer: I had a good time in Australia.

<b><i>We now have a new question.</i></b>

I am going to the movies tonight. Would you like to come with me?
Answer: That sounds like fun.

<b><i>We now have a new question.</i></b>

I am going to the movies tonight. Would you like to come with me?
Answer: That sounds like fun.

<b><i>We now have a new question.</i></b>

I am going to the movies tonight. Would",Distance-Rate-Time,Easy,0.0273972602739726,1.5710003868069157e-155
184,"A man spends $75, which is 30% of his total money. How much money does he have in total?",$250,"Let total money = x
30% of x = 75
0.30x = 75
x = 75 / 0.30 = $250","Solve the following math problem: A man spends $75, which is 30% of his total money. How much money does he have in total?
Answer:
He has $
in total.",Percentage Problems,Medium,0.0,0.0
185,"A cyclist rides 24 miles in 2 hours. At the same rate, how many miles will he ride in 5 hours?",60 miles,"Rate = 24 miles / 2 hours = 12 miles per hour
Distance in 5 hours = 12 * 5 = 60 miles","Solve the following math problem: A cyclist rides 24 miles in 2 hours. At the same rate, how many miles will he ride in 5 hours?
Answer: miles.
(Write the answer in decimal format. If the answer not a whole number, please enter the answer as a decimal number.
Do not enter the answer as a fraction.)",Distance-Rate-Time,Medium,0.033898305084745756,6.630398171726777e-232
186,"The sum of two numbers is 54. If one number is 16 more than the other, what are the two numbers?",19 and 35,"Let the first number = x, then the second number = x + 16
x + (x + 16) = 54
2x + 16 = 54
2x = 38
x = 19
The numbers are 19 and 35","Solve the following math problem: The sum of two numbers is 54. If one number is 16 more than the other, what are the two numbers?
Answer: 
The smaller number is: 
The larger number is:

Solve the following math problem: The sum of two numbers is 54. If one number is 16 more than the other, what are the two numbers?
Answer: 
The smaller number is: 
The larger number is:

Solve the following math problem: The sum of two numbers is 54. If one number is 16 more than the other, what are the two numbers?
Answer: 
The smaller number is: 
The larger number is:

Solve the following math problem: The sum of two numbers is 54. If one number is 16 more than the other, what are the",Algebraic Equations,Medium,0.0,0.0
187,A store offers a 10% discount on a $120 jacket. What is the discounted price?,$108,"Discount = 10% of 120 = 0.10 * 120 = $12
Discounted price = 120 - 12 = $108","Solve the following math problem: A store offers a 10% discount on a $120 jacket. What is the discounted price?
Answer: $
Write your answer as a decimal number without a dollar sign or a comma.

Solve the following math problem: A store offers a 10% discount on a $120 jacket. What is the discounted price?
Answer: $
Write your answer as a decimal number without a dollar sign or a comma.

Solve the following math problem: A store offers a 10% discount on a $120 jacket. What is the discounted price?
Answer: $
Write your answer as a decimal number without a dollar sign or a comma.

Solve the following math problem: A store offers a 10% discount on a $120 jacket. What is the discounted price?
Answer:",Percentage Problems,Easy,0.0,0.0
188,"If a triangle has a base of 15 cm and a height of 10 cm, what is its area?",75 square cm,Area of triangle = (Base * Height) / 2 = (15 * 10) / 2 = 75 square cm,"Solve the following math problem: If a triangle has a base of 15 cm and a height of 10 cm, what is its area?
Answer: The area of the triangle is _______ cm^2.
Please note that the answer must be a whole number.
(Answer: 75)",Geometry,Easy,0.04166666666666667,7.03404585427606e-232
189,"Two numbers have a product of 72, and one number is 8. What is the other number?",9,"Let the other number = x
Product = 72
x * 8 = 72
x = 72 / 8 = 9","Solve the following math problem: Two numbers have a product of 72, and one number is 8. What is the other number?
Answer: The other number is

Help ASAP!

Solve the following math problem: Two numbers have a product of 72, and one number is 8. What is the other number?
Answer: The other number is 

If the product of two numbers is 72 and one number is 8, what is the other number?

A) 8

B) 9

C) 36

D) 96

E) 64

F) 72

G) 70

H) 80

I) 144

J) 156

K) 18

A) 8

B) 9

C)",Multiplication,Easy,0.0196078431372549,5.746825102397619e-232
190,"The sum of two numbers is 30, and their difference is 6. What are the numbers?",18 and 12,"Let the numbers be x and y
x + y = 30, x - y = 6
Solve the system of equations: x = 18, y = 12","Solve the following math problem: The sum of two numbers is 30, and their difference is 6. What are the numbers?
Answer:
The bigger number is
The smaller number is

Answer:
The bigger number is
The smaller number is

Answer:
The bigger number is
The smaller number is

Solve the following math problem: The sum of two numbers is 30, and their difference is 6. What are the numbers?
Answer:
The bigger number is
The smaller number is

Answer:
The bigger number is
The smaller number is

Answer:
The bigger number is
The smaller number is

Solve the following math problem: The sum of two numbers is 30, and their difference is 6. What are the numbers?
Answer:
The bigger number is
The smaller number is

Solve the following",Systems of Equations,Medium,0.01515151515151515,5.405811477015716e-232
191,A car travels 60 miles in 90 minutes. What is the speed of the car in miles per hour?,40 miles per hour,"Speed = Distance / Time
Convert time to hours: 90 minutes = 1.5 hours
Speed = 60 / 1.5 = 40 miles per hour","Solve the following math problem: A car travels 60 miles in 90 minutes. What is the speed of the car in miles per hour?
Answer:
The car travels at a speed of _____ miles per hour.


Hint: The speed of the car is the distance traveled by it in a unit of time. It is given that the car travels 60 miles in 90 minutes. We have to convert this time to hours. We know that 60 minutes is 1 hour. Therefore, 90 minutes are equal to 1.5 hours. We will divide the distance traveled by the car with the time taken to calculate the speed of the car.

Complete step by step answer:
The speed of the car can be defined as the distance traveled by it in a unit of time.
Mathematically, it can be expressed as:
$speed =",Distance-Rate-Time,Medium,0.04166666666666666,1.4965558452254577e-155
192,A man buys 6 apples at $1.20 each. How much does he spend in total?,$7.20,Total cost = 6 * 1.20 = $7.20,"Solve the following math problem: A man buys 6 apples at $1.20 each. How much does he spend in total?
Answer: He spends $ _____
(Round to the nearest cent)

The number 5812346912 can be written as 5.812346912 x 10^11.

What is 5.812346912 written as a sum of fractions in simplest form?
Answer: 5.812346912 = _____


The number 167 is the sum of two prime numbers.
What is the sum of the two primes?
Answer: _____

A 2000-gallon water tank is filled through a pipe that can fill the tank in 40 minutes. The tank",Multiplication,Easy,0.020408163265306124,0.0
193,"The ratio of boys to girls in a class is 3:4. If there are 28 students in total, how many boys are there?",12 boys,"Let boys = 3x, girls = 4x
3x + 4x = 28
7x = 28
x = 4
Boys = 3 * 4 = 12","Solve the following math problem: The ratio of boys to girls in a class is 3:4. If there are 28 students in total, how many boys are there?
Answer: There are _____ boys in the class.

<strong>(1 Point)</strong>

<strong>What fraction of the week is 3 days?</strong>

<strong>(1 Point)</strong>

<strong>John has $100.</strong>

<strong>He spends $40.</strong>

<strong>He then earns $50.</strong>

<strong>What percentage of his original amount of money does he have now?</strong>

<strong>(1 Point)</strong>

<strong>A car is traveling at a speed of 54 miles per hour.</strong>

<strong>What is this speed in miles per minute?</strong>

<strong>(1 Point)</strong>

<strong>What is the next number in this sequence?</strong>

<strong>7, 10, 12, 1",Ratio and Proportion,Medium,0.015037593984962405,5.677823098089411e-232
194,A rectangular room has a length of 12 meters and a width of 8 meters. What is its perimeter?,40 meters,Perimeter = 2(Length + Width) = 2(12 + 8) = 40 meters,"Solve the following math problem: A rectangular room has a length of 12 meters and a width of 8 meters. What is its perimeter?
Answer: 40 meters
Solve the following math problem: A rectangle has a length of 12 centimeters and a width of 8 centimeters. What is its perimeter?
Answer: 40 centimeters
Solve the following math problem: A rectangle has a length of 12 inches and a width of 8 inches. What is its perimeter?
Answer: 40 inches
Solve the following math problem: A square has a perimeter of 80 centimeters. What is the length of each side?
Answer: 20 centimeters
Solve the following math problem: A square has a perimeter of 80 inches. What is the length of each side?
Answer: 20 inches
Solve the following math problem",Geometry,Easy,0.030303030303030307,1.5588217218708338e-155
195,"A man earns $800 per week. If he saves 20% of his income, how much does he save per week?",$160,Savings = 20% of 800 = 0.20 * 800 = $160,"Solve the following math problem: A man earns $800 per week. If he saves 20% of his income, how much does he save per week?
Answer: 160
Which of these is not a function of the Federal Reserve (The Fed)?
A. Regulate the money supply
B. Regulate the interest rate
C. Regulate the money supply and interest rate
D. Regulate the money supply and interest rate and create money
A student takes a 4-question, true-false exam. He gets 3 out of 4 questions correct. What is his probability of getting all questions correct?
Hint: This is a binomial distribution problem. Use the binomial distribution formula.
Answer: 1/16
Which of these is a type of financial institution?
A. Bank
B. Mutual fund
C. Investment bank
D. All",Percentage Problems,Easy,0.015384615384615384,0.0
196,The sum of two consecutive odd numbers is 68. What are the numbers?,33 and 35,"Let the first odd number = x
The second odd number = x + 2
x + (x + 2) = 68
2x + 2 = 68
2x = 66
x = 33
The numbers are 33 and 35","Solve the following math problem: The sum of two consecutive odd numbers is 68. What are the numbers?
Answer: The two numbers are

The sum of two consecutive odd numbers is 68.

What are the numbers?

Answer: The two numbers are 

The sum of two consecutive odd numbers is 68.

What are the numbers?

Answer: The two numbers are 

The sum of two consecutive odd numbers is 68.

What are the numbers?

Answer: The two numbers are 

The sum of two consecutive odd numbers is 68.

What are the numbers?

Answer: The two numbers are ...

The sum of two consecutive odd numbers is 68.

What are the numbers?

Answer: The two numbers are 

The sum of two consecutive odd numbers is 6",Algebraic Equations,Medium,0.0,0.0
197,"If the average of three numbers is 24, what is their sum?",72,"Sum = Average * Number of values
Sum = 24 * 3 = 72","Solve the following math problem: If the average of three numbers is 24, what is their sum?
Answer:
 

The average of 3 consecutive odd numbers is 6. What is the largest of the 3 numbers?
Answer:

A rectangular piece of metal is cut into two equal trapezoids. If its area is 228 square meters and the length of the bases is 8 meters and 12 meters, what is the height of the trapezoid?
Answer: 

The sum of the ages of a father and his son is 54 years. If the son is 4 years older than 1/3 of the father's age, how old is the son?
Answer: 

If the product of two consecutive odd numbers is 1, what is the sum of these numbers?",Averages,Easy,0.0,0.0
198,"A bottle contains 1.5 liters of water. If you drink 0.6 liters, how much is left?",0.9 liters,"Amount left = Total amount - Amount consumed
0.9 liters = 1.5 liters - 0.6 liters","Solve the following math problem: A bottle contains 1.5 liters of water. If you drink 0.6 liters, how much is left?
Answer:
The answer is correct.

Solve the following math problem: A bottle contains 1400 ml of water. If you drink 600 ml, how much is left?
Answer:
The answer is correct.

Solve the following math problem: A bottle contains 1.5 liters of water. If you drink 0.6 liters, how much is left?
Answer:
The answer is correct.

Solve the following math problem: A bottle contains 1400 ml of water. If you drink 600 ml, how much is left?
Answer:
The answer is correct.

Solve the following math problem: A bottle contains 1.5 liters of water. If",Subtraction,Easy,0.032,5.539388921633538e-232
199,A car uses 5 liters of fuel to travel 50 kilometers. How many liters are needed to travel 120 kilometers?,12 liters,"Fuel consumption = 5 liters / 50 km = 0.1 liters per km
Fuel needed for 120 km = 0.1 * 120 = 12 liters","Solve the following math problem: A car uses 5 liters of fuel to travel 50 kilometers. How many liters are needed to travel 120 kilometers?
Answer: There are _____ liters of fuel needed to travel 120 kilometers.

Solve the following math problem: A car uses 5 liters of fuel to travel 50 kilometers. How many liters are needed to travel 120 kilometers?
Answer: There are _____ liters of fuel needed to travel 120 kilometers.

Solve the following math problem: A car uses 5 liters of fuel to travel 50 kilometers. How many liters are needed to travel 120 kilometers?
Answer: There are _____ liters of fuel needed to travel 120 kilometers.

Solve the following math problem: A car uses 5 liters of fuel to travel 50 kilometers. How many liters are needed to travel",Ratio and Proportion,Medium,0.015037593984962405,5.354662760929083e-232
200,"If a person walks 4 kilometers in 1 hour, how far will they walk in 3.5 hours?",14 kilometers,"Distance = Speed * Time
Distance = 4 km/hour * 3.5 hours = 14 kilometers","Solve the following math problem: If a person walks 4 kilometers in 1 hour, how far will they walk in 3.5 hours?
Answer: ____________________ kilometers


Hint: The given question is a problem based on speed. We have to find the distance covered in the first step. The speed of the person is given and we have to find the distance covered in 3.5 hours. For that we are going to use the formula of speed.

Complete step-by-step answer:
We are given that a person is walking at a certain speed. This speed is constant. The question is asking us to find the distance, if we know the speed and total time taken.
So, in the first step we will find the speed of the person.
It is given in the question that the person walks 4 kilometers in 1 hour.
So, speed",Distance-Rate-Time,Easy,0.013605442176870748,5.277597161146185e-232
201,"The price of a laptop was reduced by 15%, and the new price is $850. What was the original price?",$1000,"Let the original price be x.
New price = Original price - 15% of original price
850 = x - 0.15x
850 = 0.85x
x = 850 / 0.85 = $1000","Solve the following math problem: The price of a laptop was reduced by 15%, and the new price is $850. What was the original price?
Answer: The original price was $

Box 1: Enter your answer as an integer or decimal number. Examples: 3, -4, 5.5172
Enter DNE for Does Not Exist, oo for Infinity",Percentage Problems,Medium,0.0,0.0
202,"If 3x + 4 = 19, what is the value of x?",5,"3x + 4 = 19
3x = 19 - 4 = 15
x = 15 / 3 = 5","Solve the following math problem: If 3x + 4 = 19, what is the value of x?
Answer: x =

The following question: 2x + 1 = 7 is a ________ equation.
Answer: linear

Solve the following math problem: If 3x + 4 = 19, what is the value of x?
Answer: x = 5

Solve the following math problem: If 3x + 4 = 19, what is the value of x?
Answer: x = 5

True or False: The solution to a linear equation in one variable is the value of the variable that makes the equation true.
Answer: TRUE

Solve the following math problem: If 3x + 4 = 19, what is the value of x?
Answer:",Algebraic Equations,Easy,0.01886792452830189,5.5159660337435624e-232
203,"A triangle has sides of 7 cm, 10 cm, and 12 cm. What is the perimeter of the triangle?",29 cm,"Perimeter = sum of all sides
Perimeter = 7 + 10 + 12 = 29 cm","Solve the following math problem: A triangle has sides of 7 cm, 10 cm, and 12 cm. What is the perimeter of the triangle?
Answer: The perimeter of the triangle is cm.

Rewrite the following sentences using the possessive case and the correct conjunction:

1. The book is not mine. It is (my brother).
2. These pens are not (my sister).
3. The dog is (the neighbor).
4. The car is (my parents).
5. The house is (my grandparents).
6. The cat is (the neighbor).
7. The umbrella is (the neighbor).
8. The dog is (the neighbor).
9. The bike is (my mother).
10. The car is (my father).

Complete the following sentences using the reflexive pronouns:

1. She washed her hair.
2.",Geometry,Easy,0.016,0.0
204,"A man borrows $1,200 at a 5% annual interest rate. How much interest will he owe after 3 years?",$180,"Interest = Principal * Rate * Time
Interest = 1200 * 0.05 * 3 = $180","Solve the following math problem: A man borrows $1,200 at a 5% annual interest rate. How much interest will he owe after 3 years?
Answer: The interest will be $180.

The correct answer is $180.

The annual interest rate is 5%, so the interest for 1 year is 5% of $1,200, which is $60. To find the interest for 3 years, you can multiply the annual interest by 3:

$60 × 3 = $180

So, the man will owe $180 in interest after 3 years.",Interest Problems,Medium,0.023255813953488372,6.00003235250667e-232
205,A rectangle has a length of 8 meters and a width of 5 meters. What is its area?,40 square meters,"Area of rectangle = Length * Width
Area = 8 * 5 = 40 square meters","Solve the following math problem: A rectangle has a length of 8 meters and a width of 5 meters. What is its area?
Answer: The area of the rectangle is 40 square meters.

Explanation: To find the area of a rectangle, we use the formula: area = length x width. In this case, the length is 8 meters and the width is 5 meters. So, the area would be: area = 8 meters x 5 meters = 40 square meters.",Geometry,Easy,0.07500000000000001,2.2017766405070104e-155
206,"If 2y - 5 = 11, what is the value of y?",8,"2y - 5 = 11
2y = 11 + 5 = 16
y = 16 / 2 = 8","Solve the following math problem: If 2y - 5 = 11, what is the value of y?
Answer: y =   

A school has 800 students and 22 teachers. If the school has 1200 students and 30 teachers, what is the ratio of students to teachers?

The average of 3 numbers is 26. The first number is 3 less than the second, and the third number is 4 more than the second number. The first number is: .

When dividing 215 by a certain number, the quotient is 11 and the remainder is 12. The quotient when 347 is divided by the same number is:

The average of 5 consecutive odd numbers is 21. What is the smallest of these numbers?

The",Algebraic Equations,Easy,0.0,0.0
207,A car travels at 70 miles per hour for 3 hours. How far does the car travel?,210 miles,"Distance = Speed * Time
Distance = 70 * 3 = 210 miles","Solve the following math problem: A car travels at 70 miles per hour for 3 hours. How far does the car travel?
Answer:

Solve the following math problem: A car travels at 70 miles per hour for 3 hours. How far does the car travel?
Answer:

A car travels at 70 miles per hour for 3 hours. How far does the car travel?

A car travels at 70 miles per hour for 3 hours. How far does the car travel?

A car travels at 70 miles per hour for 3 hours. How far does the car travel?

A car travels at 70 miles per hour for 3 hours.

How far does the car travel?

A car travels at 70 miles per hour for 3 hours. How far does the car travel?

A",Distance-Rate-Time,Easy,0.01492537313432836,5.374831339232389e-232
