question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,is_correct,time_taken
520,A cyclist travels at a speed of 12 mph for 1.5 hours. How far does the cyclist travel?,18 miles,Distance = Speed × Time = 12 mph × 1.5 hours = 18 miles.,"Solve the following math problem: A cyclist travels at a speed of 12 mph for 1.5 hours. How far does the cyclist travel?
Answer:
To solve this problem, we can use the formula: Distance = Speed × Time. Given that the speed is 12 mph and the time is 1.5 hours, we can substitute these values into the formula: Distance = 12 mph × 1.5 hours. Multiplying 12 by 1.5, we get 18. Therefore, the cyclist travels 18 miles.",Distance-Rate-Time,Medium,False,6.449711799621582
521,"If the sides of a triangle measure 6 cm, 8 cm, and 10 cm, what is its area?",24 cm²,Using Heron's formula: s = (6 + 8 + 10)/2 = 12; Area = √[s(s-a)(s-b)(s-c)] = √[12(12-6)(12-8)(12-10)] = √[12 × 6 × 4 × 2] = 24 cm².,"Solve the following math problem: If the sides of a triangle measure 6 cm, 8 cm, and 10 cm, what is its area?
Answer: 24 cm2

I have a rectangle with a perimeter of 30 cm and a length of 12 cm. What is the area of the rectangle?
Answer: 36 cm²

What is the volume of a cube with sides of 6cm?
Answer: 216 cm³

What is the area of a circle with a radius of 5 cm?
Answer: 78.5 cm²

What is the surface area of a rectangular prism with a length of 4 cm, a width of 3 cm, and a height of 5 cm?
Answer: 94 cm²

What is the volume of a cylinder with a radius of 3 cm and",Geometry,Hard,False,11.084891557693481
522,"If you have 50% of a number and that number is 200, what is 50% of that number?",100,50% of 200 = 0.50 × 200 = 100.,"Solve the following math problem: If you have 50% of a number and that number is 200, what is 50% of that number?
Answer:
(Note: If the answer is an integer, do not use any commas in your answer.)

The cost to make a chair is $50.  If the chair is sold for $100, the markup is:

Answer:

There are 500 students in a school. 200 play baseball, 150 play football, and 100 play both sports. How many students do not play either sport?
Answer:

What is the mean of the following set of numbers? 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
Answer:

A store has 80",Percentage,Easy,False,11.083683252334595
523,"If it takes 4 workers 6 hours to complete a task, how long will it take 6 workers to complete the same task?",4 hours,Total work = 4 workers × 6 hours = 24 worker-hours; 6 workers will complete it in 24/6 = 4 hours.,"Solve the following math problem: If it takes 4 workers 6 hours to complete a task, how long will it take 6 workers to complete the same task?
Answer:
It will take 6 workers to complete the task in 4 hours.

Solve the following math problem: If it takes 2 workers 6 hours to complete a task, how long will it take 6 workers to complete the same task?
Answer:
It will take 6 workers to complete the task in 4 hours.

Solve the following math problem: If it takes 2 workers 4 hours to complete a task, how long will it take 6 workers to complete the same task?
Answer:
It will take 6 workers to complete the task in 4 hours.

Solve the following math problem: If it takes 4 workers 8 hours to complete a task, how long will it take",Work Problems,Medium,False,11.083370685577393
524,"A store sells 50% more of item A than item B. If item B sells 200 units, how many units of item A are sold?",300 units,Item A = Item B + 50% of Item B = 200 + (0.5 × 200) = 300 units.,"Solve the following math problem: A store sells 50% more of item A than item B. If item B sells 200 units, how many units of item A are sold?
Answer:

Solve the following math problem: A box has 20 marbles. 10% of the marbles are blue, 20% are red, and the rest are orange. How many oranges are in the box?
Answer:

Solve the following math problem: A store sells 50% more of item A than item B. If item B sells 200 units, how many units of item A are sold?
Answer:

Solve the following math problem: A box has 20 marbles. 10% of the marbles are blue, 20% are red, and the rest are orange. How many oranges are in the box?
Answer:

Solve the following math problem: A",Proportions,Medium,False,11.086387634277344
525,"If a triangle has a base of 10 cm and a height of 5 cm, what is its area?",25 cm²,Area = 1/2 × base × height = 1/2 × 10 × 5 = 25 cm².,"Solve the following math problem: If a triangle has a base of 10 cm and a height of 5 cm, what is its area?
Answer: The area of the triangle is 25 square centimetres.

10

A triangle has a base of 10 cm and a height of 5 cm.
The area of a triangle is given by the formula:
Area = 1/2 * base * height
Substituting the values, we get:
Area = 1/2 * 10 * 5
Area = 5 * 5
Area = 25 square centimetres",Geometry,Easy,False,7.110676050186157
526,"If a worker earns $15 an hour and works 40 hours a week, what is the weekly salary?",$600,Weekly salary = Hourly wage × Hours worked = 15 × 40 = $600.,"Solve the following math problem: If a worker earns $15 an hour and works 40 hours a week, what is the weekly salary?
Answer:
Weekly salary is $600.

Solve the following math problem: If a worker earns $15 an hour and works 40 hours a week, what is the weekly salary?
Answer:
Weekly salary is $600.

Step 1:
Write down the given information:

* Worker's hourly wage: $15
* Number of hours worked per week: 40

Step 2:
Calculate the weekly salary:

To calculate the weekly salary, we need to multiply the hourly wage by the number of hours worked per week.

Weekly salary = Hourly wage x Number of hours worked per week

Weekly salary = $15 x 40

Weekly salary = $",Basic Arithmetic,Easy,False,11.082701206207275
527,"If a recipe calls for 3 cups of flour to make 12 cookies, how much flour is needed for 36 cookies?",9 cups,Flour needed = (36/12) × 3 = 9 cups.,"Solve the following math problem: If a recipe calls for 3 cups of flour to make 12 cookies, how much flour is needed for 36 cookies?
Answer: 9 cups

Explanation: 3 cups of flour can make 12 cookies, so to make 36 cookies, you need 3 times as much flour, which is 3 x 12 = 36 cups.

If you need help with any other math problems, feel free to ask! I would be happy to help.",Proportions,Medium,False,5.417935132980347
528,What is the volume of a cylinder with a radius of 3 cm and a height of 5 cm? (Use π ≈ 3.14),141.3 cm³,Volume = πr²h = 3.14 × (3)² × 5 = 141.3 cm³.,"Solve the following math problem: What is the volume of a cylinder with a radius of 3 cm and a height of 5 cm? (Use π ≈ 3.14)
Answer: The volume of the cylinder is about __________ cm³.

The following statement is from a research article: ""The effect of the independent variable on the dependent variable is significant at the .05 level."" What does this statement mean?
A. The difference between the two groups is not statistically significant.
B. The effect of the independent variable on the dependent variable is positive.
C. The effect of the independent variable on the dependent variable is negative.
D. The difference between the two groups is statistically significant.

The following statement is from a research article: ""The effect of the independent variable on the dependent variable is significant at the .05 level."" What does this statement mean?
A. The difference between the two groups",Geometry,Hard,False,11.084112882614136
529,"If a car travels at 60 mph for 2.5 hours, how far does it travel?",150 miles,Distance = Speed × Time = 60 × 2.5 = 150 miles.,"Solve the following math problem: If a car travels at 60 mph for 2.5 hours, how far does it travel?
Answer: 150 miles.

Now, let’s say you told a friend the answer to that question and you heard back: “I don’t believe you.” How would you respond?

A recent study looked at the way people respond to challenges to their beliefs, and the results could have implications for the way we communicate with people who disagree with us – or even just think we’re wrong.

“We have a natural tendency to be confident in our beliefs,” said study author Michael Norton, a professor of business administration at Harvard Business School. “But in some situations, it’s important to be humble and recognize that our beliefs might not be correct. How can we improve our ability to do that?”

The study,",Distance-Rate-Time,Medium,False,11.055331468582153
530,"A person has 120 marbles, 30 of which are blue. What fraction of the marbles are blue?",1/4,Fraction of blue marbles = 30/120 = 1/4.,"Solve the following math problem: A person has 120 marbles, 30 of which are blue. What fraction of the marbles are blue?
Answer: The fraction of marbles that are blue is 5/12. Explanation: To solve this math problem, we can use a simple formula. First, we need to determine the total number of marbles, which is 120. Next, we need to determine the number of blue marbles, which is 30. To find the fraction of the total number of marbles that are blue, we divide the number of blue marbles by the total number of marbles. This gives us 30/120. We can simplify this fraction by dividing both the numerator and the denominator by 30, which gives us 1/4. Therefore, the fraction of marbles that are blue is 1/4, or 5/",Fractions,Easy,False,11.085430383682251
531,"If a rectangle has a length of 10 m and a width of 4 m, what is its area?",40 m²,Area = length × width = 10 × 4 = 40 m².,"Solve the following math problem: If a rectangle has a length of 10 m and a width of 4 m, what is its area?
Answer:
The area of the rectangle is square meters.

<h2>Solution</h2>",Geometry,Easy,False,1.1515083312988281
532,"If a phone originally costs $600 and is now priced at $450, what is the percentage discount?",25%,Discount = (600 - 450) / 600 × 100 = 25%.,"Solve the following math problem: If a phone originally costs $600 and is now priced at $450, what is the percentage discount?
Answer: 25%
Next, solve the following word problem: A car is originally worth $25,000 and decreases in value by 10% each year. How much is the car worth after 4 years?
Answer: $15,281.25
To solve this problem, you need to use the formula for exponential decay:
Value after t years = initial value * (1 - decay rate)^t
In this case, the initial value is $25,000, the decay rate is 10%, and t is 4 years. Plugging in these values, we get:
Value after 4 years = 25,000 * (",Percentage,Medium,False,11.084598302841187
533,"If a person jogs 3 miles in 30 minutes, what is their speed in miles per hour?",6 mph,Speed = Distance / Time = 3 miles / 0.5 hours = 6 mph.,"Solve the following math problem: If a person jogs 3 miles in 30 minutes, what is their speed in miles per hour?
Answer:
A: The person is jogging at a speed of 6 miles per hour.
B: The person is jogging at a speed of 1 mile per minute.
C: The person is jogging at a speed of 10 miles per minute.
D: The person is jogging at a speed of 30 minutes per mile.


Hint: We will be solving this question by using the formula of speed which is given by:
$Speed = \dfrac{{Distance}}{{Time}}$
We will be substituting the values in the formula and solving it to get the result.

Complete step-by-step answer:
Given:
The distance jogged by the person is 3 miles.
The time taken by person",Distance-Rate-Time,Medium,False,11.083593368530273
534,"A sum of money is divided among three friends in the ratio 2:3:5. If the total amount is $200, how much does each friend get?","$40, $60, and $100","Total parts = 2 + 3 + 5 = 10; Friend 1 = (2/10) * 200 = 40, Friend 2 = (3/10) * 200 = 60, Friend 3 = (5/10) * 200 = 100.","Solve the following math problem: A sum of money is divided among three friends in the ratio 2:3:5. If the total amount is $200, how much does each friend get?
Answer: The amount for each friend is $

The area of a circle is 154 square centimeters. Find the circumference of the circle.
Answer: The circumference of the circle is $cm$.

Find the value of x such that $5^{x+2}=625$
Answer: x =

The distance between two cities A and B is 480km. A train starts from city A at 9:00 am and arrives in city B at 11:00 am. A car starts from city B at 7:00 am and arrives in city A at 11:00 am. The two vehicles cross each other at 10:00 am. What",Ratio and Proportion,Hard,False,11.08047604560852
535,"If you buy a pair of shoes for $80 and then sell them for $100, what is your profit?",$20,Profit = Selling price - Cost price = 100 - 80 = $20.,"Solve the following math problem: If you buy a pair of shoes for $80 and then sell them for $100, what is your profit?
Answer:

1) Write a linear system of equations to model the situation.
2) Use the substitution method to solve the system.
3) Interpret the solution.",Profit and Loss,Easy,False,2.5499565601348877
536,A class of students is made up of 12 boys and 8 girls. What is the ratio of boys to girls?,3:2,Ratio = 12:8 = 3:2.,"Solve the following math problem: A class of students is made up of 12 boys and 8 girls. What is the ratio of boys to girls?
Answer:
$\frac{6}{4}$

Solve the following math problem: A class of students is made up of 12 boys and 8 girls. What is the ratio of girls to boys?
Answer:
$\frac{4}{6}$

Solve the following math problem: A class of students is made up of 12 boys and 8 girls. What is the ratio of boys to the total number of students?
Answer:
$\frac{6}{7}$

Solve the following math problem: A class of students is made up of 12 boys and 8 girls. What is the ratio of girls to the total number of students?
Answer:
$\frac{4}{7}$",Ratio and Proportion,Medium,False,11.010812520980835
537,A bottle can hold 1.5 liters of water. How many bottles are needed to hold 12 liters of water?,8 bottles,Bottles needed = 12 liters / 1.5 liters/bottle = 8 bottles.,"Solve the following math problem: A bottle can hold 1.5 liters of water. How many bottles are needed to hold 12 liters of water?
Answer: bottles.

<strong>Please note</strong>: This question is not intended to test your ability to solve problems, but rather your ability to read and follow instructions. This question is about how well you can understand English.",Basic Arithmetic,Easy,False,3.211937189102173
538,"If the sum of three consecutive integers is 48, what are the integers?","15, 16, and 17","Let the integers be x, x+1, x+2; Then x + (x+1) + (x+2) = 48; 3x + 3 = 48; 3x = 45; x = 15.","Solve the following math problem: If the sum of three consecutive integers is 48, what are the integers?
Answer: The integers are $ \Box$

Note: Input the answers in ascending order. If there are multiple answers, separate them with a comma.",Algebra,Hard,False,2.2259533405303955
539,"If an item originally costs $120 and is on sale for 15% off, what is the sale price?",$102,Discount = 0.15 * 120 = 18; Sale price = 120 - 18 = 102.,"Solve the following math problem: If an item originally costs $120 and is on sale for 15% off, what is the sale price?
Answer: The sale price is $120 - 15% of $120 = $120 - 0.15 * $120 = $120 - $18 = $102.
Therefore, the sale price of the item is $102.",Discount,Medium,False,4.8310325145721436
540,"If x + 5 = 12, what is the value of x?",7,x = 12 - 5 = 7.,"Solve the following math problem: If x + 5 = 12, what is the value of x?
Answer: x = ...

The sum of the 2015 and the 2016 digits of a 4-digit year is 13. What is the year? Answer: ...

If the product of two positive integers is 158, what is the smallest possible sum of these two integers? Answer: ...

How many odd numbers between 1 and 1000 are divisible by 7?
Answer: ...

What is the value of 1<sup>1</sup> + 2<sup>2</sup> + 3<sup>3</sup> + 4<sup>4</sup> + ... + 2016<sup>2016</sup> ? (Answer as a decimal rounded to 2 decimal places)",Algebra,Easy,False,11.058840036392212
541,A farmer has a rectangular field measuring 40 meters by 30 meters. What is the area of the field?,1200 m²,Area = length × width = 40 × 30 = 1200 m².,"Solve the following math problem: A farmer has a rectangular field measuring 40 meters by 30 meters. What is the area of the field?
Answer: The area of the field is <b>1200 square meters</b>.

Solution:
To find the area of a rectangular field, we multiply the length by the width.
The length of the field is 40 meters and the width is 30 meters.
Area = Length × Width
Area = 40 meters × 30 meters
Area = 1200 square meters
Therefore, the area of the field is 1200 square meters.",Geometry,Easy,False,7.626997947692871
542,"A class has 30 students, and 18 are girls. What fraction of the class is boys?",2/5,Boys = 30 - 18 = 12; Fraction of boys = 12/30 = 2/5.,"Solve the following math problem: A class has 30 students, and 18 are girls. What fraction of the class is boys?
Answer: There are __________ boys in the class.
(Round your answer to one decimal place.)
 
Note: The answer is a decimal.",Fractions,Medium,False,2.254791498184204
543,"If you score 80 points on a test and the average score is 100, what is the percentage of your score compared to the average?",80%,Percentage = (80/100) * 100 = 80%.,"Solve the following math problem: If you score 80 points on a test and the average score is 100, what is the percentage of your score compared to the average?
Answer: %
Note: 1) Round the number to 0 decimal place and give the answer.
2) Give the answer as a percentage (%)
3) Do not use the % sign in your answer.",Percentage,Easy,False,3.2853856086730957
544,A triangle has a height of 10 cm and a base of 6 cm. What is its area?,30 cm²,Area = 1/2 × base × height = 1/2 × 6 × 10 = 30 cm².,"Solve the following math problem: A triangle has a height of 10 cm and a base of 6 cm. What is its area?
Answer: The area of the triangle is 30 cm².

* <strong>A</strong>
* B
* C
* D

<strong>A</strong>

A triangle has a base of 10 cm and a height of 6 cm. What is its area?

Answer: The area of the triangle is 30 cm².

* <strong>A</strong>
* B
* C
* D

<strong>B</strong>

A triangle has a base of 10 cm and a height of 6 cm. What is its area?

Answer: The area of the triangle is 30 cm².

* A
* <strong>B</strong>
* C
* D

<strong>C</strong>

A triangle has a base",Geometry,Easy,False,11.08344030380249
545,"A group of friends bought a pizza for $30 and shared it equally. If there are 5 friends, how much does each friend pay?",$6,Cost per friend = Total cost / Number of friends = 30 / 5 = $6.,"Solve the following math problem: A group of friends bought a pizza for $30 and shared it equally. If there are 5 friends, how much does each friend pay?
Answer: Each friend pays $6.
To arrive at the answer, you can divide the total cost of the pizza ($30) by the number of friends (5).
30 ÷ 5 = 6
Therefore, each friend pays $6.",Basic Arithmetic,Easy,False,3.9466195106506348
546,"If the price of a shirt is $40 and there is a 20% discount, what is the final price?",$32,Discount = 0.20 * 40 = 8; Final price = 40 - 8 = 32.,"Solve the following math problem: If the price of a shirt is $40 and there is a 20% discount, what is the final price?
Answer:

Solve the following math problem: If there are 200 students in a school and 50 of them are girls, what percent of the students are girls?
Answer:

Solve the following math problem: If a car travels 100 miles in 2 hours, what is its average speed?
Answer:

Solve the following math problem: If the length of a rectangle is 10 cm and the width is 5 cm, what is its perimeter?
Answer:

Solve the following math problem: If a tank contains 100 liters of water and 20 liters are drained, how many liters of water are left in the tank?
Answer:

Solve the following math problem: If",Discount,Medium,False,11.084208965301514
547,"If a recipe requires 2 tablespoons of sugar for each cookie and you make 24 cookies, how many tablespoons of sugar do you need?",48 tablespoons,Total sugar = 2 tablespoons/cookie * 24 cookies = 48 tablespoons.,"Solve the following math problem: If a recipe requires 2 tablespoons of sugar for each cookie and you make 24 cookies, how many tablespoons of sugar do you need?
Answer: 48 tablespoon
To solve the problem, you need to multiply 2 and 24. The product is 48.
To solve the following math problem, first simplify the expression inside the parentheses, and then multiply the resulting number by 2.
3.5 times 4 minus 2.5 times 2.5 = 3.5 times 4 minus 6.25 (which is equal to 14 minus 6.25) = 7.75
Now multiply 7.75 by 2, and you get the answer: 15.5
How can you write the expression ""five times the difference of five and four"" as an algebraic expression",Proportions,Medium,False,11.082952499389648
548,"A pool is filled with water at a rate of 200 liters per hour. How much time will it take to fill the pool with 1,000 liters of water?",5 hours,"Time = Total volume / Rate = 1,000 liters / 200 liters/hour = 5 hours.","Solve the following math problem: A pool is filled with water at a rate of 200 liters per hour. How much time will it take to fill the pool with 1,000 liters of water?
Answer: $\text{5 hours}$

A pool is filled with water at a rate of 200 liters per hour. How much time will it take to fill the pool with 1,000 liters of water?

A pool is filled with water at a rate of 200 liters per hour. How much time will it take to fill the pool with 1,000 liters of water?",Basic Arithmetic,Easy,False,6.446134328842163
549,"If a bicycle costs $300 and the sales tax is 8%, what is the total cost?",$324,Sales tax = 0.08 * 300 = 24; Total cost = 300 + 24 = 324.,"Solve the following math problem: If a bicycle costs $300 and the sales tax is 8%, what is the total cost?
Answer: $324

Now solve this math problem: If a bicycle costs $300 and each person in the family contributes $50 a week, how much money must each person contribute to buy the bicycle?
Answer: $24.00

As you can see, the first answer was $24.00, while the second was $324.00. This is how simple math can cause a person to make a huge error. The brain is trying to do two things at once, and without knowing it, the person is choosing the wrong thing to do.

When you are practicing, it is easy to make mistakes. You are doing something for the first time, and there is a learning",Tax,Medium,False,11.051117897033691
550,"If the area of a square is 64 cm², what is the length of one side?",8 cm,Area = side²; Side = √64 = 8 cm.,"Solve the following math problem: If the area of a square is 64 cm², what is the length of one side?
Answer:

If there are 28 students in a class and the average weight of the boys is 62.4 kg and the average weight of the girls is 58.2 kg, what is the average weight of the whole class?
Answer:

If 5 times a certain number is increased by 5, the result is 30. What is the number?
Answer:

The number 2012 can be written as 2012 = 2.1006 + 2.10 + 2.1 + 2.10. This is called the expanded form of the number 2012. Find the expanded form of the number 20",Geometry,Medium,False,11.050657033920288
551,"A tank can be filled by one pipe in 3 hours and by another pipe in 5 hours. If both pipes are opened together, how long will it take to fill the tank?",1.5 hours,"Rate of first pipe = 1/3 tank/hour, Rate of second pipe = 1/5 tank/hour; Combined rate = 1/3 + 1/5 = 8/15 tank/hour; Time = 1 / (8/15) = 15/8 = 1.5 hours.","Solve the following math problem: A tank can be filled by one pipe in 3 hours and by another pipe in 5 hours. If both pipes are opened together, how long will it take to fill the tank?
Answer: The tank will be filled in  hours.

Find the value of y in the following figure:
AABC = ADEF. Given that AB = 6 cm, BC = 10 cm, EF = 12 cm.
Answer: y =

Find the value of a in the following equation:
Answer: a =

Find the value of x in the following figure:

Answer: x =

The perimeter of a rectangular swimming pool is 154 m. Its length is 2 m more than twice its breadth. What is the area of the pool?
Answer: The area of the pool is  .

Find the value of x in the following figure:
Answer: x =

Find",Work Problems (Complex),Hard,False,11.076537609100342
552,"A rectangle has a perimeter of 48 cm. If its length is twice its width, what are the dimensions of the rectangle?",Width is 8 cm and length is 16 cm.,Let width = x; Then length = 2x; Perimeter = 2(length + width) = 48; 2(2x + x) = 48; 6x = 48; x = 8. Length = 16.,"Solve the following math problem: A rectangle has a perimeter of 48 cm. If its length is twice its width, what are the dimensions of the rectangle?
Answer: The dimensions of the rectangle are (length) cm and (width) cm.
The area of a rectangle is defined as the product of its length and width. Therefore, we can use the given information to set up an equation for the perimeter and the area of the rectangle:
Perimeter: 2l + 2w = 48 where l is the length and w is the width.
Area: A = l × w
We can also use the given information that the length is twice the width to express the length in terms of the width:
l = 2w
Substituting this into the perimeter equation, we get:
2(2w) + 2w = 48
Simplifying, we",Geometry,Hard,False,11.079235553741455
553,"If the sum of three consecutive even integers is 54, what are the integers?","16, 18, and 20","Let the integers be x, x + 2, x + 4; Then x + (x + 2) + (x + 4) = 54; 3x + 6 = 54; 3x = 48; x = 16.","Solve the following math problem: If the sum of three consecutive even integers is 54, what are the integers?
Answer: ( )
(please enter your answer as a comma separated list)

Solve the following math problem: If the sum of three consecutive odd integers is 27, what are the integers?
Answer: ( )
(please enter your answer as a comma separated list)

Solve the following math problem: If the sum of four consecutive odd integers is 84, what are the integers?
Answer: ( )
(please enter your answer as a comma separated list)

Solve the following math problem: If the sum of three consecutive odd integers is 171, what are the integers?
Answer: ( )
(please enter your answer as a comma separated list)

Solve the following math problem: If the",Algebra,Hard,False,11.050714254379272
554,"A car's value depreciates by 15% each year. If the car was originally worth $20,000, what will its value be after 3 years?","$12,257.43","Value after 3 years = 20000 * (1 - 0.15)^3 = 20000 * (0.85)^3 = $12,257.43.","Solve the following math problem: A car's value depreciates by 15% each year. If the car was originally worth $20,000, what will its value be after 3 years?
Answer: $14,475.77",Finance,Hard,False,0.8564739227294922
555,"A triangle has sides measuring 7 cm, 24 cm, and 25 cm. Is this a right triangle?",Yes,"Check using Pythagorean theorem: 7² + 24² = 49 + 576 = 625 = 25². Therefore, it is a right triangle.","Solve the following math problem: A triangle has sides measuring 7 cm, 24 cm, and 25 cm. Is this a right triangle?
Answer:

Solve the following math problem: The sum of the digits of a two-digit number is 7. If the digits are reversed, the number will increase by 27. Find the number.
Answer:

Solve the following math problem: A triangle has sides measuring 7 cm, 24 cm, and 25 cm. Is this a right triangle?
Answer:

Solve the following math problem: A triangle has sides measuring 7 cm, 24 cm, and 25 cm. Is this a right triangle?
Answer:

Solve the following math problem: A triangle has sides measuring 7 cm, 24 cm, and 25 cm. Is this a right triangle?",Geometry,Hard,False,11.083285570144653
556,"A bag contains 3 red balls, 5 blue balls, and 2 green balls. If one ball is drawn at random, what is the probability it is not blue?",0.4,Total balls = 3 + 5 + 2 = 10; Non-blue balls = 3 + 2 = 5; Probability = Non-blue balls / Total balls = 5/10 = 0.4.,"Solve the following math problem: A bag contains 3 red balls, 5 blue balls, and 2 green balls. If one ball is drawn at random, what is the probability it is not blue?
Answer: ________

The following math word problem has 2 parts that need to be answered.
A number is chosen at random from 1 to 100.
What is the probability that this number is a multiple of 4?
Answer: ________
What is the probability that this number is an odd number?
Answer: ________

The following math problem contains a word problem with more than one answer.
A spinner is divided into 10 equal parts, numbered 1 to 10. You spin the spinner 40 times.
How many times would you expect to spin a number less than 3?
Answer: ________
How many times would you expect to spin a number greater than 6?",Probability,Hard,False,11.078906059265137
557,"A boat travels 15 km upstream and 25 km downstream in 5 hours. If the speed of the current is 2 km/h, what is the speed of the boat in still water?",9 km/h,"Let the speed of the boat be x km/h. Upstream speed = (x - 2) km/h, Downstream speed = (x + 2) km/h; 15/(x - 2) + 25/(x + 2) = 5; Solve for x = 9 km/h.","Solve the following math problem: A boat travels 15 km upstream and 25 km downstream in 5 hours. If the speed of the current is 2 km/h, what is the speed of the boat in still water?
Answer: 4 km/h

Solve this math problem: A boat travels 15 km upstream and 25 km downstream in 5 hours. If the speed of the current is 2 km/h, what is the speed of the boat in still water?
Answer: 4 km/h

What is the largest number that is divided by 2, 3, 4, 5, and 6?

Answer: 60

A boat travels 15 km upstream and 25 km downstream in 5 hours. If the speed of the current is 2 km/h, what is the speed of the boat in still water?

Answer: 4 km/h

A boat travels",Distance-Rate-Time,Hard,False,11.08472228050232
558,"If the product of two consecutive integers is 272, what are the integers?",16 and 17,"Let the integers be x and x + 1; Then x(x + 1) = 272; x² + x - 272 = 0. Using the quadratic formula, x = 16, so integers are 16 and 17.","Solve the following math problem: If the product of two consecutive integers is 272, what are the integers?
Answer: (Please show work)

<blockquote>A.S. said:
Solve the following math problem: If the product of two consecutive integers is 272, what are the integers?
Answer: (Please show work)
Click to expand...</blockquote>

Hi A.S.,

I'm not sure what you mean with the title of your thread. If the product of two consecutive integers is 272, what are the integers?

If the integers are <b>consecutive</b>, then they are 1 unit apart.

So if you let one integer be x, then the next consecutive integer is x + 1.

The product of these two integers is x(x + 1), which is equal",Algebra,Hard,False,11.054872989654541
559,"A box contains 5 red, 7 blue, and 8 green balls. If two balls are drawn randomly, what is the probability that both balls are of different colors?",0.65,"Total ways to pick 2 balls = C(20, 2) = 190; Ways to pick 2 of the same color = C(5, 2) + C(7, 2) + C(8, 2) = 10 + 21 + 28 = 59; Different colors = 190 - 59 = 131; Probability = 131/190 = 0.65.","Solve the following math problem: A box contains 5 red, 7 blue, and 8 green balls. If two balls are drawn randomly, what is the probability that both balls are of different colors?
Answer: The probability is ______

A. $\frac{7}{33}$
B. $\frac{35}{99}$
C. $\frac{20}{33}$
D. $\frac{14}{33}$",Probability,Hard,False,3.8714592456817627
560,"In a right triangle, the lengths of the legs are 6 cm and 8 cm. What is the length of the hypotenuse?",10 cm,Using Pythagorean theorem: Hypotenuse² = 6² + 8² = 36 + 64 = 100; Hypotenuse = √100 = 10 cm.,"Solve the following math problem: In a right triangle, the lengths of the legs are 6 cm and 8 cm. What is the length of the hypotenuse?
Answer:
cm

The length of the hypotenuse is  
cm.

Giải giúp mình bài toán này với: Tìm số tự nhiên n để phân số 6n+99/3n+4
Trả lời: n=

Giải giúp mình bài toán này với: Tìm số tự nhiên n để phân số 6n+99/3n+4
Trả lời: n=

Giải giúp mình bài toán này với: Tìm số tự nhiên n để phân số 6n+99/3n+4
Trả lời: n=

Giải giúp mình bài toán này với: Tìm số tự nhiên n để phân số 6n+99/3",Geometry,Hard,False,11.08410358428955
561,A train travels 120 km at a speed of 60 km/h and then returns at a speed of 90 km/h. What is the average speed for the entire journey?,72 km/h,Time for outbound = 120 km / 60 km/h = 2 hours; Time for return = 120 km / 90 km/h = 1.33 hours; Total distance = 240 km; Total time = 2 + 1.33 = 3.33 hours; Average speed = Total distance / Total time = 240 / 3.33 = 72 km/h.,"Solve the following math problem: A train travels 120 km at a speed of 60 km/h and then returns at a speed of 90 km/h. What is the average speed for the entire journey?
Answer: The average speed for the entire journey is 72 km/h.",Distance-Rate-Time,Hard,False,1.2236168384552002
562,"The sum of three times a number and four times another number is 24. If the second number is 2 more than the first, what are the numbers?","First number: 4, Second number: 6","Let the first number be x and the second number be y; y = x + 2; 3x + 4y = 24; Substitute: 3x + 4(x + 2) = 24; Solve for x = 4, y = 6.","Solve the following math problem: The sum of three times a number and four times another number is 24. If the second number is 2 more than the first, what are the numbers?
Answer: The numbers are
Help me answer this problem.
The product of two number is 42. One number is 9 less than the other. Find the two numbers.
Help me answer this problem.",Systems of Equations,Hard,False,3.286524772644043
563,"A sum of money is divided among three people such that the first person receives $20 more than the second, and the second person receives $10 more than the third. If the total amount is $210, how much does each person receive?","First: $90, Second: $70, Third: $50",Let third person receive x; Second receives x + 10; First receives (x + 10) + 20 = x + 30; Total: x + (x + 10) + (x + 30) = 210; 3x + 50 = 210; x = 50.,"Solve the following math problem: A sum of money is divided among three people such that the first person receives $20 more than the second, and the second person receives $10 more than the third. If the total amount is $210, how much does each person receive?
Answer: The first person receives $...
The second person receives $...
The third person receives $...
(use the ""comma"" for the decimal point and use no space)",Algebra,Hard,False,2.7788822650909424
564,A computer costs $800 and depreciates in value by 10% each year. What will its value be after 4 years?,$585.77,Value after 4 years = 800 * (1 - 0.10)^4 = 800 * (0.9)^4 = $585.77.,"Solve the following math problem: A computer costs $800 and depreciates in value by 10% each year. What will its value be after 4 years?
Answer: 488.8$

If we let <code>n</code> be the number of years, <code>x</code> be the value of the computer after <code>n</code> years, and <code>y</code> be the initial value of the computer, then we have the following equation:

<code>x = y * (1 - r) ^ n</code>

where <code>r</code> is the depreciation rate (in this case, 10% or 0.1).

Plugging in the values given in the problem, we get:

<code>x = 800 * (1 - 0.1) ^ 4</code>

Simplifying, we get:

<code>x = 800 * 0",Finance,Hard,False,11.104167938232422
