question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
202,"If 3x + 4 = 19, what is the value of x?",5,"3x + 4 = 19
3x = 19 - 4 = 15
x = 15 / 3 = 5","Solve the following math problem: If 3x + 4 = 19, what is the value of x?
Answer:

$x = \frac{15}{3} = 5$",Algebraic Equations,Easy,2
203,"A triangle has sides of 7 cm, 10 cm, and 12 cm. What is the perimeter of the triangle?",29 cm,"Perimeter = sum of all sides
Perimeter = 7 + 10 + 12 = 29 cm","Solve the following math problem: A triangle has sides of 7 cm, 10 cm, and 12 cm. What is the perimeter of the triangle?
Answer: The perimeter of the triangle is $\boxed{39 \text{ cm}}$.

Solution: $7 + 10 + 12 = 39$ (cm).

Hence, the final answer is $\boxed{39 \text{ cm}}$.",Geometry,Easy,2
204,"A man borrows $1,200 at a 5% annual interest rate. How much interest will he owe after 3 years?",$180,"Interest = Principal * Rate * Time
Interest = 1200 * 0.05 * 3 = $180","Solve the following math problem: A man borrows $1,200 at a 5% annual interest rate. How much interest will he owe after 3 years?
Answer: The man will owe $180 in interest after 3 years.

To solve this problem, we can use the formula for simple interest:

Interest = Principal × Rate × Time

Where:
- Principal is the initial amount borrowed ($1,200)
- Rate is the annual interest rate (5%)
- Time is the number of years (3)

Interest = $1,200 × 0.05 × 3
         = $360

However, the question asks for the interest after 3 years, not the total amount owed. To find the interest, we need to subtract the principal from the total amount",Interest Problems,Medium,1
205,A rectangle has a length of 8 meters and a width of 5 meters. What is its area?,40 square meters,"Area of rectangle = Length * Width
Area = 8 * 5 = 40 square meters","Solve the following math problem: A rectangle has a length of 8 meters and a width of 5 meters. What is its area?
Answer:
The area of a rectangle is calculated by multiplying its length by its width.
So, the area of this rectangle is 8 meters * 5 meters = 40 square meters.",Geometry,Easy,11
206,"If 2y - 5 = 11, what is the value of y?",8,"2y - 5 = 11
2y = 11 + 5 = 16
y = 16 / 2 = 8","Solve the following math problem: If 2y - 5 = 11, what is the value of y?
Answer: To solve for y, you need to isolate y on one side of the equation. Start by adding 5 to both sides of the equation:

2y - 5 + 5 = 11 + 5

This simplifies to:

2y = 16

Now, divide both sides by 2 to solve for y:

2y / 2 = 16 / 2

So, y = 8.",Algebraic Equations,Easy,1
207,A car travels at 70 miles per hour for 3 hours. How far does the car travel?,210 miles,"Distance = Speed * Time
Distance = 70 * 3 = 210 miles","Solve the following math problem: A car travels at 70 miles per hour for 3 hours. How far does the car travel?
Answer: The car travels 210 miles.

Explanation: The distance traveled by the car can be calculated using the formula: distance = speed × time. In this case, the speed is 70 miles per hour and the time is 3 hours. So, the distance traveled is:

distance = 70 miles per hour × 3 hours = 210 miles

Therefore, the car travels 210 miles.",Distance-Rate-Time,Easy,4
208,A man sells 8 apples for $2. How much will he earn for selling 40 apples?,$10,"Cost per apple = $2 / 8 apples = $0.25 per apple
Earnings for 40 apples = 40 * 0.25 = $10","Solve the following math problem: A man sells 8 apples for $2. How much will he earn for selling 40 apples?
Answer:
To find out how much the man earns for selling 40 apples, we first need to determine the price of one apple.

1. The man sells 8 apples for $2. To find the price of one apple, we divide the total cost by the number of apples sold:
\[ \text{Price per apple} = \frac{\text{Total cost}}{\text{Number of apples}} = \frac{2}{8} = \$0.25 \]

2. Now that we know each apple costs $0.25, we can calculate how much the man will earn for selling 40 apples by multiplying the price per apple by the number",Ratio and Proportion,Medium,1
209,The area of a circle is 78.5 square meters. What is the radius of the circle? (Use π ≈ 3.14),5 meters,"Area of circle = πr^2
78.5 = 3.14 * r^2
r^2 = 78.5 / 3.14 = 25
r = √25 = 5 meters","Solve the following math problem: The area of a circle is 78.5 square meters. What is the radius of the circle? (Use π ≈ 3.14)
Answer:
Solution: 78.5 ÷ 3.14 ÷ 2 = 13 (meters);
Answer: The radius of the circle is $\boxed{13 \text{ meters}}$.

Explanation:
The formula for the area of a circle is: Area = π × r², where r is the radius of the circle. We are given the area of the circle as 78.5 square meters and we need to find the radius. We can rearrange the formula to solve for r: r = √(Area ÷ π). Substituting the given values, we get: r = √(78.5",Geometry,Medium,3
210,"If a number is divided by 6 and the result is 15, what is the number?",90,"Let the number be x
x / 6 = 15
x = 15 * 6 = 90","Solve the following math problem: If a number is divided by 6 and the result is 15, what is the number?
Answer: The number is 90.

Explanation:
1. If a number is divided by 6 and the result is 15, we can represent this as an equation: (number) / 6 = 15
2. To find the number, we need to solve for the variable (number) in the equation.
3. We can do this by multiplying both sides of the equation by 6: (number) = 15 * 6
4. This simplifies to: (number) = 90
5. Therefore, the number is 90.

Reference:
1. The problem and solution are from the book ""The Joy of Math"" by",Division,Easy,1
211,"A shirt originally costs $60. After a 25% discount, what is the price of the shirt?",$45,"Discount = 25% of 60 = 0.25 * 60 = $15
Discounted price = 60 - 15 = $45","Solve the following math problem: A shirt originally costs $60. After a 25% discount, what is the price of the shirt?
Answer:
1. Calculate the amount of the discount: $60 \times 25\% = $15
2. Subtract the discount from the original price: $60 - $15 = $45

The final answer is \boxed{$45}.",Percentage Problems,Easy,2
212,"The ratio of boys to girls in a class is 5:6. If there are 66 students, how many boys are there?",30 boys,"Let the number of boys = 5x and girls = 6x
5x + 6x = 66
11x = 66
x = 6
Boys = 5 * 6 = 30","Solve the following math problem: The ratio of boys to girls in a class is 5:6. If there are 66 students, how many boys are there?
Answer: There are 30 boys in the class.
Explanation: Let's denote the number of boys as $5x$ and the number of girls as $6x$. According to the problem, we have $5x + 6x = 66$. Solving for $x$, we get $x = 6$. Therefore, the number of boys is $5 \times 6 = 30$.

The final answer is $\boxed{30}$.",Ratio and Proportion,Medium,3
213,"The perimeter of a rectangle is 52 meters. If the length is 18 meters, what is the width?",8 meters,"Perimeter = 2(Length + Width)
52 = 2(18 + w)
52 = 36 + 2w
2w = 16
w = 8 meters","Solve the following math problem: The perimeter of a rectangle is 52 meters. If the length is 18 meters, what is the width?
Answer: 
The formula for the perimeter of a rectangle is P = 2(L + W), where P is the perimeter, L is the length, and W is the width.

We are given the perimeter (P = 52 meters) and the length (L = 18 meters). We can plug these values into the formula and solve for the width (W):

52 = 2(18 + W)

First, divide both sides by 2 to isolate the term with W:

52 / 2 = (2 * 18 + 2 * W) / 2
26 = 18 + W

Next, sub",Geometry,Medium,3
214,A man buys a TV for $500 and sells it for $450. What is the percentage loss?,10%,"Loss = Original price - Selling price = 500 - 450 = $50
Percentage loss = (Loss / Original price) * 100 = (50 / 500) * 100 = 10%","Solve the following math problem: A man buys a TV for $500 and sells it for $450. What is the percentage loss?
Answer:
The man incurs a loss of $50 ($500 - $450). To find the percentage loss, we divide the loss by the original price and multiply by 100:

Percentage loss = (Loss / Original Price) * 100
Percentage loss = ($50 / $500) * 100
Percentage loss = 0.1 * 100
Percentage loss = 10%

Therefore, the percentage loss is $\boxed{10\%}$ .",Percentage Problems,Medium,1
215,The sum of three consecutive even numbers is 54. What are the numbers?,"16, 18, 20","Let the numbers be x, x + 2, and x + 4
x + (x + 2) + (x + 4) = 54
3x + 6 = 54
3x = 48
x = 16
The numbers are 16, 18, and 20","Solve the following math problem: The sum of three consecutive even numbers is 54. What are the numbers?
Answer:
The sum of three consecutive even numbers is 54.
Let's denote the middle even number as x. Then, the other two consecutive even numbers can be represented as x-2 and x+2.
According to the problem, we have: x-2 + x + x+2 = 54.
Solving the equation, we get: 3x = 54.
So, x = 54 / 3 = 18.
Therefore, the three consecutive even numbers are 16, 18, and 20.

Final answer: \boxed{16, 18, 20}.",Algebraic Equations,Medium,4
216,"If a person earns $12 per hour and works for 35 hours, how much will they earn?",$420,"Earnings = Hourly rate * Hours worked
Earnings = 12 * 35 = $420","Solve the following math problem: If a person earns $12 per hour and works for 35 hours, how much will they earn?
Answer: The person will earn $420.",Multiplication,Easy,5
217,A car travels 150 miles in 3 hours. What is the car's speed in miles per hour?,50 miles per hour,"Speed = Distance / Time
Speed = 150 / 3 = 50 miles per hour","Solve the following math problem: A car travels 150 miles in 3 hours. What is the car's speed in miles per hour?
Answer: The car's speed is 50 miles per hour.

The problem states that a car travels 150 miles in 3 hours. To find the car's speed in miles per hour, we need to divide the total distance traveled by the total time taken.

Speed = Distance / Time
Speed = 150 miles / 3 hours
Speed = 50 miles per hour

So, the car's speed is 50 miles per hour.",Distance-Rate-Time,Easy,7
218,"A box contains 60 marbles, and 40% of them are red. How many red marbles are in the box?",24 red marbles,Number of red marbles = 40% of 60 = 0.40 * 60 = 24,"Solve the following math problem: A box contains 60 marbles, and 40% of them are red. How many red marbles are in the box?
Answer:
The number of red marbles in the box is 24.

Explanation:
1. We know that 40% of the marbles are red.
2. To find the number of red marbles, we multiply the total number of marbles by the percentage of red marbles.
3. So, the number of red marbles is $60 * 0.4 = 24$.
4. Therefore, there are 24 red marbles in the box.

Final answer: $\boxed{24}$",Percentage Problems,Easy,6
219,"A man spends $200 on groceries, $150 on rent, and $50 on transportation. What percentage of his total expenses is spent on groceries?",50%,"Total expenses = 200 + 150 + 50 = $400
Percentage on groceries = (200 / 400) * 100 = 50%","Solve the following math problem: A man spends $200 on groceries, $150 on rent, and $50 on transportation. What percentage of his total expenses is spent on groceries?
Answer:
The total expenses are $200 (groceries) + $150 (rent) + $50 (transportation) = $400.
The percentage of expenses spent on groceries is therefore $\frac{200}{400} \times 100\% = \boxed{50\%}$.",Percentage Problems,Easy,2
220,A person buys 3 pens at $2 each and 2 notebooks at $3 each. What is the total cost?,$12,"Cost of pens = 3 * 2 = $6
Cost of notebooks = 2 * 3 = $6
Total cost = 6 + 6 = $12","Solve the following math problem: A person buys 3 pens at $2 each and 2 notebooks at $3 each. What is the total cost?
Answer: \boxed{13}

The total cost is calculated by multiplying the price of each item by the quantity and then adding them together. 

For the pens: 3 pens \* $2/pen = $\boxed{6}
For the notebooks: 2 notebooks \* $3/notebook = $\boxed{6}

Adding these two amounts together gives the total cost: $\boxed{6} + $\boxed{6} = $\boxed{12}",Multiplication,Easy,1
221,A rectangle has a length of 9 meters and a width of 4 meters. What is its perimeter?,26 meters,"Perimeter of rectangle = 2 * (Length + Width)
Perimeter = 2 * (9 + 4) = 2 * 13 = 26 meters","Solve the following math problem: A rectangle has a length of 9 meters and a width of 4 meters. What is its perimeter?
Answer: The perimeter of the rectangle is 30 meters.

The final answer is: $\boxed{30 \text{ meters}}$.",Geometry,Easy,6
222,"If 7x - 5 = 16, what is the value of x?",3,"7x - 5 = 16
7x = 16 + 5 = 21
x = 21 / 7 = 3","Solve the following math problem: If 7x - 5 = 16, what is the value of x?
Answer:
To solve for x, we need to isolate x on one side of the equation. We can do this by adding 5 to both sides of the equation, which gives us:

7x = 21

Next, we divide both sides of the equation by 7 to solve for x:

x = 3

Therefore, the value of x is 3.",Algebraic Equations,Easy,1
223,A person invests $500 at a 4% annual interest rate. How much interest will they earn in 2 years?,$40,"Interest = Principal * Rate * Time
Interest = 500 * 0.04 * 2 = $40","Solve the following math problem: A person invests $500 at a 4% annual interest rate. How much interest will they earn in 2 years?
Answer: The person will earn $40 in interest over 2 years.

1. Identify the given information:
   - Principal (P) = $500
   - Annual interest rate (r) = 4% = 0.04
   - Time (t) = 2 years

2. Calculate the interest earned after 2 years using the formula I = P * r * t:
   I = $500 * 0.04 * 2
   I = $40

3. Therefore, the person will earn $40 in interest over 2 years.

$\boxed{40}$",Interest Problems,Medium,1
224,"If a box contains 48 apples and 1/3 of them are bad, how many bad apples are there?",16 bad apples,Number of bad apples = 1/3 of 48 = 48 / 3 = 16,"Solve the following math problem: If a box contains 48 apples and 1/3 of them are bad, how many bad apples are there?
Answer:
There are 16 bad apples in the box.",Fraction Problems,Easy,15
225,A man bought a shirt for $40 and sold it for $50. What was his percentage profit?,25%,"Profit = Selling price - Cost price = 50 - 40 = $10
Percentage profit = (Profit / Cost price) * 100 = (10 / 40) * 100 = 25%","Solve the following math problem: A man bought a shirt for $40 and sold it for $50. What was his percentage profit?
Answer:
The man made a profit of $10 ($50 - $40). To find the percentage profit, we divide the profit by the cost and then multiply by 100.

Percentage Profit = (Profit / Cost) x 100
Percentage Profit = ($10 / $40) x 100
Percentage Profit = 0.25 x 100
Percentage Profit = 25%

The man made a 25% profit on the shirt.",Percentage Problems,Medium,1
226,The sum of three consecutive odd numbers is 33. What are the numbers?,"9, 11, 13","Let the numbers be x, x + 2, and x + 4
x + (x + 2) + (x + 4) = 33
3x + 6 = 33
3x = 27
x = 9
The numbers are 9, 11, and 13","Solve the following math problem: The sum of three consecutive odd numbers is 33. What are the numbers?
Answer:
The three consecutive odd numbers are 11, 13, and 15.

Solution:
Let the first odd number be x. Since odd numbers are separated by 2, the next two odd numbers will be x+2 and x+4.

We are given that the sum of these three consecutive odd numbers is 33.

So, x + (x+2) + (x+4) = 33

Solving this equation:

x + x + 2 + x + 4 = 33
3x + 6 = 33
3x = 27
x = 9

So, the first",Algebraic Equations,Medium,3
227,A man buys 6 pencils for $3. How much will 20 pencils cost at the same rate?,$10,"Cost per pencil = $3 / 6 = $0.50 per pencil
Cost of 20 pencils = 20 * 0.50 = $10","Solve the following math problem: A man buys 6 pencils for $3. How much will 20 pencils cost at the same rate?
Answer: \boxed{10}

Explanation:

1. First, we need to find out how much one pencil costs.

2. To do this, divide the total cost by the number of pencils: $3 / 6 = $0.5 per pencil.

3. Now that we know the cost per pencil, we can calculate the cost of 20 pencils: $0.5 \times 20 = $10.

Therefore, 20 pencils will cost $10 at the same rate.",Ratio and Proportion,Easy,1
228,A triangle has an area of 24 square meters and a base of 6 meters. What is its height?,8 meters,"Area of triangle = 1/2 * Base * Height
24 = 1/2 * 6 * Height
24 = 3 * Height
Height = 24 / 3 = 8 meters","Solve the following math problem: A triangle has an area of 24 square meters and a base of 6 meters. What is its height?
Answer:
The area of a triangle can be calculated using the formula:
Area = (base * height) / 2

We know the area (A) and the base (b), and we want to find the height (h). So, we can rearrange the formula to solve for h:
h = (A * 2) / b

Substituting the given values:
h = (24 * 2) / 6
h = 48 / 6
h = 8

So, the height of the triangle is 8 meters.",Geometry,Medium,3
229,"If 5y + 3 = 18, what is the value of y?",3,"5y + 3 = 18
5y = 18 - 3 = 15
y = 15 / 5 = 3","Solve the following math problem: If 5y + 3 = 18, what is the value of y?
Answer:
y = 3

Step 1: Subtract 3 from both sides of the equation.
5y + 3 - 3 = 18 - 3

Step 2: Simplify the equation.
5y = 15

Step 3: Divide both sides of the equation by 5.
5y / 5 = 15 / 5

Step 4: Simplify the equation to find the value of y.
y = 3",Algebraic Equations,Easy,1
230,A bus travels 90 miles in 1.5 hours. What is its speed in miles per hour?,60 miles per hour,"Speed = Distance / Time
Speed = 90 / 1.5 = 60 miles per hour","Solve the following math problem: A bus travels 90 miles in 1.5 hours. What is its speed in miles per hour?
Answer: \boxed{60}

Explanation:
1. The speed of an object is calculated by dividing the distance traveled by the time taken.
2. In this case, the bus travels 90 miles in 1.5 hours.
3. So, the speed of the bus is 90 miles / 1.5 hours = 60 miles per hour.",Distance-Rate-Time,Easy,9
231,A rectangle has a perimeter of 64 meters and its width is 14 meters. What is its length?,18 meters,"Perimeter of rectangle = 2(Length + Width)
64 = 2(L + 14)
64 = 2L + 28
2L = 36
L = 36 / 2 = 18 meters","Solve the following math problem: A rectangle has a perimeter of 64 meters and its width is 14 meters. What is its length?
Answer:

To find the length of a rectangle, we can use the formula for the perimeter of a rectangle, which is:

Perimeter = 2 * (length + width)

Given that the perimeter is 64 meters and the width is 14 meters, we can substitute these values into the formula:

64 = 2 * (length + 14)

To solve for the length, we first divide both sides of the equation by 2:

32 = length + 14

Then, we subtract 14 from both sides:

18 = length

So, the length of the rectangle is 18 meters.",Geometry,Medium,3
232,"The price of an item increased by 20%. If the original price was $150, what is the new price?",$180,"Increase = 20% of 150 = 0.20 * 150 = $30
New price = 150 + 30 = $180","Solve the following math problem: The price of an item increased by 20%. If the original price was $150, what is the new price?
Answer:
The new price is $180.",Percentage Problems,Medium,5
233,"A man spends 1/4 of his salary on rent. If his salary is $2,000, how much does he spend on rent?",$500,Rent = 1/4 of 2000 = 2000 / 4 = $500,"Solve the following math problem: A man spends 1/4 of his salary on rent. If his salary is $2,000, how much does he spend on rent?
Answer:
The man spends 1/4 of his salary on rent.
His salary is $2,000.
To find out how much he spends on rent, we need to divide his salary by 4.
$2,000 ÷ 4 = $500
So, the man spends $500 on rent.

Therefore, the final answer is \boxed{500}.",Fraction Problems,Easy,2
234,"If a man saves $50 every month, how much will he have saved after 8 months?",$400,Total savings = 50 * 8 = $400,"Solve the following math problem: If a man saves $50 every month, how much will he have saved after 8 months?
Answer: After 8 months, he will have saved $400.

Based on the given information, how much will he have saved after 10 months?
Answer: After 10 months, he will have saved $500.

The given information is:
Answer: He saves $50 every month.",Multiplication,Easy,2
235,"The ratio of cats to dogs in a shelter is 3:4. If there are 21 cats, how many dogs are there?",28 dogs,"Let the number of dogs = 4x and cats = 3x
3x = 21
x = 7
Dogs = 4 * 7 = 28","Solve the following math problem: The ratio of cats to dogs in a shelter is 3:4. If there are 21 cats, how many dogs are there?
Answer:
The ratio of cats to dogs is 3:4. This means that for every 3 cats, there are 4 dogs. We can set up a proportion to find out how many dogs there are. The proportion is:

3/4 = 21/x

Where x is the number of dogs. To solve for x, we can cross-multiply:

3x = 21 * 4

3x = 84

Now, divide both sides by 3 to solve for x:

x = 84 / 3

x = 28

There are 28 dogs in the shelter.",Ratio and Proportion,Medium,3
236,"If 8x + 2 = 34, what is the value of x?",4,"8x + 2 = 34
8x = 34 - 2 = 32
x = 32 / 8 = 4","Solve the following math problem: If 8x + 2 = 34, what is the value of x?
Answer: To solve for x, subtract 2 from both sides of the equation:
8x + 2 - 2 = 34 - 2
This simplifies to:
8x = 32
Now, divide both sides by 8:
8x / 8 = 32 / 8
This simplifies to:
x = 4
So, the value of x is 4.",Algebraic Equations,Easy,1
237,"A person spends $120 on groceries, $80 on entertainment, and $200 on rent. What percentage of their total expenses is spent on groceries?",30%,"Total expenses = 120 + 80 + 200 = $400
Percentage spent on groceries = (120 / 400) * 100 = 30%","Solve the following math problem: A person spends $120 on groceries, $80 on entertainment, and $200 on rent. What percentage of their total expenses is spent on groceries?
Answer:
The total expenses of the person is $120 + $80 + $200 = $400.
The percentage of the total expenses spent on groceries is ($120 / $400) * 100% = 30%.
Therefore, the person spends 30% of their total expenses on groceries.",Percentage Problems,Easy,1
238,The perimeter of a square is 36 meters. What is the length of each side?,9 meters,"Perimeter of square = 4 * side length
36 = 4 * side length
Side length = 36 / 4 = 9 meters","Solve the following math problem: The perimeter of a square is 36 meters. What is the length of each side?
Answer:
The length of each side is 9 meters.

Step-by-step solution:

1. Recall that the perimeter of a square is given by the formula $P = 4s$, where $P$ is the perimeter and $s$ is the length of one side.
2. We are given that the perimeter of the square is 36 meters, so we can set up the equation $36 = 4s$.
3. To find the length of one side, divide both sides of the equation by 4: $s = \frac{36}{4}$.
4. Simplify the right-hand side to get $s = 9$.",Geometry,Easy,3
239,"A man invests $1,000 at an interest rate of 3% per year. How much interest will he earn in 4 years?",$120,"Interest = Principal * Rate * Time
Interest = 1000 * 0.03 * 4 = $120","Solve the following math problem: A man invests $1,000 at an interest rate of 3% per year. How much interest will he earn in 4 years?
Answer: The man will earn $120 in interest after 4 years.

Here's the step-by-step solution:

Step 1: Identify the given information. The man invests $1,000 at an interest rate of 3% per year.

Step 2: Calculate the interest earned in one year. To do this, multiply the principal amount ($1,000) by the interest rate (3% or 0.03). The result is $30.

Step 3: Calculate the total interest earned in 4 years. To do this, multiply the annual interest ($30) by the number of years (4",Interest Problems,Medium,1
240,A rectangle has an area of 48 square meters and a width of 6 meters. What is its length?,8 meters,"Area of rectangle = Length * Width
48 = Length * 6
Length = 48 / 6 = 8 meters","Solve the following math problem: A rectangle has an area of 48 square meters and a width of 6 meters. What is its length?
Answer: To find the length of the rectangle, we can use the formula for the area of a rectangle, which is:

Area = Length × Width

We are given the area (48 square meters) and the width (6 meters). We can rearrange the formula to solve for the length:

Length = Area ÷ Width

Plugging in the given values:

Length = 48 ÷ 6

Length = 8 meters

So, the length of the rectangle is 8 meters.",Geometry,Easy,3
241,A man buys 4 bags of rice for $60. What is the cost per bag?,$15 per bag,"Cost per bag = Total cost / Number of bags
Cost per bag = 60 / 4 = $15 per bag","Solve the following math problem: A man buys 4 bags of rice for $60. What is the cost per bag?
Answer:
The cost per bag is $15.

Explanation:
To find the cost per bag, we divide the total cost by the number of bags. So, $60 divided by 4 bags equals $15 per bag.",Basic Arithmetic,Easy,8
242,"If 3x + 4 = 13, what is the value of x?",3,"3x + 4 = 13
3x = 13 - 4 = 9
x = 9 / 3 = 3","Solve the following math problem: If 3x + 4 = 13, what is the value of x?
Answer:
To solve the equation 3x + 4 = 13, follow these steps:

1. Subtract 4 from both sides of the equation to isolate the term with x:
   3x + 4 - 4 = 13 - 4
   3x = 9

2. Divide both sides of the equation by 3 to solve for x:
   x = 9 / 3
   x = 3

Therefore, the value of x is 3.",Algebraic Equations,Easy,1
243,A car covers 100 miles in 2 hours. What is its speed in miles per hour?,50 miles per hour,"Speed = Distance / Time
Speed = 100 / 2 = 50 miles per hour","Solve the following math problem: A car covers 100 miles in 2 hours. What is its speed in miles per hour?
Answer: The speed of the car is 50 miles per hour.

In this problem, we have a direct proportion between the distance covered and the time taken. We can express this relationship as follows:

Distance = Speed × Time

Given that the car covers 100 miles in 2 hours, we can find the speed by rearranging the above equation:

Speed = Distance / Time

Substituting the given values:

Speed = 100 miles / 2 hours = 50 miles per hour

Therefore, the speed of the car is 50 miles per hour.",Distance-Rate-Time,Easy,6
244,"The ratio of apples to oranges in a basket is 2:3. If there are 40 fruits in total, how many are apples?",16 apples,"Let the number of apples = 2x and oranges = 3x
Total = 2x + 3x = 40
5x = 40
x = 8
Number of apples = 2 * 8 = 16","Solve the following math problem: The ratio of apples to oranges in a basket is 2:3. If there are 40 fruits in total, how many are apples?
Answer: There are 24 apples in the basket.

\n\n
To solve this problem, we can use the concept of ratios. The ratio of apples to oranges is 2:3, which means that for every 2 apples, there are 3 oranges. The total number of fruits is 40.

Let's denote the number of apples as A and the number of oranges as O. We know that A + O = 40 (total number of fruits).

The ratio of apples to oranges is given as 2:3, which can be written as A/O = 2/3.

To solve these two equations",Ratio and Proportion,Medium,2
245,"A shopkeeper sells a jacket for $120, making a 25% profit. What was the cost price of the jacket?",$96,"Selling price = Cost price * (1 + Profit %)
120 = Cost price * 1.25
Cost price = 120 / 1.25 = $96","Solve the following math problem: A shopkeeper sells a jacket for $120, making a 25% profit. What was the cost price of the jacket?
Answer: The cost price of the jacket was $96.

Explanation:
Let's denote the cost price as X. According to the problem, the shopkeeper sells the jacket for $120 with a 25% profit. This means that the selling price is 125% of the cost price.

We can represent this relationship as an equation:
1.25 * X = $120

To find the cost price (X), we need to solve this equation. We can do this by dividing both sides of the equation by 1.25:

X = $120 / 1.25
X = $96",Profit and Loss,Medium,1
246,"If the sum of two consecutive even numbers is 58, what are the numbers?",28 and 30,"Let the numbers be x and x + 2
x + (x + 2) = 58
2x + 2 = 58
2x = 56
x = 28
The numbers are 28 and 30","Solve the following math problem: If the sum of two consecutive even numbers is 58, what are the numbers?
Answer:
\boxed{28 \text{ and } 30}

Explanation:
Let's denote the smaller even number as x. Since even numbers are separated by 2, the next even number will be x + 2.

According to the question, the sum of these two numbers is 58. So, we can set up an equation:
x + (x + 2) = 58

Solving this equation step by step:
2x + 2 = 58
2x = 56
x = 28

So, the smaller even number is 28. The next even number is 28 +",Algebraic Equations,Medium,3
247,"If 25% of a number is 50, what is the number?",200,"Let the number be x
25% of x = 50
0.25x = 50
x = 50 / 0.25 = 200","Solve the following math problem: If 25% of a number is 50, what is the number?
Answer:
The number is 200.
Explanation:
To find the number, we need to find what number has 25% of it equal to 50. This can be represented by the equation (1/4)x = 50, where x is the number we are trying to find. Solving this equation gives x = 200. Therefore, the number is 200.",Percentage Problems,Easy,2
248,"A man invests $2,000 at an interest rate of 6% per year. How much interest will he earn in 3 years?",$360,"Interest = Principal * Rate * Time
Interest = 2000 * 0.06 * 3 = $360","Solve the following math problem: A man invests $2,000 at an interest rate of 6% per year. How much interest will he earn in 3 years?
Answer: The man will earn $360 in interest over 3 years.

This problem can be solved using the formula for simple interest: I = PRT, where I is the interest earned, P is the principal amount invested, R is the interest rate, and T is the time in years.

In this case, P = $2,000, R = 6% = 0.06, and T = 3 years. Plugging these values into the formula, we get:

I = (2000)(0.06)(3) = $360

So, the man will earn $360 in interest over 3 years.",Interest Problems,Medium,1
249,"If a square has a perimeter of 48 meters, what is the length of each side?",12 meters,"Perimeter of square = 4 * side length
48 = 4 * side length
Side length = 48 / 4 = 12 meters","Solve the following math problem: If a square has a perimeter of 48 meters, what is the length of each side?
Answer:
The perimeter of a square is calculated by multiplying the length of one side by 4 (since all sides are equal in length). So, if the perimeter is 48 meters, we can find the length of one side by dividing the perimeter by 4.

Length of one side = Perimeter / 4
= 48 meters / 4
= 12 meters

So, each side of the square is 12 meters long.",Geometry,Easy,4
250,A bus covers 150 miles in 3 hours. What is its speed in miles per hour?,50 miles per hour,"Speed = Distance / Time
Speed = 150 / 3 = 50 miles per hour","Solve the following math problem: A bus covers 150 miles in 3 hours. What is its speed in miles per hour?
Answer:
The speed of the bus is 50 miles per hour.",Distance-Rate-Time,Easy,20
251,"If 7x - 2 = 19, what is the value of x?",3,"7x - 2 = 19
7x = 19 + 2 = 21
x = 21 / 7 = 3","Solve the following math problem: If 7x - 2 = 19, what is the value of x?
Answer: To solve for x, we need to isolate it on one side of the equation. We can do this by adding 2 to both sides of the equation:

7x - 2 + 2 = 19 + 2
7x = 21

Now, we can divide both sides by 7 to solve for x:

7x / 7 = 21 / 7
x = 3

Therefore, the value of x is 3.",Algebraic Equations,Easy,1
252,"The length of a rectangle is 5 meters more than its width. If the perimeter is 30 meters, what are the dimensions?","Length = 10 meters, Width = 5 meters","Let width = w and length = w + 5
Perimeter = 2(w + (w + 5)) = 30
2(2w + 5) = 30
4w + 10 = 30
4w = 20
w = 5 meters
Length = 5 + 5 = 10 meters","Solve the following math problem: The length of a rectangle is 5 meters more than its width. If the perimeter is 30 meters, what are the dimensions?
Answer: The rectangle is 9 meters long and 4 meters wide.

Solution: Let's denote the width of the rectangle as $x$ meters.

According to the problem, we have: $2(2x + 5) = 30$,

Solving this, we get: $x = 4$,

Therefore, the length is: $4 + 5 = 9$,

Answer: The rectangle is 9 meters long and 4 meters wide.

Hence, the answer is: The rectangle is $\boxed{9 \text{ meters long and } 4 \text{ meters wide}}$.",Geometry,Medium,9
253,"A pen costs $3, and a notebook costs $5. If a person buys 2 pens and 3 notebooks, how much will they pay?",$21,Total cost = 2 * $3 + 3 * $5 = $6 + $15 = $21,"Solve the following math problem: A pen costs $3, and a notebook costs $5. If a person buys 2 pens and 3 notebooks, how much will they pay?
Answer:
The cost of 2 pens is 2 * $3 = $6.
The cost of 3 notebooks is 3 * $5 = $15.
So, the total cost is $6 + $15 = $21.

Therefore, the person will pay $\boxed{\$21}$.",Basic Arithmetic,Easy,2
254,"If 40% of a number is 80, what is the number?",200,"Let the number be x
40% of x = 80
0.40x = 80
x = 80 / 0.40 = 200","Solve the following math problem: If 40% of a number is 80, what is the number?
Answer:
The number is 200.

Step-by-step explanation:

1. We are given that 40% of a number is equal to 80.

2. To find the number, we need to convert the percentage into a decimal. We know that 40% is equivalent to 0.40 in decimal form.

3. Now, we can set up the equation: 0.40 * number = 80.

4. To solve for the number, we need to isolate it on one side of the equation. We can do this by dividing both sides of the equation by 0.40: number = 80",Percentage Problems,Easy,1
