question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
98,A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?,750 miles,"Miles per gallon = 300 miles / 10 gallons = 30 miles/gallon
Distance = 30 miles/gallon * 25 gallons = 750 miles","Solve the following math problem: A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?
Answer:",Distance-Rate-Time,Medium,0.07142857142857144,8.06798322521923e-232
99,"A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?",$18,Tip = 15% of $120 = 0.15 * 120 = $18,"Solve the following math problem: A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?
Answer:
15% of $120 is $18
Step-by-step explanation:
To find 15% of $120
120 x 0.15 = 18
You should leave $18",Percentage Problems,Easy,0.04166666666666667,7.03404585427606e-232
100,"A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?",2 pounds,Weight per part = 8 pounds / 4 = 2 pounds,"Solve the following math problem: A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?
Answer: 2 pounds
Question 12) Solve the following math problem: 45+22 = ?
Answer: 67
Question 13) Solve the following math problem: A pizza was cut into 12 equal slices. Jack and Jill ate 7 slices. What percentage of the pizza did they eat?
Answer: 58.3%
Question 14) Solve the following math problem: 37-33 = ?
Answer: 4
Question 15) Solve the following math problem: A recipe calls for 2 cups of cheese. If you want to make half of the recipe, how much cheese do you need?
Answer:",Division,Easy,0.034482758620689655,1.657788191068941e-155
101,"A school has 600 students. If 70% of the students pass a test, how many students failed?",180 students,"Students passing = 600 * 0.70 = 420
Students failing = 600 - 420 = 180","Solve the following math problem: A school has 600 students. If 70% of the students pass a test, how many students failed?
Answer:
600 x 0.7 = 420 Students passed, and 180 students failed.
Explanation:
70% = 70/100 = 0.7, so 0.7 x 600 = 420. 600 – 420 = 180.",Percentage Problems,Medium,0.07843137254901959,2.4962878878683494e-155
102,"If a train travels 120 miles in 2 hours, what is its speed in miles per hour?",60 miles per hour,Speed = Distance / Time = 120 miles / 2 hours = 60 miles/hour,"Solve the following math problem: If a train travels 120 miles in 2 hours, what is its speed in miles per hour?
Answer: 60 mph.
Explanation: The train is traveling 120 miles in 2 hours, so you would divide the miles by the hours. 120 divided by 2 is 60.",Distance-Rate-Time,Easy,0.1111111111111111,2.790364951386591e-155
103,A person earns $15 per hour. How much will they earn after working for 40 hours?,$600,Earnings = $15 * 40 = $600,"Solve the following math problem: A person earns $15 per hour. How much will they earn after working for 40 hours?
Answer: 40 x 15 = 600.
So a person who works for 40 hours will make $600.",Wage Problems,Easy,0.052631578947368425,0.0
104,"If a rectangle has a length of 10 cm and a width of 5 cm, what is its perimeter?",30 cm,Perimeter = 2 * (Length + Width) = 2 * (10 + 5) = 30 cm,"Solve the following math problem: If a rectangle has a length of 10 cm and a width of 5 cm, what is its perimeter?
Answer: 30 cm
Explanation:
A rectangle is a quadrilateral with four right angles. Perimeter is the distance around the outside of an object. The perimeter of a rectangle is the sum of the length and width twice.
The length of the rectangle is 10 cm and the width is 5 cm.
The perimeter is 2 x (10 + 5) = 2 x 15 = 30 cm.",Geometry,Easy,0.0449438202247191,1.8750877026392705e-155
105,A person bought a shirt for $40 and sold it for $50. What was their profit?,$10,Profit = Selling price - Cost price = $50 - $40 = $10,"Solve the following math problem: A person bought a shirt for $40 and sold it for $50. What was their profit?
Answer:
Explanation:
To find the profit, subtract the cost from the selling price.
$50 − $40 = $10
The person made a profit of $10 on the shirt
2- Find the sum of 1/3 and 2/3.
Answer:
Explanation:
Add the numerators and keep the denominator the same.
1/3 + 2/3 = 3/3
Simplify.
3/3 = 1
1/3 + 2/3 = 1
3- What is the best estimate of the difference of 62.83 and 77.27?
Answer:
Answer:
Explanation:",Simple Operations,Easy,0.0196078431372549,5.7903098553232356e-232
106,The sum of four consecutive integers is 34. What are the integers?,"7, 8, 9, and 10","Let integers = x, x + 1, x + 2, x + 3
x + (x + 1) + (x + 2) + (x + 3) = 34
4x + 6 = 34
x = 7","Solve the following math problem: The sum of four consecutive integers is 34. What are the integers?
Answer: 7, 8, 9, 10
The sum of four consecutive integers is 34. What are the integers?
Answer: 7, 8, 9, 10
Answer: 7, 8, 9, 10",Consecutive Numbers,Medium,0.163265306122449,1.2233930218556475e-78
107,A recipe requires 3 tablespoons of oil for every 2 cups of rice. How many tablespoons of oil are needed for 6 cups of rice?,9 tablespoons,"Ratio of oil to rice = 3:2
For 6 cups of rice: (3/2) * 6 = 9 tablespoons of oil","Solve the following math problem: A recipe requires 3 tablespoons of oil for every 2 cups of rice. How many tablespoons of oil are needed for 6 cups of rice?
Answer:
The correct answer is 9.
Explanation:
Given the following information:
3 tablespoons of oil for every 2 cups of rice
6 cups of rice
We need to calculate the amount of oil needed.
We have the following ratio:
3 tablespoons of oil / 2 cups of rice
We can use this ratio to calculate the amount of oil needed for 6 cups of rice:
(3 tablespoons of oil / 2 cups of rice) * 6 cups of rice
= 9 tablespoons of oil
Therefore, 9 tablespoons of oil are needed for 6 cups of rice.",Ratios,Easy,0.03225806451612903,1.5834690349998898e-155
108,A person has $200 and spends 25% of it. How much money do they have left?,$150,"Amount spent = 25% of 200 = 0.25 * 200 = $50
Money left = 200 - 50 = $150","Solve the following math problem: A person has $200 and spends 25% of it. How much money do they have left?
Answer: $150

## What is 25% off?
How to calculate 25 % off? How to figure out percentages off a price? Using this calculator you will find that the amount after the discount is $150.

## What is $200 with a 25 percent discount?
This calculator is intended solely for general information and educational purposes. You should not take any action on the basis of the information provided through this calculator.",Percentage Problems,Easy,0.02222222222222222,5.882492291217442e-232
109,"If a bottle holds 1.5 liters of water, how many liters are in 10 bottles?",15 liters,Total liters = 1.5 liters/bottle * 10 bottles = 15 liters,"Solve the following math problem: If a bottle holds 1.5 liters of water, how many liters are in 10 bottles?
Answer: 15
- 1.5 ÷ 10 = 15
- 1.5 × 10 = 15
- 1.5 / 10 = 15",Multiplication,Easy,0.05405405405405405,8.614911585158347e-232
110,"A car travels 300 miles on 10 gallons of gas. If gas costs $4 per gallon, how much does it cost to drive this distance?",$40,Cost of gas = 10 gallons * $4/gallon = $40,"Solve the following math problem: A car travels 300 miles on 10 gallons of gas. If gas costs $4 per gallon, how much does it cost to drive this distance?
Answer:
Total cost to drive 300 miles = 300/10 * 4 = 120.
Question 2:
There are 500 students in a school. 60% of the students are girls. How many boys are there in the school?
Answer:
Total number of students in a school = 500
Number of girls = 60% of 500 = 60/100 * 500 = 300
Number of boys = 500 – 300 = 200.
Question 3:
The mean of 10 numbers is 20.",Cost Problems,Medium,0.0,0.0
111,"A truck can carry 2,500 pounds. If each bag of cement weighs 50 pounds, how many bags can the truck carry?",50 bags,Number of bags = 2500 / 50 = 50 bags,"Solve the following math problem: A truck can carry 2,500 pounds. If each bag of cement weighs 50 pounds, how many bags can the truck carry?
Answer:
2500/50 = 50
The truck can carry 50 bags of cement.

## 5.
Explain how you arrived at the answer.
Answer:
If we divide 2500 by 50, we get 50. Each bag of cement weighs 50 pounds. If we divide 2500 by 50, we can find out how many bags can the truck carry. If we divide 2500 by 50, we get 50. The truck can carry 50 bags of cement.

## 6.
Solve the following math problem: A truck can carry 2,50",Division,Easy,0.03571428571428572,1.6952155164191578e-155
112,"A store sells pencils for $0.75 each. If you buy 12 pencils, how much do you spend?",$9,Total cost = 0.75 * 12 = $9,"Solve the following math problem: A store sells pencils for $0.75 each. If you buy 12 pencils, how much do you spend?
Answer:
What is the product of 25 and 8?
Answer:
Solve the following math problem: There are 36 students in a classroom. 2/3 of the students are boys. How many boys are in the classroom?",Simple Operations,Easy,0.0,0.0
113,"If a car can travel 120 miles on 4 gallons of gas, what is its fuel efficiency in miles per gallon?",30 miles per gallon,Fuel efficiency = Distance / Gallons = 120 / 4 = 30 miles/gallon,"Solve the following math problem: If a car can travel 120 miles on 4 gallons of gas, what is its fuel efficiency in miles per gallon?
Answer: 30.
Explanation:
To calculate the fuel efficiency in miles per gallon, divide the number of miles traveled by the number of gallons of gas used. In this case, the car traveled 120 miles on 4 gallons of gas, so the fuel efficiency is 120 divided by 4, which equals 30 miles per gallon.
So the answer is 30 miles per gallon.

## What is the answer to math problem?
The answer to a math problem is the result of the mathematical operation performed on the numbers given in the problem. The answer to a math problem can be any number, depending on the question asked and the numbers used in the problem.

## What is",Distance-Rate-Time,Easy,0.05555555555555556,4.671593519099174e-79
114,A bakery sells cupcakes for $2.50 each. How much would 15 cupcakes cost?,$37.50,Total cost = 2.50 * 15 = $37.50,"Solve the following math problem: A bakery sells cupcakes for $2.50 each. How much would 15 cupcakes cost?
Answer: $37.50
Explanation: To solve this math problem, you need to multiply the number of cupcakes (15) by the cost of each cupcake ($2.50).
15 x $2.50 = $37.50
Therefore, 15 cupcakes would cost $37.50.
Note: You can also round up the cost to the nearest dollar if you prefer. In this case, 15 cupcakes would cost approximately $38.",Simple Operations,Easy,0.047619047619047616,6.150149066359227e-232
115,"If 30% of a number is 150, what is the number?",500,"Let the number = x. Then, 0.30x = 150
x = 150 / 0.30 = 500","Solve the following math problem: If 30% of a number is 150, what is the number?
Answer:
Let the number be x. We have 30% of x = 150.
30% of x = 150
Or, (30/100) × x = 150
Or, (3/10) × x = 150
Or, x = (150 × 10)/3
Or, x = 500
Hence, the number is 500.",Percentage Problems,Medium,0.03571428571428572,6.518923202947529e-232
116,A rectangle has a length of 10 meters and a width of 6 meters. What is its area?,60 square meters,Area = Length * Width = 10 * 6 = 60 square meters,"Solve the following math problem: A rectangle has a length of 10 meters and a width of 6 meters. What is its area?
Answer: 60 square meters

## Please allow access to your computer’s microphone to use Voice Recording.
Having trouble? Click here for help.

## Click the icon above to update your browser permissions above and try again
Example:

## Reload the page to try again!
Reload

## Please upgrade Flash or install Chrome
to use Voice Recording.
For more help, see our troubleshooting page.

## NEW! Voice Recording
Click the mic to start.

## Thanks for your feedback!
Your comments have been submitted and will be used to make Quizlet even better.
Continue
Create Setor",Geometry,Easy,0.052173913043478265,5.408022597175639e-79
117,"If a class has 25 students and 15 of them are girls, what fraction of the class are boys?",2/5,"Number of boys = 25 - 15 = 10
Fraction of boys = 10 / 25 = 2/5","Solve the following math problem: If a class has 25 students and 15 of them are girls, what fraction of the class are boys?
Answer:
There are 10 boys in the class. Therefore, the fraction of boys in the class is 10/25 = 2/5.

## Why is it important to know how to solve fractions?
Knowing how to solve fractions is important for a variety of reasons. Fractions are used in everyday life, such as when measuring ingredients for cooking or baking, or when reading a map. Fractions are also used in more advanced math, such as algebra and calculus.
Knowing how to solve fractions can help students understand other mathematical concepts better. For example, fractions are often used in ratios and proportions, which are important for understanding rates and percentages.
In addition to understanding other mathematical concepts, knowing how to solve",Fractions,Easy,0.02777777777777778,0.0
118,"A person has $1,200 and spends 20% of it. How much money do they have left?",$960,"Amount spent = 20% of 1200 = 0.20 * 1200 = $240
Money left = 1200 - 240 = $960","Solve the following math problem: A person has $1,200 and spends 20% of it. How much money do they have left?
Answer: $960
Explanation: 20% of $1,200 is $240. Therefore, the person has $1,200 - $240 = $960 left.
Solve the following math problem: A person has $4,000 and spends 30% of it. How much money do they have left?
Answer: $2,800
Explanation: 30% of $4,000 is $1,200. Therefore, the person has $4,000 - $1,200 = $2,800 left.
Solve the following math problem: A person has",Percentage Problems,Easy,0.02150537634408602,5.9825138229219476e-232
119,"If a train leaves a station traveling at 60 miles per hour, how far will it travel in 3 hours?",180 miles,Distance = Speed * Time = 60 * 3 = 180 miles,"Solve the following math problem: If a train leaves a station traveling at 60 miles per hour, how far will it travel in 3 hours?
Answer:",Distance-Rate-Time,Easy,0.07142857142857144,8.06798322521923e-232
120,A bottle can hold 1.2 liters of water. How many liters can 5 bottles hold?,6 liters,Total liters = 1.2 * 5 = 6 liters,"Solve the following math problem: A bottle can hold 1.2 liters of water. How many liters can 5 bottles hold?
Answer:

## 6
Solution:
1.2 liters x 5 = 6 liters

## 2.
Solve the following math problem: A bottle can hold 1.2 liters of water. How many liters can 5 bottles hold?
Answer:

## 6
Solution:
1.2 liters x 5 = 6 liters",Multiplication,Easy,0.06153846153846154,2.226125188849342e-155
121,A person jogs 4 miles every day. How many miles will they jog in 7 days?,28 miles,Total miles = 4 * 7 = 28 miles,"Solve the following math problem: A person jogs 4 miles every day. How many miles will they jog in 7 days?
Answer:
28
Step-by-step explanation:
Multiply 4 by 7 to get 28.
4×7=28
Solve the following math problem: A person jogs 4 miles every day. How many miles will they jog in 7 days?
Answer:
28
Step-by-step explanation:
Multiply 4 by 7 to get 28.
4×7=28",Multiplication,Easy,0.052631578947368425,7.601159375410181e-232
122,"If a pizza is cut into 8 slices and you eat 3 slices, what fraction of the pizza is left?",5/8,"Slices left = 8 - 3 = 5
Fraction left = 5 / 8","Solve the following math problem: If a pizza is cut into 8 slices and you eat 3 slices, what fraction of the pizza is left?
Answer: 5/8
Step-by-step explanation: 8-3=5 then 8/8=1 and 5/8= 0.625
1. a) 1440 b) 1728 c) 5184 d) 1440 2. a) 45 b) 15 c) 20 d) 10 3. 1728 4. 15
Answer: 1. B 2. B 3. C 4. B 5. A 6. A 7. B 8. A 9. B 10. A Step",Fractions,Easy,0.044444444444444446,6.110848977001762e-232
123,"A concert has 200 seats. If 85% of the seats are sold, how many seats are still available?",30 seats,"Sold seats = 200 * 0.85 = 170
Available seats = 200 - 170 = 30","Solve the following math problem: A concert has 200 seats. If 85% of the seats are sold, how many seats are still available?
Answer: _____
Answer: _____
200 x .85
= 170 seats sold
200 - 170
= 30 seats left
30 seats

## Need More Help?
Get free answers from expert tutors.
Ask a Question
Find the perfect tutor in Woodbridge, NJ and raise your grades.
View Tutors

## Need More Help?
Get free answers from expert tutors.
Ask a Question
Find the perfect online tutor and raise your grades.
View Tutors",Percentage Problems,Medium,0.04545454545454545,1.8444293339102725e-155
124,"If a bag of flour weighs 5 pounds, how much does 7 bags weigh?",35 pounds,Total weight = 5 * 7 = 35 pounds,"Solve the following math problem: If a bag of flour weighs 5 pounds, how much does 7 bags weigh?
Answer: 35 pounds
Explanation: To find the weight of 7 bags of flour, we need to multiply the weight of one bag by the number of bags.
5 pounds x 7 = 35 pounds

## Solve the following math problem: What is the difference between 35 and 12?
Answer: 23
Explanation: To find the difference between two numbers, we subtract the smaller number from the larger number.
35 – 12 = 23

## Solve the following math problem: If a pencil costs $0.25, how much do 12 pencils cost?
Answer: $3.00
Explanation: To find the cost",Multiplication,Easy,0.03508771929824561,1.657788191068941e-155
125,A cyclist travels 15 miles in 1 hour and 30 minutes. What is their average speed in miles per hour?,10 miles per hour,"Time in hours = 1.5 hours
Average speed = Distance / Time = 15 / 1.5 = 10 miles/hour","Solve the following math problem: A cyclist travels 15 miles in 1 hour and 30 minutes. What is their average speed in miles per hour?
Answer: 10 mph
Explanation: This problem can be solved using the formula for average speed: speed = distance / time.
First, convert the time to hours by dividing it by 60: 1 hour 30 minutes = 1.5 hours. Then, divide the distance by the time to find the average speed: speed = 15 miles / 1.5 hours = 10 mph.
Therefore, the average speed of the cyclist is 10 miles per hour.
In general, it is important to understand the concept of average speed and be able to apply it to real-world problems like this one. Average speed is a fundamental concept in physics, and it is used in many applications",Distance-Rate-Time,Medium,0.058394160583941604,5.186378829021307e-79
126,A store is having a sale with 30% off on a $60 item. What is the sale price?,$42,"Discount = 30% of 60 = 0.30 * 60 = $18
Sale price = 60 - 18 = $42","Solve the following math problem: A store is having a sale with 30% off on a $60 item. What is the sale price?
Answer:
$42
Step-by-step explanation:
30% off means that you only have to pay 70% of the original price (you are keeping 30% for yourself).
Therefore, this problem can be solved as follows:
70% of 60
= 0.70 × 60
= 42
Solve the following math problem: A store is having a sale with 30% off on a $60 item. What is the sale price?
Answer:
$42
Step-by-step explanation:
30% off means that you only have to pay 70% of the original price (you are keeping",Percentage Problems,Medium,0.018018018018018018,5.65135233948518e-232
127,"If a garden is 15 feet long and 10 feet wide, what is its area?",150 square feet,Area = Length * Width = 15 * 10 = 150 square feet,"Solve the following math problem: If a garden is 15 feet long and 10 feet wide, what is its area?
Answer: The area of the garden is 150 feet.
Explanation: To find the area of a rectangle, you need to multiply the length by the width. In this case, the garden is 15 feet long and 10 feet wide. To find the area, we multiply 15 x 10 = 150.

## Video Tutorial on Math Problem: If a Garden is 15 Feet Long and 10 Feet Wide, What is its Area?
This video tutorial will explain the math problem: If a garden is 15 feet long and 10 feet wide, what is its area? It will also show you how to solve this problem using the formula for the area of",Geometry,Easy,0.0303030303030303,6.4039509751711335e-232
128,"If a train covers a distance of 240 miles in 4 hours, what is its speed?",60 miles per hour,Speed = Distance / Time = 240 / 4 = 60 miles/hour,"Solve the following math problem: If a train covers a distance of 240 miles in 4 hours, what is its speed?
Answer:
The speed of the train is 60 mph.
Explanation:
The train covers a distance of 240 miles in 4 hours.
Distance = speed × time
Speed = distance/time
Speed = 240/4
Speed = 60 mph
Thus, the speed of the train is 60 mph.
Keywords: speed, distance, time
Question: What is the speed of a train that covers a distance of 240 miles in 4 hours?
Answer: The speed of the train is 60 miles per hour (mph).
Explanation:
To calculate the speed of the train, we need to use the formula:
Speed = Distance / Time",Distance-Rate-Time,Easy,0.06779661016949151,0.018837991886440662
129,A shirt originally costs $30 but is on sale for 20% off. What is the sale price?,$24,"Discount = 20% of 30 = 0.20 * 30 = $6
Sale price = 30 - 6 = $24","Solve the following math problem: A shirt originally costs $30 but is on sale for 20% off. What is the sale price?
Answer: 10% of 30 = 3, therefore 20% of 30 = 6. 30-6=24. The sale price is $24.",Percentage Problems,Medium,0.04878048780487806,0.0
130,"A group of friends share a pizza with 8 slices equally. If 4 friends are sharing, how many slices does each friend get?",2 slices,Slices per friend = 8 / 4 = 2 slices,"Solve the following math problem: A group of friends share a pizza with 8 slices equally. If 4 friends are sharing, how many slices does each friend get?
Answer:
2 slices",Division,Easy,0.12121212121212122,3.2122473350116486e-155
131,"If 60% of a class of 30 students passed an exam, how many students passed?",18 students,Students passing = 30 * 0.60 = 18,"Solve the following math problem: If 60% of a class of 30 students passed an exam, how many students passed?
Answer: 18 students passed the exam.
How To: The smaller ""Part"" in this problem is 60 since there are 60 percent of the students that passed an exam. The ""Whole"" represent all the students or 100% of the students that tested. We can now fill in our percent equation below:
Part/Whole = Percent/100
By using a simple algebra we can re-arrange our Percent equation like this:
Part = (Percent × Whole) / 100
Plugging in our values gives us:
Part = (60% × 30) / 100
Improperly, the equation below can be written as:
Part ×",Percentage Problems,Medium,0.035398230088495575,1.6505958818260647e-155
132,A runner completes a marathon of 26.2 miles in 4 hours. What is their average speed?,6.55 miles per hour,Average speed = Distance / Time = 26.2 / 4 = 6.55 miles/hour,"Solve the following math problem: A runner completes a marathon of 26.2 miles in 4 hours. What is their average speed?
Answer:
The average speed of the runner is 6.55 miles per hour.
Question 2:
A car travels 100 miles in 2 hours. What is its average speed?
Answer:
The average speed of the car is 50 miles per hour.
Question 3:
A swimmer swims 100 yards in 20 seconds. What is their average speed?
Answer:
The average speed of the swimmer is 5 yards per second.
Question 4:
A cyclist rides 100 kilometers in 2 hours. What is their average speed?
Answer:
The average speed of the cyclist is 50 kilometers per hour.
Question",Distance-Rate-Time,Medium,0.08196721311475409,5.479029473520474e-79
133,"A bag of apples costs $3. If you buy 5 bags, how much do you spend?",$15,Total cost = 3 * 5 = $15,"Solve the following math problem: A bag of apples costs $3. If you buy 5 bags, how much do you spend?
Answer:
$15
Step-by-step explanation:
$3 times 5 = $15
$15",Simple Operations,Easy,0.06060606060606061,7.720899511627474e-232
134,A recipe requires 2 cups of sugar for 3 cakes. How many cups of sugar are needed for 6 cakes?,4 cups,Sugar for 6 cakes = (2/3) * 6 = 4 cups,"Solve the following math problem: A recipe requires 2 cups of sugar for 3 cakes. How many cups of sugar are needed for 6 cakes?
Answer: 4 cups.
Explanation: 
This is a direct proportion. As the number of cakes increases, the amount of sugar needed also increases. To solve this problem, we can set up a proportion:
2 cups sugar/3 cakes = x cups sugar/6 cakes
Cross-multiplying, we get:
3x = 2 * 6
3x = 12
x = 12/3
x = 4 cups
Therefore, 4 cups of sugar are needed for 6 cakes.
This is a direct proportion. As the number of cakes increases, the amount of sugar needed also increases. To solve this problem, we can set up a proportion:
2 cups sugar/3",Ratios,Medium,0.031746031746031744,1.5898157314688723e-155
135,"If a bag contains 24 candies and you eat 1/4 of them, how many candies are left?",18 candies,"Candies eaten = 24 * (1/4) = 6
Candies left = 24 - 6 = 18","Solve the following math problem: If a bag contains 24 candies and you eat 1/4 of them, how many candies are left?
Answer: 18 candies
Explanation: There are 24 candies in the bag. If you eat 1/4 of them, you're eating 1/4 of 24 candies, which is 6 candies. So you're eating 6 candies and leaving 18 candies.

## Popular
- What is the answer for level 38 on prove your logic? Look at the following equations. 12 + 11 = 9 23 + 13 = 8 16 + 13 =?
- For the following answer for level 51 on prove your logic? The answer D, but if you rotate it 180 degrees then it becomes",Fractions,Easy,0.03508771929824561,1.6505958818260647e-155
136,A teacher has 50 markers and gives away 20%. How many markers does the teacher have left?,40 markers,"Markers given away = 20% of 50 = 0.20 * 50 = 10
Markers left = 50 - 10 = 40","Solve the following math problem: A teacher has 50 markers and gives away 20%. How many markers does the teacher have left?
Answer: 40 markers
Explanation:
To solve this math problem, we need to first find out how much 20% of 50 is. To do this, we need to multiply 50 by 0.20 (which is equal to 20%). This gives us 10. So, the teacher has given away 10 markers.
Now, to find out how many markers the teacher has left, we need to subtract 10 from 50. This gives us 40. So, the teacher has 40 markers left.",Percentage Problems,Medium,0.0392156862745098,1.7873697233423398e-155
137,"If 15% of a number is 30, what is the number?",200,"Let the number = x. Then, 0.15x = 30
x = 30 / 0.15 = 200","Solve the following math problem: If 15% of a number is 30, what is the number?
Answer: 200
Explanation:
As explained in the previous example, we can use the following formula to find the original number:
Percentage * Original Number = Part
Substituting the values in the problem, we get:
15% * Original Number = 30
Dividing both sides of the equation by 15%, we get:
Original Number = 30 / 15%
Converting 15% to a decimal, we get:
Original Number = 30 / 0.15
Solving the division, we get:
Original Number = 200
Therefore, the original number is 200.
Note:
In the previous examples, we",Percentage Problems,Medium,0.020202020202020204,5.677823098089411e-232
138,"A gardener plants 10 rows of flowers, with 5 flowers in each row. How many flowers are planted in total?",50 flowers,Total flowers = 10 * 5 = 50 flowers,"Solve the following math problem: A gardener plants 10 rows of flowers, with 5 flowers in each row. How many flowers are planted in total?
Answer: 50 flowers are planted in total.
Explanation:
To solve this math problem, we need to multiply the number of rows of flowers by the number of flowers in each row.
Number of rows of flowers = 10
Number of flowers in each row = 5
Number of flowers planted in total = Number of rows of flowers x Number of flowers in each row
Number of flowers planted in total = 10 x 5
Number of flowers planted in total = 50
Therefore, 50 flowers are planted in total.",Multiplication,Easy,0.03571428571428572,1.657788191068941e-155
139,"A bottle contains 750 ml of soda. If you drink 250 ml, how much soda is left?",500 ml,Soda left = 750 - 250 = 500 ml,"Solve the following math problem: A bottle contains 750 ml of soda. If you drink 250 ml, how much soda is left?
Answer: 500 ml is left.

## What is a Math Equation?
An equation is a mathematical statement that two mathematical expressions are equal. Equations consist of variables (unknown quantities), numbers and mathematical operations. For example:
x – 10 = 20
x = 30

## How to Solve Math Equations?
An equation is a mathematical statement that two mathematical expressions are equal. To solve an equation, you need to find the value of the variable that makes the equation true.

## What are the Different Types of Math Equations?
There are many different types of math equations, but the most common ones are linear equations, quadratic equations, and exponential equations. Linear equations are equations",Simple Operations,Easy,0.030534351145038167,1.5295725212469565e-155
140,A family drives 180 miles and uses 6 gallons of gas. What is the car's mileage in miles per gallon?,30 miles per gallon,Mileage = Distance / Gallons = 180 / 6 = 30 miles/gallon,"Solve the following math problem: A family drives 180 miles and uses 6 gallons of gas. What is the car's mileage in miles per gallon?
Answer:
 30 miles per gallon
Question 19
Solve the following math problem: A family drives 180 miles and uses 6 gallons of gas. What is the car's mileage in miles per gallon?
Answer:
 30 miles per gallon
Question 19
Solve the following math problem: A family drives 180 miles and uses 6 gallons of gas. What is the car's mileage in miles per gallon?
Answer:
 30 miles per gallon
Question 19
Solve the following math problem: A family drives 180 miles and uses 6 gallons of gas. What is the car's mileage in miles per gallon?",Distance-Rate-Time,Easy,0.06201550387596899,0.01852268385101417
141,"If a watch costs $50 and is on sale for 10% off, what is the sale price?",$45,"Discount = 10% of 50 = 0.10 * 50 = $5
Sale price = 50 - 5 = $45","Solve the following math problem: If a watch costs $50 and is on sale for 10% off, what is the sale price?
Answer:
The sale price is $45.
Step-by-step explanation:
10% of $50 is $5
50-5=45
The sale price is $45.
$45
Step-by-step explanation:
50 x 10/100 = 5
50 - 5 = 45",Percentage Problems,Medium,0.03389830508474576,6.720628411503338e-232
142,A person saves $5 each week. How much will they save in 10 weeks?,$50,Total savings = 5 * 10 = $50,"Solve the following math problem: A person saves $5 each week. How much will they save in 10 weeks?
Answer:
$50
Solution
$5 times 10 = $50
Answer:
$50
Solution
$5 times 10 = $50",Multiplication,Easy,0.05882352941176471,7.490163752058132e-232
143,"If a piece of fabric is 40 inches long and you cut it into 4 equal pieces, how long is each piece?",10 inches,Length of each piece = 40 / 4 = 10 inches,"Solve the following math problem: If a piece of fabric is 40 inches long and you cut it into 4 equal pieces, how long is each piece?
Answer:
Each piece is 10 inches long.
40/4 = 10

## Use the following math problem to answer the question:
A recipe calls for 4 cups of flour and 2 eggs. If you want to make 1/2 of the recipe, how much flour and eggs do you need?
Answer:
You need 2 cups of flour and 1 egg.
4/2 = 2 and 2/2 = 1

## Use the following math problem to answer the question:
How many seconds are in 2 hours?
Answer:
2 hours = 7,200 seconds
1 hour = 3,600 seconds",Division,Easy,0.03305785123966942,1.6227352219754367e-155
144,"A group of 50 students goes on a trip. If 80% of them are taking the bus, how many are taking the bus?",40 students,Students taking the bus = 50 * 0.80 = 40,"Solve the following math problem: A group of 50 students goes on a trip. If 80% of them are taking the bus, how many are taking the bus?
Answer: 40 students
Question 18: Solve the following math problem: A group of 50 students goes on a trip. If 80% of them are taking the bus, what percent are taking the bus?
Answer: 80%
Question 19: Solve the following math problem: A group of 50 students goes on a trip. If 80% of them are taking the bus, how many are not taking the bus?
Answer: 10 students
Question 20: Solve the following math problem: A group of 50 students goes on a trip. If 80% of them are taking the bus, what percent are not taking the",Percentage Problems,Medium,0.031007751937984496,1.5771977473045076e-155
145,A car can travel 200 miles on 5 gallons of gas. How many miles can it travel on 12 gallons?,480 miles,"Miles per gallon = 200 / 5 = 40 miles/gallon
Distance = 40 * 12 = 480 miles","Solve the following math problem: A car can travel 200 miles on 5 gallons of gas. How many miles can it travel on 12 gallons?
Answer: 480 miles
Solving this math problem requires the use of proportion. In this case, we are comparing miles driven to gallons used. If we know that 200 miles can be driven on 5 gallons, we can find the number of miles that can be driven on 12 gallons by setting up a proportion.
200 miles : 5 gallons = x miles : 12 gallons
To solve for x, we can cross multiply:
200 x 12 = 5 x
2400 = 5x
x = 480 miles
Therefore, the car can travel 480 miles on 12 gallons of gas.

## Example",Distance-Rate-Time,Medium,0.03333333333333333,1.5898157314688723e-155
146,A box can hold 15 toys. How many boxes are needed to hold 150 toys?,10 boxes,Boxes needed = 150 / 15 = 10 boxes,"Solve the following math problem: A box can hold 15 toys. How many boxes are needed to hold 150 toys?
Answer:
This is a division problem. We need to divide 150 by 15:
150 ÷ 15 = 10",Division,Easy,0.05263157894736842,8.726094729337945e-232
147,"A car travels 240 miles on a trip. If the driver averages 60 miles per hour, how long does the trip take?",4 hours,Time = Distance / Speed = 240 / 60 = 4 hours,"Solve the following math problem: A car travels 240 miles on a trip. If the driver averages 60 miles per hour, how long does the trip take?
Answer: 4 hours",Distance-Rate-Time,Easy,0.125,3.2662536004553123e-155
